run 40000
Neighbor list info ...
  1 neighbor list requests
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 14
  ghost atom cutoff = 14
  binsize = 7 -> bins = 9 9 9
Memory usage per processor = 3.8843 Mbytes
Step Time Lx Ly Lz Press Density Pxx Pyy Pzz PotEng Temp PotEng KinEng TotEng 
    8440         8440    597.06684    597.06684    597.06684   0.99044445 0.0036051884   0.99625894    0.9732376    1.0018368   -7.0597226    289.09424   -7.0597226    4587.0155    4579.9557 
    8445         8445    599.06796    599.06796    599.06796   0.97331966 0.0035691808   0.97900542   0.95677281   0.98418074   -7.0704913    287.03483   -7.0704913    4554.3391    4547.2686 
    8450         8450    597.56696    597.56696    597.56696   0.98573865 0.0035961441   0.99107449   0.96970639   0.99643507   -6.8156361    288.36399   -6.8156361    4575.4287    4568.6131 
    8455         8455     593.2633     593.2633     593.2633    1.0229247 0.0036749749    1.0276379    1.0074579    1.0336783   -6.2934942     292.4622   -6.2934942    4640.4543    4634.1609 
    8460         8460    591.93335    591.93335    591.93335    1.0346313 0.0036998013    1.0390096    1.0198166    1.0450677   -6.0580364    293.68771   -6.0580364    4659.8995    4653.8414 
    8465         8465    594.96176    594.96176    594.96176    1.0075184 0.0036435913    1.0121165   0.99318316    1.0172556    -6.337331    290.62634    -6.337331     4611.325    4604.9877 
    8470         8470    597.80605    597.80605    597.80605   0.98284266 0.0035918311   0.98765878   0.96888758   0.99198161   -6.5939289    287.80268   -6.5939289    4566.5225    4559.9286 
    8475         8475    597.54482    597.54482    597.54482   0.98482796 0.0035965439   0.98959614   0.97126087   0.99362687   -6.5908664     288.0066   -6.5908664    4569.7581    4563.1673 
    8480         8480    595.97383    595.97383    595.97383   0.99803495 0.0036250605    1.0026671   0.98485581     1.006582   -6.5030602    289.49579   -6.5030602    4593.3869    4586.8838 
    8485         8485    594.79148    594.79148    594.79148    1.0080592 0.0036467215    1.0126319   0.99519801    1.0163478   -6.4816699    290.63169   -6.4816699      4611.41    4604.9283 
    8490         8490    594.82366    594.82366    594.82366    1.0075393 0.0036461297    1.0122214    0.9948414    1.0155551   -6.6086823    290.59761   -6.6086823    4610.8693    4604.2606 
    8495         8495    595.94399    595.94399    595.94399   0.99760195 0.0036256051    1.0025321   0.98490463    1.0053692   -6.8550798    289.51648   -6.8550798    4593.7151      4586.86 
    8500         8500    597.08584    597.08584    597.08584   0.98762867 0.0036048444   0.99282327   0.97485425   0.99520849   -7.1088959    288.43445   -7.1088959    4576.5466    4569.4377 
    8505         8505    596.79887    596.79887    596.79887   0.98988056 0.0036100469   0.99524518   0.97703794   0.99735856   -7.2697599    288.75125   -7.2697599    4581.5734    4574.3036 
    8510         8510    593.78085    593.78085    593.78085    1.0158019 0.0036653737    1.0211562    1.0029707    1.0232788   -7.2537047    291.74918   -7.2537047     4629.141    4621.8873 
    8515         8515    590.58878    590.58878    590.58878    1.0441366 0.0037251285    1.0494986    1.0312644     1.051647   -7.2374955    294.97967   -7.2374955    4680.3988    4673.1613 
    8520         8520    592.72042    592.72042    592.72042    1.0248217 0.0036850819    1.0306298    1.0115184     1.032317   -7.6447782     292.9363   -7.6447782    4647.9768     4640.332 
    8525         8525    597.42062    597.42062    597.42062   0.98408348 0.0035987875   0.99041345   0.97030584   0.99153114   -8.1308675    288.42549   -8.1308675    4576.4045    4568.2736 
    8530         8530    598.53334    598.53334    598.53334   0.97472455 0.0035787534   0.98134153    0.9606075   0.98222463   -8.3771495    287.44709   -8.3771495    4560.8804    4552.5033 
    8535         8535    596.44492    596.44492    596.44492   0.99227568 0.0036164777   0.99908195   0.97780218    0.9999429     -8.50453    289.57271     -8.50453    4594.6073    4586.1028 
    8540         8540    594.14181    594.14181    594.14181    1.0121121 0.0036586973    1.0191223   0.99723128    1.0199827    -8.626225    291.94536    -8.626225    4632.2537    4623.6275 
    8545         8545    593.88314    593.88314    593.88314    1.0144401 0.0036634801    1.0217113   0.99913768    1.0224714   -8.8241384    292.33298   -8.8241384    4638.4042      4629.58 
    8550         8550    595.43628    595.43628    595.43628    1.0011472 0.0036348873    1.0086862   0.98547975    1.0092757    -9.056987    290.95095    -9.056987    4616.4757    4607.4187 
    8555         8555    597.03633    597.03633    597.03633    0.9877501 0.0036057412   0.99551645   0.97176723   0.99596663   -9.2542413    289.54366   -9.2542413    4594.1464    4584.8922 
    8560         8560    597.02398    597.02398    597.02398    0.9881035 0.0036059649   0.99608218   0.97175003   0.99647828   -9.4097423    289.71773   -9.4097423    4596.9083    4587.4986 
    8565         8565    594.94763    594.94763    594.94763    1.0060675  0.003643851    1.0142839   0.98920236    1.0147161   -9.5411304    291.91915   -9.5411304    4631.8379    4622.2968 
    8570         8570    591.88382    591.88382    591.88382    1.0331824 0.0037007301    1.0416656    1.0156998    1.0421819   -9.6629217     295.1369   -9.6629217    4682.8935    4673.2306 
    8575         8575    591.86481    591.86481    591.86481     1.033734 0.0037010867    1.0424228    1.0158708    1.0429085   -9.8067996     295.3494   -9.8067996    4686.2652    4676.4584 
    8580         8580    597.27959    597.27959    597.27959   0.98745086 0.0036013373   0.99613628   0.96980329   0.99641301   -9.9161816    290.21261   -9.9161816    4604.7605    4594.8443 
    8585         8585    600.08255    600.08255    600.08255   0.96478641 0.0035511076   0.97350169   0.94717606   0.97368148   -9.9721129    287.71035   -9.9721129    4565.0575    4555.0854 
    8590         8590    597.90572    597.90572    597.90572   0.98326336 0.0035900352   0.99220707   0.96514826   0.99243476   -10.087399    290.02795   -10.087399    4601.8305    4591.7431 
    8595         8595    594.58485    594.58485    594.58485    1.0120212 0.0036505248      1.02126    0.9932372    1.0215665   -10.215526    293.51038   -10.215526    4657.0858    4646.8702 
    8600         8600    593.66591    593.66591    593.66591    1.0206507 0.0036675031    1.0300675    1.0015004    1.0303841   -10.299238    294.66187   -10.299238    4675.3562     4665.057 
    8605         8605     595.4963     595.4963     595.4963    1.0055627 0.0036337883    1.0149912   0.98645124    1.0152457   -10.326683    293.09967   -10.326683     4650.569    4640.2423 
    8610         8610    598.05897    598.05897    598.05897   0.98468899  0.003587276    0.9940623    0.9657642   0.99424047   -10.314486     290.8451   -10.314486    4614.7961    4604.4816 
    8615         8615      598.576      598.576      598.576   0.98118609 0.0035779884   0.99061581   0.96217707   0.99076539   -10.332436    290.60503   -10.332436     4610.987    4600.6545 
    8620         8620    596.44878    596.44878    596.44878    0.9998593 0.0036164075    1.0095172   0.98037245    1.0096882   -10.412092    292.95701   -10.412092    4648.3055    4637.8934 
    8625         8625    594.01021    594.01021    594.01021    1.0217058 0.0036611296    1.0316262     1.001679    1.0318122   -10.488959    295.65349   -10.488959    4691.0901    4680.6011 
    8630         8630    594.31971    594.31971    594.31971    1.0199661 0.0036554128    1.0299481   0.99985648    1.0300937   -10.487771    295.63637   -10.487771    4690.8186    4680.3308 
    8635         8635    597.62709    597.62709    597.62709   0.99271564 0.0035950588    1.0025179   0.97304547    1.0025835   -10.390674     292.6654   -10.390674    4643.6786    4633.2879 
    8640         8640    600.09089    600.09089    600.09089   0.97329282 0.0035509596   0.98297407    0.9539339   0.98297049   -10.295386    290.56546   -10.295386    4610.3591    4600.0637 
    8645         8645    598.88705    598.88705    598.88705   0.98425852 0.0035724162   0.99409261    0.9646135   0.99406946   -10.311423    292.04575   -10.311423    4633.8467    4623.5352 
    8650         8650    595.58454    595.58454    595.58454    1.0132634 0.0036321733    1.0234303    0.9929608    1.0233991   -10.377069    295.61757   -10.377069    4690.5202    4680.1431 
    8655         8655    594.22149    594.22149    594.22149    1.0262384 0.0036572256    1.0365903    1.0056076    1.0365171   -10.370722    297.30578   -10.370722    4717.3067     4706.936 
    8660         8660    596.39523    596.39523    596.39523    1.0086522 0.0036173818    1.0188741   0.98833984    1.0187427   -10.259917    295.47328   -10.259917    4688.2308    4677.9709 
    8665         8665     599.7807     599.7807     599.7807   0.98139627 0.0035564718    0.9913779   0.96162046   0.99119045   -10.108605    292.47947   -10.108605    4640.7284    4630.6198 
    8670         8670    600.38304    600.38304    600.38304    0.9776439 0.0035457783   0.98762221    0.9579168   0.98739269   -10.029318    292.23385   -10.029318    4636.8313     4626.802 
    8675         8675    598.01777    598.01777    598.01777   0.99860836 0.0035880175    1.0088458    0.9784049    1.0085744   -10.022514    294.90323   -10.022514    4679.1859    4669.1634 
    8680         8680    595.71526    595.71526    595.71526    1.0196093 0.0036297828    1.0301146   0.99892603    1.0297873   -9.9937022    297.54903   -9.9937022    4721.1665    4711.1728 
    8685         8685    596.16107    596.16107    596.16107    1.0171145 0.0036216458     1.027632   0.99645623    1.0272553   -9.8964507    297.46791   -9.8964507    4719.8792    4709.9828 
    8690         8690    598.92369    598.92369    598.92369   0.99495715 0.0035717607    1.0052648   0.97475168    1.0048549   -9.7500728    295.09338   -9.7500728     4682.203    4672.4529 
    8695         8695    600.96892    600.96892    600.96892   0.97930524 0.0035354182   0.98946838   0.95941705   0.98903028    -9.614344    293.45541    -9.614344    4656.2136    4646.5992 
    8700         8700     600.1556     600.1556     600.1556   0.98741164 0.0035498111   0.99769749   0.96732567   0.99721177   -9.5386516    294.62773   -9.5386516    4674.8146    4665.2759 
    8705         8705    597.35557    597.35557    597.35557     1.012487 0.0035999633    1.0230932   0.99183289    1.0225349   -9.4847513    297.78276   -9.4847513     4724.875    4715.3903 
    8710         8710    595.79149    595.79149    595.79149    1.0274948 0.0036283899    1.0383151    1.0064826    1.0376866   -9.3945678    299.73924   -9.3945678    4755.9182    4746.5236 
    8715         8715     598.1413     598.1413     598.1413    1.0086772 0.0035857951     1.019319   0.98804476    1.0186677    -9.266124    297.77688    -9.266124    4724.7817    4715.5156 
    8720         8720    602.99749    602.99749    602.99749   0.96965161  0.003499857   0.97987216   0.94984252   0.97924016   -9.1048025    293.38511   -9.1048025     4655.098    4645.9932 
    8725         8725    603.52896    603.52896    603.52896    0.9667527 0.0034906192   0.97697347   0.94697909   0.97630553   -9.0088999    293.26206   -9.0088999    4653.1456    4644.1367 
    8730         8730    600.10641    600.10641    600.10641   0.99644768  0.003550684    1.0070614   0.97599046    1.0062912    -8.959237    297.02333    -8.959237    4712.8252     4703.866 
    8735         8735    598.08583    598.08583    598.08583    1.0151271 0.0035867928    1.0260162   0.99421352    1.0251516   -8.8813007    299.44675   -8.8813007    4751.2772    4742.3959 
    8740         8740    598.66358    598.66358    598.66358    1.0116787 0.0035764183    1.0225811   0.99079253    1.0216625   -8.7942795     299.2823   -8.7942795    4748.6679    4739.8736 
    8745         8745    600.34015    600.34015    600.34015   0.99892464 0.0035465383     1.009726   0.97827119    1.0087768   -8.7137116     298.0255   -8.7137116    4728.7265    4720.0128 
    8750         8750    601.58095    601.58095    601.58095   0.98999066 0.0035246387    1.0007403   0.96948221   0.99974949   -8.6441975    297.21143   -8.6441975    4715.8097    4707.1655 
    8755         8755     601.4422     601.4422     601.4422   0.99260318 0.0035270785    1.0034482   0.97197942    1.0023819   -8.5897605     297.7671   -8.5897605    4724.6265    4716.0367 
    8760         8760    600.14459    600.14459    600.14459    1.0049884 0.0035500064    1.0160621   0.98402069    1.0148825   -8.5466617    299.48006   -8.5466617    4751.8058    4743.2591 
    8765         8765    599.13592    599.13592    599.13592    1.0150583 0.0035679664    1.0263417   0.99379026    1.0250429   -8.5106732    300.91606   -8.5106732    4774.5906      4766.08 
    8770         8770     600.1557     600.1557     600.1557    1.0077843 0.0035498093    1.0190533   0.98661041    1.0176891   -8.4906156    300.31924   -8.4906156    4765.1208    4756.6302 
    8775         8775    602.96338    602.96338    602.96338     0.985631 0.0035004511   0.99668307   0.96489699   0.99531295   -8.4766693    297.95024   -8.4766693    4727.5324    4719.0557 
    8780         8780    604.14562    604.14562    604.14562   0.97727618 0.0034799414   0.98829261   0.95666734   0.98686858    -8.472089    297.20841    -8.472089    4715.7618    4707.2897 
    8785         8785    602.11837    602.11837    602.11837   0.99542693 0.0035152094    1.0067741   0.97432642    1.0051802   -8.4960014    299.64359   -8.4960014    4754.4005    4745.9045 
    8790         8790    599.22075    599.22075    599.22075    1.0214408 0.0035664512    1.0332441   0.99965006    1.0314282   -8.5316502    302.98467   -8.5316502    4807.4129    4798.8812 
    8795         8795    599.18726    599.18726    599.18726    1.0231049 0.0035670492    1.0350267    1.0011954    1.0330926   -8.5704107    303.45172   -8.5704107    4814.8235    4806.2531 
    8800         8800    602.62168    602.62168    602.62168     0.995253  0.003506409    1.0068536   0.97393799    1.0049674   -8.5931876    300.42708   -8.5931876     4766.832    4758.2388 
    8805         8805    605.49705    605.49705    605.49705   0.97286757 0.0034566923   0.98421729    0.9520251   0.98236031   -8.6072434    298.00064   -8.6072434     4728.332    4719.7248 
    8810         8810    604.45762    604.45762    604.45762   0.98263509 0.0034745555   0.99420025   0.96150305   0.99220195   -8.6780727    299.45119   -8.6780727    4751.3476    4742.6695 
    8815         8815    601.53472    601.53472    601.53472    1.0083042 0.0035254513    1.0203253   0.98649564    1.0180918   -8.7910576    302.79887   -8.7910576    4804.4648    4795.6737 
    8820         8820    600.58873    600.58873    600.58873     1.017652 0.0035421364    1.0298891   0.99556025    1.0275065   -8.8764145    304.18245   -8.8764145    4826.4179    4817.5415 
    8825         8825    601.91113    601.91113    601.91113    1.0076646 0.0035188414    1.0198108   0.98576948    1.0174133   -8.9330718    303.26935   -8.9330718    4811.9298    4802.9968 
    8830         8830    603.52876    603.52876    603.52876    0.9953313 0.0034906227     1.007337   0.97370123    1.0049557   -8.9771112    302.06155   -8.9771112    4792.7659    4783.7888 
    8835         8835     604.0314     604.0314     604.0314    0.9923731 0.0034819158     1.004378   0.97078463    1.0019566   -9.0429276    301.97168   -9.0429276    4791.3399     4782.297 
    8840         8840    603.50634    603.50634    603.50634   0.99794481 0.0034910117    1.0100775    0.9761934    1.0075635     -9.13528    302.90852     -9.13528    4806.2047    4797.0694 
    8845         8845     602.8665     602.8665     602.8665    1.0044993 0.0035021388    1.0167692   0.98256883    1.0141598   -9.2331393    303.96049   -9.2331393    4822.8961     4813.663 
    8850         8850    602.92346    602.92346    602.92346    1.0052078 0.0035011464    1.0175149   0.98324659    1.0148618   -9.3099229    304.30677   -9.3099229    4828.3905    4819.0805 
    8855         8855    603.76652    603.76652    603.76652   0.99931942 0.0034865005    1.0115491   0.97749707    1.0089121      -9.3589    303.85465      -9.3589    4821.2167    4811.8578 
    8860         8860    604.89616    604.89616    604.89616   0.99109894  0.003467004    1.0032061   0.96947914    1.0006116   -9.3922327     303.1115   -9.3922327    4809.4253    4800.0331 
    8865         8865    605.36032    605.36032    605.36032   0.98841256 0.0034590351    1.0004792    0.9668646   0.99789389   -9.4404963    303.03301   -9.4404963    4808.1799    4798.7394 
    8870         8870    603.91657    603.91657    603.91657    1.0014949 0.0034839024    1.0137663   0.97964302    1.0110753   -9.5666456    304.86802   -9.5666456    4837.2958    4827.7291 
    8875         8875    601.41274    601.41274    601.41274    1.0237918 0.0035275969    1.0364117    1.0014162    1.0335476   -9.7370617    307.79354   -9.7370617    4883.7145    4873.9774 
    8880         8880    601.54037    601.54037    601.54037     1.023805  0.003525352    1.0364085    1.0014544     1.033552    -9.799741    308.03456    -9.799741    4887.5388     4877.739 
    8885         8885    605.67944    605.67944    605.67944    0.9901517 0.0034535706    1.0021995   0.96863987    0.9996157   -9.6715214    304.19474   -9.6715214    4826.6128    4816.9413 
    8890         8890    608.50013    608.50013    608.50013   0.96832254 0.0034057659   0.98000915    0.9473619   0.97759657   -9.5861596    301.72805   -9.5861596    4787.4742    4777.8881 
    8895         8895    606.70883    606.70883    606.70883   0.98380148 0.0034360215   0.99569557   0.96250975   0.99319912   -9.7208428    303.85954   -9.7208428    4821.2943    4811.5734 
    8900         8900    603.52463    603.52463    603.52463    1.0111997 0.0034906943      1.02348   0.98930494    1.0208142   -9.9282847    307.42064   -9.9282847    4877.7977    4867.8694 
    8905         8905    603.01211    603.01211    603.01211    1.0165459 0.0034996025    1.0288687   0.99457181    1.0261973   -10.001503    308.28086   -10.001503    4891.4467    4881.4452 
    8910         8910    604.32673    604.32673    604.32673    1.0064747 0.0034768137    1.0185992   0.98478431    1.0160407   -9.9693257     307.2663   -9.9693257    4875.3489    4865.3795 
    8915         8915    605.65929    605.65929    605.65929   0.99635804 0.0034539153    1.0082871   0.97495295    1.0058341   -9.9326201    306.23015   -9.9326201    4858.9084    4848.9758 
    8920         8920    606.18891    606.18891    606.18891   0.99292594 0.0034448702    1.0047576   0.97165415    1.0023661   -9.9345664     306.0013   -9.9345664    4855.2773    4845.3427 
    8925         8925    605.71856    605.71856    605.71856   0.99771566 0.0034529014    1.0095672   0.97639205    1.0071877   -9.9885323    306.77569   -9.9885323    4867.5644    4857.5759 
    8930         8930    604.82701    604.82701    604.82701    1.0060133 0.0034681932    1.0179321   0.98456388    1.0155439   -10.068294    307.97209   -10.068294    4886.5475    4876.4792 
    8935         8935    604.64847    604.64847    604.64847     1.008377 0.0034712665    1.0202743   0.98693906    1.0179175   -10.100911    308.43532   -10.100911    4893.8976    4883.7967 
    8940         8940     605.8433     605.8433     605.8433   0.99927659 0.0034507691    1.0109911   0.97810297    1.0087357   -10.047886    307.48933   -10.047886    4878.8877    4868.8398 
    8945         8945    607.53062    607.53062    607.53062    0.9862362  0.003422097    0.9977188   0.96540972   0.99558009   -9.9617343    306.04205   -9.9617343    4855.9239    4845.9621 
    8950         8950    607.65985    607.65985    607.65985   0.98596585 0.0034199141   0.99738936    0.9652105   0.99529771   -9.9662932    306.16262   -9.9662932    4857.8369    4847.8706 
    8955         8955    605.48385    605.48385    605.48385    1.0046362 0.0034569184    1.0162455   0.98355772    1.0141055   -10.109059    308.61208   -10.109059    4896.7022    4886.5932 
    8960         8960    603.44374    603.44374    603.44374    1.0225401 0.0034920983    1.0343183     1.001168    1.0321342   -10.245036    310.93789   -10.245036    4933.6055    4923.3604 
    8965         8965    604.44418    604.44418    604.44418    1.0147919 0.0034747873    1.0264033   0.99365813    1.0243141    -10.18638    310.13002    -10.18638    4920.7872    4910.6008 
    8970         8970    607.90393    607.90393    607.90393   0.98682293 0.0034157964   0.99802341   0.96633307   0.99611231   -9.9683507    306.81504   -9.9683507    4868.1887    4858.2204 
    8975         8975    609.53005    609.53005    609.53005   0.97432446 0.0033885309   0.98531442   0.95415832   0.98350063   -9.8630386    305.37566   -9.8630386    4845.3504    4835.4873 
    8980         8980    607.42026    607.42026    607.42026   0.99202306 0.0034239625    1.0031599   0.97158689    1.0013223   -9.9922138    307.69108   -9.9922138    4882.0888    4872.0966 
    8985         8985    604.16728    604.16728    604.16728    1.0196987 0.0034795672     1.031088   0.99881718    1.0291911   -10.193891    311.19601   -10.193891     4937.701    4927.5071 
    8990         8990    603.89711    603.89711    603.89711    1.0225573 0.0034842392    1.0339049    1.0017154    1.0320518   -10.200784    311.64265   -10.200784    4944.7878     4934.587 
    8995         8995    606.42744    606.42744    606.42744    1.0018572 0.0034408068    1.0129021   0.98149038    1.0111792   -10.029286    309.19909   -10.029286    4906.0162    4895.9869 
    9000         9000    608.10744    608.10744    608.10744   0.98853372 0.0034123681    0.9993649   0.96850039   0.99773587   -9.9078917    307.63227   -9.9078917    4881.1557    4871.2478 
    9005         9005    607.77051    607.77051    607.77051   0.99173254 0.0034180464    1.0025273   0.97173171    1.0009386   -9.9116371    308.10335   -9.9116371    4888.6302    4878.7185 
    9010         9010     606.6326     606.6326     606.6326    1.0015178 0.0034373171    1.0123379    0.9814396    1.0107758   -9.9639471    309.38038   -9.9639471    4908.8927    4898.9287 
    9015         9015      605.993      605.993      605.993    1.0072219 0.0034482124    1.0180219   0.98714467    1.0164991   -9.9815158    310.14205   -9.9815158    4920.9779    4910.9964 
    9020         9020    606.43315    606.43315    606.43315    1.0039136 0.0034407096    1.0146033   0.98399248    1.0131449   -9.9319598    309.78702   -9.9319598    4915.3448    4905.4128 
    9025         9025      607.628      607.628      607.628   0.99436447 0.0034204519    1.0048889   0.97469913    1.0035054   -9.8361101    308.65202   -9.8361101    4897.3359    4887.4998 
    9030         9030    608.59935    608.59935    608.59935   0.98670743 0.0034041006   0.99708635    0.9672636   0.99577233   -9.7547435    307.73855   -9.7547435    4882.8419    4873.0872 
    9035         9035    607.84382    607.84382    607.84382   0.99312801 0.0034168099    1.0034864   0.97368108    1.0022166   -9.7676307    308.56551   -9.7676307    4895.9632    4886.1955 
    9040         9040     604.8165     604.8165     604.8165    1.0185519 0.0034683741    1.0290362   0.99882631    1.0277932   -9.9056429    311.71328   -9.9056429    4945.9084    4936.0028 
    9045         9045    603.52064    603.52064    603.52064    1.0297619 0.0034907636    1.0402426    1.0099879    1.0390552    -9.945478    313.08917    -9.945478    4967.7395    4957.7941 
    9050         9050    606.54404    606.54404    606.54404    1.0043813 0.0034388228    1.0145822   0.98507595    1.0134859   -9.7427943    309.99416   -9.7427943    4918.6314    4908.8886 
    9055         9055    610.21201    610.21201    610.21201   0.97452843 0.0033771828   0.98442324   0.95574588   0.98341616     -9.51234    306.28447     -9.51234    4859.7703    4850.2579 
    9060         9060     609.8298     609.8298     609.8298   0.97765586 0.0033835367   0.98749551   0.95892253   0.98654955   -9.5005894    306.66687   -9.5005894    4865.8378    4856.3372 
    9065         9065    606.73483    606.73483    606.73483    1.0029878 0.0034355798    1.0129182   0.98400948    1.0120358   -9.6260506    309.79343   -9.6260506    4915.4464    4905.8204 
    9070         9070    605.16596    605.16596    605.16596     1.016118 0.0034623691    1.0260403   0.99707424    1.0252396   -9.6661522    311.37883   -9.6661522    4940.6018    4930.9356 
    9075         9075    605.97085    605.97085    605.97085    1.0093115 0.0034485904    1.0191023   0.99045121    1.0183809   -9.5863808    310.51458   -9.5863808    4926.8888    4917.3024 
    9080         9080    607.19003    607.19003    607.19003   0.99908227 0.0034278589    1.0087272   0.98044001    1.0080796   -9.4898368    309.21811   -9.4898368     4906.318    4896.8282 
    9085         9085    607.76706    607.76706    607.76706   0.99419809 0.0034181046    1.0037315   0.97570135    1.0031614   -9.4274056    308.56905   -9.4274056    4896.0195    4886.5921 
    9090         9090    607.48085    607.48085    607.48085   0.99639284 0.0034229381    1.0058537   0.97795287    1.0053719   -9.4037212    308.78692   -9.4037212    4899.4764    4890.0727 
    9095         9095    606.65581    606.65581    606.65581    1.0030246 0.0034369226    1.0124321   0.98458838    1.0120534   -9.4041429    309.54314   -9.4041429    4911.4752     4902.071 
    9100         9100     606.1427     606.1427     606.1427    1.0070636 0.0034456582    1.0164036   0.98865833     1.016129   -9.3885532     309.9709   -9.3885532    4918.2624    4908.8738 
    9105         9105    606.64706    606.64706    606.64706    1.0025797 0.0034370712    1.0118174   0.98429059     1.011631   -9.3334932    309.34669   -9.3334932    4908.3582    4899.0247 
    9110         9110    607.84575    607.84575    607.84575   0.99235643 0.0034167772    1.0014742   0.97423575    1.0013593   -9.2542721    308.00757   -9.2542721    4887.1105    4877.8562 
    9115         9115    608.31095    608.31095    608.31095   0.98819467 0.0034089445   0.99722173   0.97017006   0.99719224   -9.2048383     307.4068   -9.2048383    4877.5781    4868.3733 
    9120         9120    606.98174    606.98174    606.98174   0.99874356  0.003431389    1.0077296   0.98065833    1.0078427    -9.227517     308.6151    -9.227517    4896.7501    4887.5226 
    9125         9125    604.92682    604.92682    604.92682    1.0155105 0.0034664768    1.0244671   0.99730284    1.0247617   -9.2716111    310.56403   -9.2716111    4927.6735    4918.4019 
    9130         9130    604.71254    604.71254    604.71254     1.016851 0.0034701632    1.0257328   0.99866571    1.0261545   -9.2493806    310.61921   -9.2493806    4928.5491    4919.2997 
    9135         9135    607.22797    607.22797    607.22797   0.99530871 0.0034272163    1.0040671   0.97735358    1.0045054   -9.1360896    307.87416   -9.1360896    4884.9938    4875.8577 
    9140         9140    609.66396    609.66396    609.66396   0.97491848 0.0033862986   0.98355959   0.95718444   0.98401142   -9.0233113    305.23386   -9.0233113    4843.1005    4834.0772 
    9145         9145    608.61409    608.61409    608.61409   0.98284886 0.0034038531   0.99144747   0.96504469   0.99205441   -9.0406718    306.09633   -9.0406718    4856.7851    4847.7444 
    9150         9150     604.7918     604.7918     604.7918      1.01393  0.003468799    1.0225173   0.99583025    1.0234424   -9.1433491    309.77629   -9.1433491    4915.1744    4906.0311 
    9155         9155    603.13322    603.13322    603.13322    1.0274073 0.0034974947    1.0359408    1.0091803    1.0371008   -9.1696975    311.26741   -9.1696975     4938.834    4929.6643 
    9160         9160    605.31759    605.31759    605.31759    1.0081648 0.0034597677    1.0166158   0.99009596    1.0177825   -9.0859459    308.79735   -9.0859459    4899.6418    4890.5558 
    9165         9165    608.22658    608.22658    608.22658   0.98338841 0.0034103632   0.99175715   0.96553793   0.99287015   -8.9827305    305.61461   -8.9827305    4849.1418    4840.1591 
    9170         9170    608.12109    608.12109    608.12109   0.98350806 0.0034121384   0.99182494   0.96562866   0.99307057    -8.971261    305.47823    -8.971261    4846.9778    4838.0065 
    9175         9175    606.57012    606.57012    606.57012   0.99547428 0.0034383793    1.0037497   0.97743891    1.0052342   -9.0020508    306.79239   -9.0020508    4867.8294    4858.8274 
    9180         9180    605.31102    605.31102    605.31102    1.0051492 0.0034598805     1.013378   0.98697337    1.0150962   -9.0221593     307.8108   -9.0221593    4883.9884    4874.9662 
    9185         9185    605.08022    605.08022    605.08022    1.0062409 0.0034638411    1.0144224   0.98800216    1.0162981   -9.0158875    307.77677   -9.0158875    4883.4484    4874.4325 
    9190         9190    605.75081    605.75081    605.75081   0.99976273 0.0034523499    1.0078986   0.98153181    1.0098578    -8.989957    306.81811    -8.989957    4868.2375    4859.2476 
    9195         9195    606.52197    606.52197    606.52197   0.99247144 0.0034391983    1.0005677   0.97425481    1.0025918   -8.9640454    305.75359   -8.9640454     4851.347    4842.3829 
    9200         9200    606.37274    606.37274    606.37274   0.99277996 0.0034417381    1.0008409   0.97449243    1.0030065   -8.9629621    305.61269   -8.9629621    4849.1113    4840.1484 
    9205         9205    604.42153    604.42153    604.42153     1.008088  0.003475178    1.0161128   0.98955665    1.0185945   -9.0081184    307.28951   -9.0081184    4875.7172    4866.7091 
    9210         9210    601.96217    601.96217    601.96217    1.0280288 0.0035179465    1.0360084    1.0091951    1.0388828   -9.0642806    309.49503   -9.0642806    4910.7118    4901.6476 
    9215         9215    602.85315    602.85315    602.85315    1.0193296 0.0035023715    1.0272958    1.0004991    1.0301939   -9.0493882    308.25983   -9.0493882     4891.113    4882.0637 
    9220         9220    606.92239    606.92239    606.92239   0.98425887 0.0034323957   0.99222826   0.96575322   0.99479514   -8.9596579    303.81375   -8.9596579    4820.5678    4811.6082 
    9225         9225    608.56121    608.56121    608.56121    0.9699063 0.0034047405   0.97786786   0.95149775   0.98035329   -8.9297717    301.85145   -8.9297717    4789.4322    4780.5024 
    9230         9230    605.92651    605.92651    605.92651   0.99026896 0.0034493477   0.99823006    0.9715095    1.0010673   -9.0144319    304.15017   -9.0144319    4825.9058    4816.8913 
    9235         9235    602.61318    602.61318    602.61318     1.016907 0.0035065574     1.024857   0.99770854    1.0281553   -9.1131725    307.16421   -9.1131725     4873.729    4864.6158 
    9240         9240    602.38316    602.38316    602.38316    1.0176889 0.0035105758    1.0256533   0.99837407    1.0290393   -9.1427165     307.0507   -9.1427165     4871.928    4862.7852 
    9245         9245    604.01523    604.01523    604.01523    1.0026863 0.0034821956    1.0106835   0.98346793    1.0139075   -9.1385637    305.03952   -9.1385637    4840.0168    4830.8783 
    9250         9250    604.88954    604.88954    604.88954     0.994181 0.0034671179    1.0022106   0.97498144    1.0053509   -9.1538487    303.80017   -9.1538487    4820.3523    4811.1985 
    9255         9255    604.67289    604.67289    604.67289   0.99474554 0.0034708459    1.0028139   0.97543966     1.005983   -9.1986191    303.65605   -9.1986191    4818.0655    4808.8669 
