run 40000
Neighbor list info ...
  1 neighbor list requests
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 14
  ghost atom cutoff = 14
  binsize = 7 -> bins = 9 9 9
Memory usage per processor = 3.8843 Mbytes
Step Time Lx Ly Lz Press Density Pxx Pyy Pzz PotEng Temp PotEng KinEng TotEng 
   25745        25745    600.90852    600.90852    600.90852   0.98743435 0.0035364843   0.99023832    0.9778048   0.99425994   -13.670117    295.31001   -13.670117    4685.6402    4671.9701 
   25750        25750     602.0932     602.0932     602.0932   0.97759728 0.0035156501   0.98045199   0.96813012   0.98420974   -13.614183    294.13947   -13.614183    4667.0674    4653.4532 
   25755        25755    600.01816    600.01816    600.01816   0.99507744  0.003552251   0.99809007   0.98551472    1.0016275   -13.540937    296.17523   -13.540937    4699.3685    4685.8275 
   25760        25760    596.00993    596.00993    596.00993    1.0299156 0.0036244018    1.0331729    1.0201062    1.0364676   -13.416891    300.17459   -13.416891    4762.8258    4749.4089 
   25765        25765    595.73336    595.73336    595.73336     1.032482 0.0036294521    1.0358513    1.0227117     1.038883   -13.334551    300.45512   -13.334551    4767.2768    4753.9423 
   25770        25770    599.76976    599.76976    599.76976   0.99748796 0.0035566665    1.0007745   0.98806212    1.0036272   -13.338114    296.42587   -13.338114    4703.3453    4690.0072 
   25775        25775    602.55837    602.55837    602.55837   0.97421899 0.0035075143   0.97746692   0.96502409   0.98016596   -13.295731    293.69466   -13.295731    4660.0097    4646.7139 
   25780        25780    601.45136    601.45136    601.45136   0.98355952 0.0035269173   0.98692613   0.97431832   0.98943412   -13.222414    294.79118   -13.222414     4677.408    4664.1856 
   25785        25785    598.32936    598.32936    598.32936    1.0102866  0.003582415    1.0138695    1.0008552     1.016135   -13.098256    297.89667   -13.098256    4726.6823    4713.5841 
   25790        25790    596.85378    596.85378    596.85378    1.0233384 0.0036090506    1.0270594    1.0138226    1.0291334   -12.989902    299.39514   -12.989902    4750.4583    4737.4684 
   25795        25795    598.57224    598.57224    598.57224    1.0085485 0.0035780558    1.0122288   0.99915761    1.0142592   -12.960463    297.70289   -12.960463    4723.6077    4710.6473 
   25800        25800    601.64406    601.64406    601.64406   0.98263143 0.0035235296   0.98618813   0.97344435   0.98826182   -12.959678    294.69806   -12.959678    4675.9305    4662.9708 
   25805        25805    602.35318    602.35318    602.35318   0.97692483 0.0035111001   0.98046759    0.9677794   0.98252751   -12.906865    294.03898   -12.906865     4665.473    4652.5661 
   25810        25810    599.73287    599.73287    599.73287   0.99920736 0.0035573227    1.0028992   0.98987897    1.0048439   -12.790026    296.65639   -12.790026    4707.0031     4694.213 
   25815        25815    596.61001    596.61001    596.61001    1.0265816 0.0036134763    1.0304441    1.0170277     1.032273   -12.620004    299.81716   -12.620004    4757.1544    4744.5344 
   25820        25820    596.95928    596.95928    596.95928    1.0237512 0.0036071375    1.0275686    1.0141976    1.0294874   -12.564888    299.51356   -12.564888    4752.3372    4739.7723 
   25825        25825    601.07357    601.07357    601.07357   0.98855084  0.003533572   0.99210184   0.97924908   0.99430162   -12.632001    295.47463   -12.632001    4688.2523    4675.6203 
   25830        25830    603.68759    603.68759    603.68759   0.96707577 0.0034878683   0.97044626   0.95791949   0.97286156   -12.624405    292.97432   -12.624405    4648.5802    4635.9557 
   25835        25835    601.73803    601.73803    601.73803   0.98350209 0.0035218792   0.98690484    0.9741905   0.98941094   -12.526225    294.93831   -12.526225    4679.7425    4667.2162 
   25840        25840    598.63384    598.63384    598.63384    1.0102429 0.0035769513    1.0137159    1.0006882    1.0163244   -12.367363    298.07455   -12.367363    4729.5047    4717.1373 
   25845        25845    598.00855    598.00855    598.00855    1.0159933 0.0035881835    1.0193862    1.0063639    1.0222297    -12.27992    298.77033    -12.27992    4740.5446    4728.2647 
   25850        25850      599.358      599.358      599.358    1.0046149 0.0035640016    1.0078187   0.99505015    1.0109758   -12.274276    297.50015   -12.274276    4720.3908    4708.1165 
   25855        25855    600.82604    600.82604    600.82604   0.99239499 0.0035379409    0.9954002   0.98290356   0.99888121   -12.271764    296.12512   -12.271764    4698.5734    4686.3016 
   25860        25860    601.05414    601.05414    601.05414   0.99077784 0.0035339146   0.99362678   0.98127632   0.99743042   -12.235543    295.98287   -12.235543    4696.3164    4684.0808 
   25865        25865     600.0731     600.0731     600.0731   0.99943498 0.0035512753    1.0021537   0.98983933    1.0063119   -12.164318    297.03998   -12.164318    4713.0894    4700.9251 
   25870        25870    598.93163    598.93163    598.93163     1.009569 0.0035716187    1.0121394   0.99986797    1.0166998   -12.095192    298.26681   -12.095192    4732.5553    4720.4601 
   25875        25875    598.84563    598.84563    598.84563     1.010621 0.0035731577    1.0129925    1.0008923    1.0179781   -12.081637    298.44928   -12.081637    4735.4506    4723.3689 
   25880        25880    601.10592    601.10592    601.10592   0.99156675 0.0035330014   0.99368601   0.98198067   0.99903356   -12.166991    296.30811   -12.166991    4701.4768    4689.3098 
   25885        25885    604.16723    604.16723    604.16723   0.96638297 0.0034795681    0.9682605   0.95699888   0.97388955   -12.262536    293.41657   -12.262536    4655.5972    4643.3346 
   25890        25890     603.1422     603.1422     603.1422   0.97510672 0.0034973385   0.97680262    0.9656381   0.98287945   -12.276383    294.52814   -12.276383    4673.2344     4660.958 
   25895        25895    598.13345    598.13345    598.13345    1.0179772 0.0035859362    1.0194773    1.0081392    1.0263151   -12.185276    299.60553   -12.185276    4753.7965    4741.6112 
   25900        25900    596.50795    596.50795    596.50795    1.0325643 0.0036153314    1.0338157    1.0225989    1.0412784    -12.20504    301.36751    -12.20504    4781.7537    4769.5487 
   25905        25905     598.9712     598.9712     598.9712    1.0112086 0.0035709109    1.0122363    1.0014222    1.0199673   -12.389034    299.01899   -12.389034      4744.49     4732.101 
   25910        25910    601.56775    601.56775    601.56775   0.98929312 0.0035248707   0.99013399   0.97969504   0.99805034   -12.550208    296.56898   -12.550208    4705.6161    4693.0659 
   25915        25915    601.89191    601.89191    601.89191   0.98681065 0.0035191785   0.98745115   0.97724154   0.99573925   -12.662767    296.38007   -12.662767    4702.6186    4689.9558 
   25920        25920    600.59353    600.59353    600.59353   0.99801622 0.0035420515   0.99842401   0.98836613    1.0072585   -12.755887    297.79915   -12.755887    4725.1351    4712.3792 
   25925        25925    599.30513    599.30513    599.30513    1.0092896 0.0035649451    1.0094529   0.99956638    1.0188494   -12.856651    299.22117   -12.856651     4747.698    4734.8414 
   25930        25930    599.34882    599.34882    599.34882    1.0091724 0.0035641655    1.0091345   0.99947595    1.0189067   -12.974294    299.31889   -12.974294    4749.2486    4736.2743 
   25935        25935    601.25451    601.25451    601.25451   0.99320814 0.0035303827    0.9930566   0.98367317    1.0028946   -13.099713    297.56539   -13.099713    4721.4261    4708.3263 
   25940        25940    605.20191    605.20191    605.20191    0.9609125 0.0034617521   0.96075437   0.95167512   0.97030801   -13.172767    293.83746   -13.172767    4662.2754    4649.1026 
   25945        25945    605.70193    605.70193    605.70193   0.95721154 0.0034531858   0.95693035   0.94803968   0.96666459   -13.243896    293.50036   -13.243896    4656.9268    4643.6829 
   25950        25950     599.7144     599.7144     599.7144    1.0072837 0.0035576515    1.0065565   0.99776105    1.0175336   -13.371488    299.54962   -13.371488    4752.9094    4739.5379 
   25955        25955    597.03887    597.03887    597.03887    1.0309239 0.0036056952    1.0298626    1.0212779    1.0416313   -13.442307    302.40193   -13.442307    4798.1667    4784.7244 
   25960        25960    598.87937    598.87937    598.87937    1.0152518 0.0035725536    1.0141532    1.0057775    1.0258249   -13.504275    300.70273   -13.504275    4771.2057    4757.7014 
   25965        25965    601.70176    601.70176    601.70176   0.99161998 0.0035225161   0.99056612   0.98237262    1.0019212   -13.528025    298.04172   -13.528025    4728.9839    4715.4559 
   25970        25970    602.63864    602.63864    602.63864   0.98422608  0.003506113   0.98310811   0.97508599   0.99448415    -13.54302    297.27049    -13.54302    4716.7469    4703.2038 
   25975        25975     601.4112     601.4112     601.4112    0.9949481 0.0035276241    0.9936249   0.98578443     1.005435    -13.58125    298.64361    -13.58125     4738.534    4724.9527 
   25980        25980    599.59035    599.59035    599.59035    1.0109101   0.00355986    1.0093298    1.0016894    1.0217112   -13.613924    300.62105   -13.613924    4769.9097    4756.2958 
   25985        25985    599.20781    599.20781    599.20781    1.0146956 0.0035666824    1.0129669    1.0055022    1.0256178   -13.619899    301.16481   -13.619899    4778.5374    4764.9175 
   25990        25990    601.44552    601.44552    601.44552   0.99612148 0.0035270202   0.99447512   0.98709363    1.0067957   -13.578326    299.08453   -13.578326    4745.5299    4731.9515 
   25995        25995    606.00054    606.00054    606.00054   0.95914193 0.0034480836    0.9577611   0.95039264   0.96927205   -13.460206    294.76011   -13.460206     4676.915    4663.4548 
   26000        26000    606.44782    606.44782    606.44782   0.95608148 0.0034404599   0.95466129    0.9473798   0.96620336   -13.422763    294.48658   -13.422763    4672.5749    4659.1521 
   26005        26005    600.43258    600.43258    600.43258    1.0063568 0.0035449007    1.0043657   0.99735994    1.0173448   -13.514373    300.58801   -13.514373    4769.3855    4755.8711 
   26010        26010    597.96185    597.96185    597.96185    1.0283131 0.0035890243    1.0260065    1.0192022    1.0397306   -13.501919    303.24889   -13.501919    4811.6052    4798.1032 
   26015        26015    599.75545    599.75545    599.75545    1.0133411  0.003556921    1.0111451    1.0043312    1.0245471   -13.436325    301.60399   -13.436325    4785.5059    4772.0696 
   26020        26020    602.71111    602.71111    602.71111   0.98889061 0.0035048483   0.98692169   0.98003022   0.99971992   -13.341186    298.81562   -13.341186    4741.2631     4727.922 
   26025        26025    603.75875    603.75875    603.75875   0.98078156 0.0034866352   0.97886644   0.97196413   0.99151411    -13.27024    297.94308    -13.27024    4727.4187    4714.1485 
   26030        26030    602.10685    602.10685    602.10685   0.99514775  0.003515411   0.99304971   0.98622311    1.0061704   -13.239873    299.74737   -13.239873    4756.0471    4742.8072 
   26035        26035    599.61867    599.61867    599.61867    1.0169704 0.0035593557    1.0146037     1.007883    1.0284244   -13.206275    302.40907   -13.206275      4798.28    4785.0737 
   26040        26040    599.27709    599.27709    599.27709    1.0205511 0.0035654455    1.0181329     1.011407    1.0321134   -13.142666    302.91973   -13.142666    4806.3825    4793.2398 
   26045        26045     602.4821     602.4821     602.4821   0.99381762 0.0035088465   0.99171353   0.98480954    1.0049298   -13.042096    299.86575   -13.042096    4757.9254    4744.8833 
   26050        26050    606.80433    606.80433    606.80433   0.95893959 0.0034343995   0.95722303   0.95013146   0.96946429    -12.89903    295.76764    -12.89903    4692.9014    4680.0024 
   26055        26055    605.84467    605.84467    605.84467   0.96728595 0.0034507456   0.96550466   0.95837423   0.97797898   -12.851298    296.87025   -12.851298    4710.3963     4697.545 
   26060        26060    599.86031    599.86031    599.86031     1.018044  0.003555056    1.0157377    1.0087151    1.0296792    -12.84973    302.99536    -12.84973    4807.5824    4794.7327 
   26065        26065    598.51774    598.51774    598.51774    1.0303897 0.0035790333    1.0279853     1.020911    1.0422728   -12.775648    304.52504   -12.775648    4831.8537    4819.0781 
   26070        26070    600.85379    600.85379    600.85379    1.0107654 0.0035374507    1.0086378    1.0013766    1.0222817   -12.692209    302.32355   -12.692209     4796.923    4784.2308 
   26075        26075    603.37861    603.37861    603.37861   0.99001733 0.0034932294   0.98816707    0.9807347    1.0011502   -12.602197    299.95674   -12.602197    4759.3692    4746.7671 
   26080        26080    603.98389    603.98389    603.98389     0.985575 0.0034827376   0.98383665   0.97627483   0.99661351   -12.524845    299.51412   -12.524845    4752.3462    4739.8214 
   26085        26085    602.59271    602.59271    602.59271   0.99781271 0.0035069148    0.9960273   0.98835934    1.0090515   -12.464696    301.05873   -12.464696    4776.8542    4764.3895 
   26090        26090    600.79614    600.79614    600.79614    1.0137119 0.0035384692    1.0118542    1.0040713    1.0252101   -12.395156    303.02188   -12.395156    4808.0033    4795.6081 
   26095        26095     600.7033     600.7033     600.7033    1.0151009 0.0035401101    1.0133217    1.0053984    1.0265824   -12.328003      303.272   -12.328003    4811.9719    4799.6439 
   26100        26100    603.85859    603.85859    603.85859   0.98892938 0.0034849061   0.98748623   0.97941594   0.99988598   -12.262136    300.26205   -12.262136    4764.2134    4751.9513 
   26105        26105    608.59985    608.59985    608.59985   0.95089511 0.0034040921   0.94984629   0.94169525   0.96114381   -12.165108    295.75104   -12.165108     4692.638    4680.4728 
   26110        26110    607.09863    607.09863    607.09863   0.96344919 0.0034294073   0.96239658   0.95409869    0.9738523   -12.135842    297.37165   -12.135842     4718.352    4706.2161 
   26115        26115     601.1914     601.1914     601.1914    1.0131893 0.0035314946    1.0118533    1.0033331    1.0243816   -12.110115    303.40746   -12.110115    4814.1213    4802.0112 
   26120        26120    600.40496    600.40496    600.40496    1.0205273 0.0035453899    1.0192487    1.0105681    1.0317652   -12.068061    304.36259   -12.068061    4829.2761    4817.2081 
   26125        26125    602.28915    602.28915    602.28915    1.0048781 0.0035122199    1.0038293   0.99504175    1.0157633    -12.04706     302.6152    -12.04706    4801.5506    4789.5035 
   26130        26130    604.43243    604.43243    604.43243   0.98735056   0.00347499   0.98652606   0.97766192   0.99786371   -12.029358    300.62336   -12.029358    4769.9463    4757.9169 
   26135        26135    604.71045    604.71045    604.71045   0.98551127 0.0034701992   0.98480429   0.97581685   0.99591266   -12.021685     300.4975   -12.021685    4767.9494    4755.9277 
   26140        26140    602.84781    602.84781    602.84781    1.0015672 0.0035024646     1.000878   0.99168453    1.0121392   -12.030689    302.50917   -12.030689    4799.8682    4787.8375 
   26145        26145    600.69925    600.69925    600.69925    1.0203871 0.0035401817     1.019708    1.0102808    1.0311724   -12.046018    304.82792   -12.046018    4836.6595    4824.6134 
   26150        26150    601.01602    601.01602    601.01602    1.0180547  0.003534587    1.0175045    1.0079464    1.0287132   -12.076655    304.65215   -12.076655    4833.8705    4821.7939 
   26155        26155    605.19105    605.19105    605.19105   0.98318467 0.0034619384   0.98289901   0.97342269   0.99323231   -12.094155    300.60135   -12.094155    4769.5971    4757.5029 
   26160        26160    608.25664    608.25664    608.25664    0.9586232 0.0034098576   0.95852361    0.9490983   0.96824769   -12.087728    297.71535   -12.087728    4723.8054    4711.7176 
   26165        26165    605.46398    605.46398    605.46398   0.98164474 0.0034572587   0.98156887   0.97184424   0.99152112   -12.181502    300.60964   -12.181502    4769.7287    4757.5472 
   26170        26170     601.3715     601.3715     601.3715    1.0164307 0.0035283228    1.0163491    1.0062159    1.0267271   -12.282707    304.85894   -12.282707    4837.1517     4824.869 
   26175        26175    601.30896    601.30896    601.30896     1.017288 0.0035294238     1.017314    1.0070325    1.0275174   -12.355128    305.06078   -12.355128    4840.3542     4827.999 
   26180        26180     603.0388     603.0388     603.0388    1.0028377 0.0034991378     1.003008   0.99271142    1.0127937   -12.404451     303.4446   -12.404451    4814.7106    4802.3061 
   26185        26185    604.64181    604.64181    604.64181   0.98969199 0.0034713812   0.98998609   0.97968456   0.99940533   -12.440443    301.96439   -12.440443    4791.2243    4778.7838 
   26190        26190    604.72862    604.72862    604.72862   0.98924089 0.0034698864   0.98963324   0.97920666   0.99888277   -12.509099     302.0021   -12.509099    4791.8227    4779.3136 
   26195        26195    603.19598    603.19598    603.19598    1.0023227 0.0034964032    1.0027978   0.99210067    1.0120697    -12.61639    303.66171    -12.61639    4818.1553    4805.5389 
   26200        26200    601.47555    601.47555    601.47555    1.0172033 0.0035264918    1.0177683    1.0067685    1.0270729    -12.73424    305.52079    -12.73424    4847.6531    4834.9189 
   26205        26205    601.76642    601.76642    601.76642    1.0149413 0.0035213806    1.0156072    1.0044995    1.0247171   -12.797842    305.33788   -12.797842     4844.751    4831.9531 
   26210        26210    605.75623    605.75623    605.75623   0.98172167 0.0034522573   0.98248063   0.97165552   0.99102887   -12.743105    301.43261   -12.743105    4782.7866    4770.0435 
   26215        26215    608.76215    608.76215    608.76215   0.95764305 0.0034013702   0.95847105     0.947844   0.96661409   -12.691495     298.5636   -12.691495    4737.2644    4724.5729 
   26220        26220    605.79872    605.79872    605.79872   0.98181745 0.0034515309   0.98274393   0.97169462   0.99101381    -12.84984    301.59535    -12.84984    4785.3688     4772.519 
   26225        26225     601.2703     601.2703     601.2703    1.0200749 0.0035301046    1.0211257    1.0094425    1.0296566   -13.061837      306.259   -13.061837    4859.3662    4846.3044 
   26230        26230    600.63538    600.63538    600.63538    1.0257621 0.0035413111    1.0269069    1.0150325    1.0353469   -13.132496    307.00261   -13.132496     4871.165    4858.0325 
   26235        26235    603.45758    603.45758    603.45758     1.001884  0.003491858    1.0030683   0.99144147    1.0111423   -13.077673    304.22332   -13.077673    4827.0663    4813.9886 
   26240        26240    606.12173    606.12173    606.12173   0.97998551 0.0034460157   0.98119115   0.96980873   0.98895667    -13.00085     301.6339    -13.00085    4785.9804    4772.9796 
   26245        26245    605.74375    605.74375    605.74375   0.98326636 0.0034524706   0.98453779     0.973036    0.9922253   -13.043197    302.08759   -13.043197     4793.179    4780.1358 
   26250        26250    603.11653    603.11653    603.11653    1.0053063 0.0034977852    1.0066872   0.99478115    1.0144505   -13.180642    304.80047   -13.180642     4836.224    4823.0433 
   26255        26255     601.4227     601.4227     601.4227    1.0198912 0.0035274217    1.0213609    1.0091718    1.0291409   -13.268363    306.58931   -13.268363    4864.6072    4851.3389 
   26260        26260    602.53132    602.53132    602.53132    1.0105872 0.0035079868    1.0120728   0.99999148    1.0196974   -13.237057    305.52273   -13.237057     4847.684    4834.4469 
   26265        26265    605.29609    605.29609    605.29609   0.98760086 0.0034601364   0.98904574   0.97731233   0.99644452   -13.125315    302.79083   -13.125315    4804.3372    4791.2119 
   26270        26270    606.59639    606.59639    606.59639   0.97708797 0.0034379327   0.97852282   0.96694372   0.98579737   -13.064842    301.54304   -13.064842    4784.5387    4771.4738 
   26275        26275    604.46568    604.46568    604.46568   0.99475933 0.0034744165   0.99626023   0.98440334    1.0036144    -13.16139    303.72012    -13.16139    4819.0821    4805.9208 
   26280        26280    600.52682    600.52682    600.52682    1.0283398  0.003543232    1.0299517      1.01757    1.0374977   -13.322888    307.76074   -13.322888    4883.1941    4869.8713 
   26285        26285    600.08732    600.08732    600.08732    1.0322735 0.0035510229    1.0338869    1.0214841    1.0414496   -13.326393    308.24477   -13.326393    4890.8741    4877.5477 
   26290        26290    604.36866    604.36866    604.36866   0.99590147   0.00347609   0.99737184   0.98561426    1.0047183   -13.126107     303.9147   -13.126107    4822.1696    4809.0435 
   26295        26295    607.30946    607.30946    607.30946   0.97185115  0.003425837    0.9732152   0.96190118   0.98043706   -12.964279    300.99506   -12.964279    4775.8441    4762.8798 
   26300        26300     605.9731     605.9731     605.9731    0.9828108  0.003448552   0.98416449   0.97276719   0.99150071   -12.999577    302.33962   -12.999577     4797.178    4784.1785 
   26305        26305      603.581      603.581      603.581    1.0027491 0.0034897164    1.0040997   0.99251065    1.0116369    -13.06613    304.75331    -13.06613    4835.4756    4822.4095 
   26310        26310    602.60159    602.60159    602.60159    1.0111012 0.0035067597    1.0123975    1.0008209    1.0200853   -13.061566    305.75079   -13.061566    4851.3025    4838.2409 
   26315        26315    603.28008    603.28008    603.28008    1.0054302 0.0034949411    1.0066204   0.99528453    1.0143858   -12.981457    305.06174   -12.981457    4840.3694    4827.3879 
   26320        26320     604.6977     604.6977     604.6977   0.99361963 0.0034704187   0.99468247    0.9836811    1.0024953   -12.868354    303.62472   -12.868354    4817.5685    4804.7001 
   26325        26325    605.36513    605.36513    605.36513    0.9881446 0.0034589527    0.9890843   0.97834061    0.9970089    -12.77482    302.94251    -12.77482    4806.7439    4793.9691 
   26330        26330    604.27841    604.27841    604.27841   0.99722338 0.0034776477   0.99804293   0.98740022     1.006227   -12.738635    304.01601   -12.738635     4823.777    4811.0384 
   26335        26335    601.48832    601.48832    601.48832    1.0209218 0.0035262673     1.021598    1.0109377    1.0302296   -12.746059    306.82013   -12.746059    4868.2695    4855.5235 
   26340        26340    598.31043    598.31043    598.31043    1.0487629 0.0035827549    1.0492525     1.038596    1.0584402   -12.722568    310.05527   -12.722568     4919.601    4906.8785 
   26345        26345    599.87247    599.87247    599.87247     1.035004 0.0035548399    1.0352906    1.0250856    1.0446358   -12.567903    308.39602   -12.567903     4893.274    4880.7061 
   26350        26350    605.91613    605.91613    605.91613   0.98371505 0.0034495249   0.98386049   0.97439282   0.99289185   -12.297448    302.21842   -12.297448    4795.2549    4782.9574 
   26355        26355    607.40936    607.40936    607.40936   0.97150855 0.0034241469   0.97147845   0.96239234   0.98065485   -12.138519    300.67627   -12.138519    4770.7858    4758.6473 
   26360        26360    605.05713    605.05713    605.05713    0.9907823 0.0034642377   0.99049974    0.9815891     1.000258   -12.079496    302.95914   -12.079496    4807.0077    4794.9283 
   26365        26365    602.54841    602.54841    602.54841    1.0118839 0.0035076883    1.0112939    1.0026127     1.021745   -11.981653    305.42259   -11.981653    4846.0949    4834.1133 
   26370        26370    602.30579    602.30579    602.30579     1.013937 0.0035119289     1.013082    1.0047457    1.0239834   -11.835524    305.59655   -11.835524    4848.8552    4837.0197 
   26375        26375    603.85835    603.85835    603.85835    1.0007239 0.0034849102   0.99968021   0.99171731    1.0107742   -11.672434    303.94831   -11.672434    4822.7028    4811.0303 
   26380        26380    605.33028    605.33028    605.33028   0.98836739 0.0034595501   0.98714656   0.97951768   0.99843795   -11.511352      302.389   -11.511352    4797.9615    4786.4501 
   26385        26385    605.16068    605.16068    605.16068   0.98970192 0.0034624597    0.9882301   0.98089373   0.99998192   -11.369781    302.47309   -11.369781    4799.2956    4787.9259 
   26390        26390    603.22216    603.22216    603.22216    1.0058904 0.0034959479    1.0040492   0.99700793     1.016614   -11.233321    304.33153   -11.233321    4828.7833      4817.55 
   26395        26395    600.90333    600.90333    600.90333    1.0256935  0.003536576     1.023426    1.0166938    1.0369607   -11.081758    306.59021   -11.081758    4864.6215    4853.5397 
   26400        26400    601.22544    601.22544    601.22544    1.0227423 0.0035308948      1.02026    1.0137365    1.0342304   -10.956974    306.15949   -10.956974    4857.7874    4846.8304 
   26405        26405    606.14927    606.14927    606.14927   0.98094489 0.0034455461   0.97867494   0.97215039   0.99200933   -10.886763    301.09884   -10.886763    4777.4908     4766.604 
   26410        26410     608.5514     608.5514     608.5514   0.96118327 0.0034049051   0.95894217     0.952446   0.97216165   -10.811469    298.62097   -10.811469    4738.1747    4727.3633 
   26415        26415    605.46044    605.46044    605.46044   0.98615769 0.0034573194   0.98350367   0.97714077   0.99782863   -10.736005     301.5745   -10.736005    4785.0379    4774.3019 
   26420        26420    601.75132    601.75132    601.75132    1.0172368 0.0035216458      1.01407    1.0078477    1.0297928   -10.637812    305.19833   -10.637812    4842.5367    4831.8989 
   26425        26425    601.45286    601.45286    601.45286    1.0194809 0.0035268911    1.0161624    1.0098775    1.0324027   -10.603922    305.39054   -10.603922    4845.5865    4834.9826 
   26430        26430    603.69302    603.69302    603.69302   0.99996494 0.0034877742   0.99680573     0.990297    1.0127921   -10.635915    303.01302   -10.635915    4807.8626    4797.2267 
   26435        26435    605.73354    605.73354    605.73354   0.98252037 0.0034526453     0.979515   0.97277485   0.99527126   -10.672357    300.85805   -10.672357    4773.6701    4762.9978 
   26440        26440     605.3019     605.3019     605.3019   0.98566426 0.0034600367   0.98257571   0.97564179   0.99877529     -10.6949    301.17042     -10.6949    4778.6265    4767.9316 
   26445        26445    602.71254    602.71254    602.71254    1.0069631 0.0035048234    1.0035648   0.99644872    1.0208758   -10.706293    303.64561   -10.706293       4817.9    4807.1937 
   26450        26450    600.94935    600.94935    600.94935    1.0216153 0.0035357635    1.0179977    1.0106375    1.0362107   -10.730178    305.30755   -10.730178    4844.2697    4833.5395 
   26455        26455    602.16106    602.16106    602.16106    1.0106537 0.0035144617    1.0071808   0.99949973    1.0252807    -10.80832    303.95187    -10.80832    4822.7593     4811.951 
   26460        26460    605.16903    605.16903    605.16903   0.98480629 0.0034623163   0.98167691   0.97369673   0.99904523   -10.891118    300.80603   -10.891118    4772.8447    4761.9535 
   26465        26465    606.20381    606.20381    606.20381   0.97576029 0.0034446162    0.9727502   0.96450842   0.99002225   -10.946765    299.64771   -10.946765    4754.4659    4743.5191 
   26470        26470    603.73754    603.73754    603.73754   0.99567056 0.0034870027   0.99240963     0.983866     1.010736    -10.99342    301.96834    -10.99342    4791.2869    4780.2935 
   26475        26475    600.59086    600.59086    600.59086    1.0219538 0.0035420988    1.0183438    1.0094684    1.0380492   -11.026364    305.00481   -11.026364    4839.4662    4828.4399 
   26480        26480    600.57968    600.57968    600.57968    1.0214706 0.0035422967    1.0178757     1.008731    1.0378051   -11.077598    304.87377   -11.077598     4837.387    4826.3094 
   26485        26485    603.58029    603.58029    603.58029   0.99530784 0.0034897287   0.99207282   0.98279316    1.0110575   -11.138971    301.70257   -11.138971      4787.07     4775.931 
   26490        26490    605.85765    605.85765    605.85765   0.97587222 0.0034505238   0.97289578    0.9635116   0.99120929   -11.165556    299.29004   -11.165556    4748.7907    4737.6252 
   26495        26495    604.71456    604.71456    604.71456    0.9847127 0.0034701284   0.98163855   0.97203376    1.0004658   -11.207544    300.27456   -11.207544     4764.412    4753.2045 
   26500        26500    601.39029    601.39029    601.39029    1.0121117  0.003527992    1.0087004   0.99877151    1.0288631   -11.250616    303.45389   -11.250616     4814.858    4803.6074 
   26505        26505    599.94914    599.94914    599.94914    1.0239276  0.003553477    1.0203855    1.0102365    1.0411609   -11.285881    304.75943   -11.285881    4835.5727    4824.2868 
   26510        26510    601.83734    601.83734    601.83734    1.0070619 0.0035201359    1.0037849   0.99362483    1.0237758   -11.333823    302.69128   -11.333823    4802.7577    4791.4239 
   26515        26515    604.80722    604.80722    604.80722    0.9815666 0.0034685337   0.97866035   0.96858881   0.99745064   -11.356405    299.56546   -11.356405    4753.1609    4741.8045 
   26520        26520    605.16775    605.16775    605.16775   0.97797973 0.0034623383   0.97517538   0.96505607   0.99370773   -11.396054    299.04956   -11.396054    4744.9751    4733.5791 
   26525        26525    602.30928    602.30928    602.30928    1.0011258 0.0035118678    0.9981179   0.98775577    1.0175038   -11.482901    301.73642   -11.482901    4787.6071    4776.1242 
   26530        26530    599.40462    599.40462    599.40462     1.025333 0.0035631701    1.0221177    1.0115221    1.0423593   -11.573378    304.50693   -11.573378    4831.5664     4819.993 
   26535        26535    599.97829    599.97829    599.97829    1.0196512 0.0035529591    1.0166208    1.0060318     1.036301   -11.646491    303.75932   -11.646491    4819.7041    4808.0576 
   26540        26540    603.45334    603.45334    603.45334   0.98949311 0.0034919317   0.98692717   0.97656085    1.0049913   -11.674566    300.10275   -11.674566    4761.6859    4750.0113 
   26545        26545    605.39671    605.39671    605.39671   0.97280555 0.0034584113   0.97053387   0.96029377   0.98758903   -11.709625    298.01213   -11.709625    4728.5143    4716.8047 
   26550        26550    603.51901    603.51901    603.51901   0.98754154 0.0034907919   0.98525271    0.9748863    1.0024856    -11.83206     299.7046    -11.83206    4755.3685    4743.5365 
   26555        26555    600.31106    600.31106    600.31106    1.0138602 0.0035470539    1.0114528    1.0008771    1.0292507   -11.991545    302.75107   -11.991545    4803.7065    4791.7149 
   26560        26560    599.61749    599.61749    599.61749    1.0190751 0.0035593767    1.0167736    1.0061718      1.03428   -12.099609    303.28333   -12.099609    4812.1517    4800.0521 
   26565        26565    601.31124    601.31124    601.31124    1.0038671 0.0035293836    1.0018598   0.99140523    1.0183363   -12.148666    301.40546   -12.148666    4782.3558    4770.2071 
   26570        26570     602.9173     602.9173     602.9173    0.9896705 0.0035012537   0.98792946   0.97761499     1.003467    -12.18429    299.62908    -12.18429    4754.1702    4741.9859 
   26575        26575    602.83324    602.83324    602.83324   0.98964951 0.0035027187   0.98805072   0.97776696    1.0031308   -12.263135    299.54039   -12.263135     4752.763    4740.4999 
