#run the simulation
run            ${Steps}
run            2000000
Neighbor list info ...
  2 neighbor list requests
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 14
  ghost atom cutoff = 14
  binsize = 7 -> bins = 22 22 1
Memory usage per processor = 4.97757 Mbytes
Step Time v_strain Temp v_p1 v_p2 v_p3 v_p4 KinEng PotEng Press 
   88000      1152000  0.043580952    9.7703778  0.043580952   0.33964793   0.10435871            0    34.928952   -1347.6812   -2191.0024 
   89000      1156000   0.04407619    9.7703778   0.04407619   0.34210301   0.10539868            0    34.928952   -1347.0975   -2208.2491 
   90000      1160000  0.044571429    9.7703778  0.044571429   0.34454173   0.10643138            0    34.928952   -1346.5139   -2225.3793 
   91000      1164000  0.045066667    9.7703778  0.045066667   0.34694877   0.10745681            0    34.928952   -1345.9213   -2242.3172 
   92000      1168000  0.045561905    9.7703778  0.045561905   0.34933755   0.10847473            0    34.928952   -1345.3273   -2259.1279 
   93000      1172000  0.046057143    9.7703778  0.046057143    0.3516996   0.10948516            0    34.928952   -1344.7269   -2275.7699 
   94000      1176000  0.046552381    9.7703778  0.046552381   0.35403211   0.11048687            0    34.928952   -1344.1177   -2292.2229 
   95000      1180000  0.047047619    9.7703778  0.047047619   0.35635049   0.11148447            0    34.928952   -1343.5112    -2308.586 
   96000      1184000  0.047542857    9.7703778  0.047542857   0.35864106   0.11247373            0    34.928952   -1342.8969   -2324.7707 
   97000      1188000  0.048038095    9.7703778  0.048038095   0.36090933    0.1134554            0    34.928952   -1342.2785    -2340.808 
   98000      1192000  0.048533333    9.7703778  0.048533333   0.36315626   0.11443045            0    34.928952   -1341.6568   -2356.7072 
   99000      1196000  0.049028571    9.7703778  0.049028571   0.36538157   0.11539765            0    34.928952    -1341.031   -2372.4609 
  100000      1200000   0.04952381    9.7703778   0.04952381   0.36758471   0.11635944            0    34.928952   -1340.4021   -2388.0787 
  101000      1204000  0.050019048    9.7703778  0.050019048   0.36976911   0.11731519            0    34.928952   -1339.7716   -2403.5742 
  102000      1208000  0.050514286    9.7703778  0.050514286   0.37193022   0.11826276            0    34.928952   -1339.1356   -2418.9143 
  103000      1212000  0.051009524    9.7703778  0.051009524   0.37406885   0.11920412            0    34.928952   -1338.4955   -2434.1129 
  104000      1216000  0.051504762    9.7703778  0.051504762   0.37619089   0.12013961            0    34.928952    -1337.855   -2449.2006 
  105000      1220000        0.052    9.7703778        0.052   0.37829336   0.12106719            0    34.928952    -1337.211   -2464.1527 
  106000      1224000  0.052495238    9.7703778  0.052495238   0.38037127   0.12198866            0    34.928952   -1336.5616   -2478.9535 
  107000      1228000  0.052990476    9.7703778  0.052990476   0.38242819    0.1229032            0    34.928952   -1335.9084   -2493.6165 
  108000      1232000  0.053485714    9.7703778  0.053485714    0.3844636   0.12381069            0    34.928952   -1335.2508   -2508.1386 
  109000      1236000  0.053980952    9.7703778  0.053980952   0.38648412   0.12471323            0    34.928952   -1334.5939   -2522.5628 
  110000      1240000   0.05447619    9.7703778   0.05447619   0.38848014    0.1256095            0    34.928952   -1333.9313   -2536.8351 
  111000      1244000  0.054971429    9.7703778  0.054971429   0.39045733    0.1264983            0    34.928952   -1333.2654   -2550.9777 
  112000      1248000  0.055466667    9.7703778  0.055466667   0.39242113   0.12738206            0    34.928952   -1332.6007   -2565.0293 
  113000      1252000  0.055961905    9.7703778  0.055961905   0.39435927   0.12825869            0    34.928952   -1331.9289   -2578.9191 
  114000      1256000  0.056457143    9.7703778  0.056457143   0.39626929    0.1291283            0    34.928952   -1331.2485   -2592.6355 
  115000      1260000  0.056952381    9.7703778  0.056952381   0.39817308   0.12999309            0    34.928952   -1330.5734   -2606.2974 
  116000      1264000  0.057447619    9.7703778  0.057447619   0.40005608   0.13084985            0    34.928952   -1329.8933   -2619.8171 
  117000      1268000  0.057942857    9.7703778  0.057942857   0.40191542    0.1317008            0    34.928952   -1329.2076   -2633.1913 
  118000      1272000  0.058438095    9.7703778  0.058438095   0.40376092   0.13254568            0    34.928952   -1328.5219   -2646.4673 
  119000      1276000  0.058933333    9.7703778  0.058933333   0.40558886   0.13338493            0    34.928952   -1327.8342   -2659.6289 
  120000      1280000  0.059428571    9.7703778  0.059428571   0.40739839   0.13421874            0    34.928952    -1327.144   -2672.6728 
  121000      1284000   0.05992381    9.7703778   0.05992381    0.4091868   0.13504746            0    34.928952   -1326.4499   -2685.5872 
  122000      1288000  0.060419048    9.7703778  0.060419048    0.4109476   0.13586667            0    34.928952   -1325.7454   -2698.3186 
  123000      1292000  0.060914286    9.7703778  0.060914286   0.41269965   0.13668238            0    34.928952    -1325.045   -2710.9896 
  124000      1296000  0.061409524    9.7703778  0.061409524   0.41443019   0.13749051            0    34.928952   -1324.3389   -2723.5169 
  125000      1300000  0.061904762    9.7703778  0.061904762   0.41614628   0.13829521            0    34.928952   -1323.6333    -2735.956 
  126000      1304000       0.0624    9.7703778       0.0624    0.4178447   0.13909477            0    34.928952   -1322.9255   -2748.2826 
  127000      1308000  0.062895238    9.7703778  0.062895238   0.41951955   0.13988673            0    34.928952   -1322.2105   -2760.4554 
  128000      1312000  0.063390476    9.7703778  0.063390476   0.42117655   0.14067069            0    34.928952   -1321.4913   -2772.5006 
  129000      1316000  0.063885714    9.7703778  0.063885714   0.42282208   0.14145145            0    34.928952   -1320.7743   -2784.4734 
  130000      1320000  0.064380952    9.7703778  0.064380952   0.42445261   0.14222588            0    34.928952   -1320.0557    -2796.341 
  131000      1324000   0.06487619    9.7703778   0.06487619   0.42606898   0.14299671            0    34.928952   -1319.3374   -2808.1209 
  132000      1328000  0.065371429    9.7703778  0.065371429   0.42765609   0.14376054            0    34.928952   -1318.6085   -2819.7219 
  133000      1332000  0.065866667    9.7703778  0.065866667   0.42923109   0.14451822            0    34.928952   -1317.8796   -2831.2327 
  134000      1336000  0.066361905    9.7703778  0.066361905   0.43078725   0.14526982            0    34.928952   -1317.1466   -2842.6206 
  135000      1340000  0.066857143    9.7703778  0.066857143   0.43232692   0.14601658            0    34.928952   -1316.4115   -2853.9033 
  136000      1344000  0.067352381    9.7703778  0.067352381   0.43385285   0.14675841            0    34.928952    -1315.676   -2865.0938 
  137000      1348000  0.067847619    9.7703778  0.067847619   0.43535979    0.1474948            0    34.928952   -1314.9365   -2876.1637 
  138000      1352000  0.068342857    9.7703778  0.068342857   0.43685821   0.14822725            0    34.928952      -1314.2   -2887.1723 
  139000      1356000  0.068838095    9.7703778  0.068838095   0.43833849   0.14895372            0    34.928952   -1313.4596   -2898.0617 
  140000      1360000  0.069333333    9.7703778  0.069333333    0.4397988   0.14967195            0    34.928952   -1312.7129    -2908.812 
  141000      1364000  0.069828571    9.7703778  0.069828571   0.44124457   0.15038682            0    34.928952   -1311.9657   -2919.4739 
  142000      1368000   0.07032381    9.7703778   0.07032381    0.4426724    0.1510968            0    34.928952   -1311.2152   -2930.0232 
  143000      1372000  0.070819048    9.7703778  0.070819048   0.44408832   0.15180277            0    34.928952   -1310.4654   -2940.4939 
  144000      1376000  0.071314286    9.7703778  0.071314286   0.44549035    0.1525026            0    34.928952   -1309.7138   -2950.8658 
  145000      1380000  0.071809524    9.7703778  0.071809524     0.446875    0.1531966            0    34.928952   -1308.9584   -2961.1231 
  146000      1384000  0.072304762    9.7703778  0.072304762   0.44824178   0.15388538            0    34.928952   -1308.1993   -2971.2665 
  147000      1388000       0.0728    9.7703778       0.0728   0.44959413   0.15457073            0    34.928952   -1307.4395   -2981.3218 
  148000      1392000  0.073295238    9.7703778  0.073295238   0.45093215   0.15525014            0    34.928952   -1306.6774    -2991.277 
  149000      1396000  0.073790476    9.7703778  0.073790476   0.45225777   0.15592434            0    34.928952   -1305.9147   -3001.1454 
  150000      1400000  0.074285714    9.7703778  0.074285714   0.45356503   0.15659356            0    34.928952   -1305.1479   -3010.8986 
  151000      1404000  0.074780952    9.7703778  0.074780952   0.45486126   0.15725817            0    34.928952   -1304.3814   -3020.5746 
  152000      1408000   0.07527619    9.7703778   0.07527619    0.4561379   0.15791596            0    34.928952   -1303.6089   -3030.1202 
  153000      1412000  0.075771429    9.7703778  0.075771429   0.45739981   0.15856809            0    34.928952   -1302.8338   -3039.5652 
  154000      1416000  0.076266667    9.7703778  0.076266667   0.45865064   0.15921775            0    34.928952   -1302.0601   -3048.9435 
  155000      1420000  0.076761905    9.7703778  0.076761905   0.45989122    0.1598634            0    34.928952   -1301.2874   -3058.2513 
  156000      1424000  0.077257143    9.7703778  0.077257143     0.461112   0.16050298            0    34.928952   -1300.5087   -3067.4314 
  157000      1428000  0.077752381    9.7703778  0.077752381   0.46232083   0.16113885            0    34.928952     -1299.73   -3076.5343 
  158000      1432000  0.078247619    9.7703778  0.078247619   0.46351111   0.16176854            0    34.928952   -1298.9459   -3085.5151 
  159000      1436000  0.078742857    9.7703778  0.078742857   0.46468952   0.16239386            0    34.928952   -1298.1613   -3094.4159 
  160000      1440000  0.079238095    9.7703778  0.079238095   0.46585495   0.16301522            0    34.928952   -1297.3758    -3103.233 
  161000      1444000  0.079733333    9.7703778  0.079733333   0.46700848   0.16363251            0    34.928952   -1296.5899   -3111.9713 
  162000      1448000  0.080228571    9.7703778  0.080228571   0.46814884   0.16424461            0    34.928952   -1295.8022    -3120.619 
  163000      1452000   0.08072381    9.7703778   0.08072381   0.46927381    0.1648522            0    34.928952   -1295.0116   -3129.1686 
  164000      1456000  0.081219048    9.7703778  0.081219048   0.47038929   0.16545535            0    34.928952   -1294.2217   -3137.6493 
  165000      1460000  0.081714286    9.7703778  0.081714286   0.47148853   0.16605343            0    34.928952    -1293.428    -3146.025 
  166000      1464000  0.082209524    9.7703778  0.082209524   0.47257325   0.16664651            0    34.928952   -1292.6315   -3154.3043 
  167000      1468000  0.082704762    9.7703778  0.082704762   0.47364511   0.16723475            0    34.928952   -1291.8332   -3162.4962 
  168000      1472000       0.0832    9.7703778       0.0832   0.47470806   0.16782013            0    34.928952   -1291.0368   -3170.6301 
  169000      1476000  0.083695238    9.7703778  0.083695238   0.47575363   0.16839959            0    34.928952   -1290.2351    -3178.649 
  170000      1480000  0.084190476    9.7703778  0.084190476   0.47679019   0.16897654            0    34.928952   -1289.4351    -3186.611 
  171000      1484000  0.084685714    9.7703778  0.084685714   0.47781066   0.16954736            0    34.928952   -1288.6306   -3194.4635 
  172000      1488000  0.085180952    9.7703778  0.085180952   0.47881793   0.17011428            0    34.928952   -1287.8244   -3202.2315 
  173000      1492000   0.08567619    9.7703778   0.08567619   0.47981694   0.17067831            0    34.928952     -1287.02   -3209.9445 
  174000      1496000  0.086171429    9.7703778  0.086171429   0.48080228   0.17123747            0    34.928952    -1286.213    -3217.566 
  175000      1500000  0.086666667    9.7703778  0.086666667   0.48177564    0.1717927            0    34.928952   -1285.4049    -3225.109 
  176000      1504000  0.087161905    9.7703778  0.087161905   0.48272964   0.17234236            0    34.928952   -1284.5903    -3232.529 
  177000      1508000  0.087657143    9.7703778  0.087657143   0.48367613   0.17288803            0    34.928952   -1283.7772   -3239.8922 
  178000      1512000  0.088152381    9.7703778  0.088152381   0.48461512   0.17343144            0    34.928952   -1282.9664   -3247.2073 
  179000      1516000  0.088647619    9.7703778  0.088647619   0.48553531   0.17396825            0    34.928952   -1282.1487    -3254.397 
  180000      1520000  0.089142857    9.7703778  0.089142857   0.48645111   0.17450241            0    34.928952    -1281.335    -3261.552 
  181000      1524000  0.089638095    9.7703778  0.089638095    0.4873477   0.17503062            0    34.928952   -1280.5143   -3268.5829 
  182000      1528000  0.090133333    9.7703778  0.090133333   0.48823685   0.17555614            0    34.928952   -1279.6956   -3275.5637 
  183000      1532000  0.090628571    9.7703778  0.090628571   0.48911269    0.1760775            0    34.928952   -1278.8746   -3282.4584 
  184000      1536000   0.09112381    9.7703778   0.09112381   0.48997914    0.1765942            0    34.928952   -1278.0531   -3289.2837 
  185000      1540000  0.091619048    9.7703778  0.091619048   0.49083777    0.1771089            0    34.928952   -1277.2336   -3296.0605 
  186000      1544000  0.092114286    9.7703778  0.092114286   0.49167831   0.17761792            0    34.928952   -1276.4078   -3302.7201 
  187000      1548000  0.092609524    9.7703778  0.092609524    0.4925089   0.17812319            0    34.928952   -1275.5817   -3309.3121 
  188000      1552000  0.093104762    9.7703778  0.093104762   0.49332981   0.17862452            0    34.928952   -1274.7552   -3315.8368 
  189000      1556000       0.0936    9.7703778       0.0936   0.49414047   0.17912259            0    34.928952   -1273.9284   -3322.2949 
  190000      1560000  0.094095238    9.7703778  0.094095238    0.4949389   0.17961453            0    34.928952   -1273.0983   -3328.6624 
  191000      1564000  0.094590476    9.7703778  0.094590476   0.49572882   0.18010582            0    34.928952   -1272.2703   -3334.9846 
  192000      1568000  0.095085714    9.7703778  0.095085714   0.49650665   0.18059269            0    34.928952   -1271.4401   -3341.2255 
  193000      1572000  0.095580952    9.7703778  0.095580952   0.49727233    0.1810745            0    34.928952   -1270.6072   -3347.3814 
  194000      1576000   0.09607619    9.7703778   0.09607619    0.4980241   0.18155148            0    34.928952   -1269.7705   -3353.4448 
  195000      1580000  0.096571429    9.7703778  0.096571429   0.49876713   0.18202599            0    34.928952   -1268.9346   -3359.4529 
  196000      1584000  0.097066667    9.7703778  0.097066667   0.49950047   0.18249742            0    34.928952   -1268.0985   -3365.3979 
  197000      1588000  0.097561905    9.7703778  0.097561905   0.50022241   0.18296428            0    34.928952   -1267.2602   -3371.2642 
  198000      1592000  0.098057143    9.7703778  0.098057143   0.50093574   0.18342799            0    34.928952   -1266.4223   -3377.0725 
  199000      1596000  0.098552381    9.7703778  0.098552381   0.50163738   0.18388847            0    34.928952   -1265.5827    -3382.807 
  200000      1600000  0.099047619    9.7703778  0.099047619    0.5023294   0.18434455            0    34.928952    -1264.742   -3388.4725 
  201000      1604000  0.099542857    9.7703778  0.099542857   0.50301233    0.1847958            0    34.928952   -1263.9001   -3394.0693 
  202000      1608000    0.1000381    9.7703778    0.1000381   0.50368539   0.18524475            0    34.928952   -1263.0582   -3399.6059 
  203000      1612000   0.10053333    9.7703778   0.10053333   0.50434446   0.18568906            0    34.928952   -1262.2122   -3405.0507 
  204000      1616000   0.10102857    9.7703778   0.10102857   0.50499895   0.18613088            0    34.928952    -1261.369   -3410.4606 
  205000      1620000   0.10152381    9.7703778   0.10152381   0.50564174   0.18656842            0    34.928952   -1260.5234   -3415.7916 
  206000      1624000   0.10201905    9.7703778   0.10201905   0.50627548    0.1870024            0    34.928952   -1259.6772   -3421.0603 
  207000      1628000   0.10251429    9.7703778   0.10251429   0.50689998    0.1874331            0    34.928952   -1258.8305   -3426.2673 
  208000      1632000   0.10300952    9.7703778   0.10300952   0.50751316   0.18786024            0    34.928952   -1257.9818    -3431.401 
  209000      1636000   0.10350476    9.7703778   0.10350476   0.50811673   0.18828386            0    34.928952   -1257.1321   -3436.4697 
  210000      1640000        0.104    9.7703778        0.104     0.508709   0.18870409            0    34.928952   -1256.2804    -3441.466 
  211000      1644000   0.10449524    9.7703778   0.10449524   0.50929423   0.18912087            0    34.928952   -1255.4293   -3446.4106 
  212000      1648000   0.10499048    9.7703778   0.10499048   0.50986975    0.1895345            0    34.928952   -1254.5772   -3451.2916 
  213000      1652000   0.10548571    9.7703778   0.10548571   0.51043643   0.18994583            0    34.928952   -1253.7252   -3456.1177 
  214000      1656000   0.10598095    9.7703778   0.10598095   0.51099064   0.19035205            0    34.928952   -1252.8693   -3460.8571 
  215000      1660000   0.10647619    9.7703778   0.10647619   0.51153851   0.19075529            0    34.928952   -1252.0145   -3465.5505 
  216000      1664000   0.10697143    9.7703778   0.10697143   0.51207766   0.19115558            0    34.928952   -1251.1593   -3470.1862 
  217000      1668000   0.10746667    9.7703778   0.10746667   0.51260788   0.19155238            0    34.928952   -1250.3033   -3474.7608 
  218000      1672000    0.1079619    9.7703778    0.1079619   0.51312844   0.19194572            0    34.928952   -1249.4459   -3479.2705 
  219000      1676000   0.10845714    9.7703778   0.10845714   0.51363774   0.19233401            0    34.928952   -1248.5852   -3483.6997 
  220000      1680000   0.10895238    9.7703778   0.10895238   0.51413879   0.19272086            0    34.928952   -1247.7251   -3488.0812 
  221000      1684000   0.10944762    9.7703778   0.10944762   0.51463185   0.19310283            0    34.928952   -1246.8638   -3492.3991 
  222000      1688000   0.10994286    9.7703778   0.10994286   0.51511528   0.19348248            0    34.928952   -1246.0016   -3496.6581 
  223000      1692000    0.1104381    9.7703778    0.1104381   0.51558984   0.19385912            0    34.928952   -1245.1387   -3500.8584 
  224000      1696000   0.11093333    9.7703778   0.11093333   0.51605732   0.19423267            0    34.928952    -1244.276   -3505.0086 
  225000      1700000   0.11142857    9.7703778   0.11142857   0.51651582   0.19460188            0    34.928952   -1243.4116    -3509.093 
  226000      1704000   0.11192381    9.7703778   0.11192381   0.51696651    0.1949689            0    34.928952   -1242.5474   -3513.1281 
  227000      1708000   0.11241905    9.7703778   0.11241905   0.51740671    0.1953308            0    34.928952     -1241.68   -3517.0862 
