#run the simulation
run            ${Steps}
run            2000000
Neighbor list info ...
  2 neighbor list requests
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 14
  ghost atom cutoff = 14
  binsize = 7 -> bins = 22 22 1
Memory usage per processor = 4.97757 Mbytes
Step Time v_strain Temp v_p1 v_p2 v_p3 v_p4 KinEng PotEng Press 
  335000      2140000   0.16590476    9.7703778   0.16590476   0.52718649   0.21975804            0    34.928952   -1146.4064   -3685.8847 
  336000      2144000       0.1664    9.7703778       0.1664   0.52700816    0.2198724            0    34.928952     -1145.52    -3685.569 
  337000      2148000   0.16689524    9.7703778   0.16689524   0.52682946   0.21998595            0    34.928952   -1144.6365   -3685.2475 
  338000      2152000   0.16739048    9.7703778   0.16739048   0.52664728   0.22009721            0    34.928952   -1143.7528   -3684.8975 
  339000      2156000   0.16788571    9.7703778   0.16788571   0.52646233    0.2202078            0    34.928952   -1142.8703   -3684.5306 
  340000      2160000   0.16838095    9.7703778   0.16838095   0.52627234   0.22031773            0    34.928952   -1141.9877   -3684.1356 
  341000      2164000   0.16887619    9.7703778   0.16887619   0.52608054   0.22042536            0    34.928952   -1141.1059   -3683.7202 
  342000      2168000   0.16937143    9.7703778   0.16937143   0.52588472   0.22053215            0    34.928952   -1140.2244   -3683.2809 
  343000      2172000   0.16986667    9.7703778   0.16986667   0.52568502   0.22063802            0    34.928952   -1139.3433   -3682.8179 
  344000      2176000    0.1703619    9.7703778    0.1703619   0.52548313    0.2207413            0    34.928952   -1138.4625   -3682.3312 
  345000      2180000   0.17085714    9.7703778   0.17085714   0.52527947   0.22084392            0    34.928952   -1137.5835   -3681.8326 
  346000      2184000   0.17135238    9.7703778   0.17135238   0.52507368   0.22094473            0    34.928952   -1136.7053   -3681.3146 
  347000      2188000   0.17184762    9.7703778   0.17184762   0.52486095   0.22104164            0    34.928952   -1135.8235   -3680.7431 
  348000      2192000   0.17234286    9.7703778   0.17234286   0.52464341   0.22113875            0    34.928952   -1134.9421   -3680.1488 
  349000      2196000    0.1728381    9.7703778    0.1728381   0.52442643   0.22123533            0    34.928952   -1134.0641   -3679.5547 
  350000      2200000   0.17333333    9.7703778   0.17333333   0.52420379   0.22132993            0    34.928952   -1133.1844   -3678.9229 
  351000      2204000   0.17382857    9.7703778   0.17382857   0.52397794    0.2214217            0    34.928952    -1132.304   -3678.2612 
  352000      2208000   0.17432381    9.7703778   0.17432381   0.52374557   0.22151166            0    34.928952   -1131.4216   -3677.5585 
  353000      2212000   0.17481905    9.7703778   0.17481905   0.52351432   0.22160069            0    34.928952   -1130.5426   -3676.8567 
  354000      2216000   0.17531429    9.7703778   0.17531429   0.52328262   0.22168884            0    34.928952   -1129.6659   -3676.1483 
  355000      2220000   0.17580952    9.7703778   0.17580952   0.52304745   0.22177683            0    34.928952   -1128.7901   -3675.4221 
  356000      2224000   0.17630476    9.7703778   0.17630476   0.52280597    0.2218622            0    34.928952   -1127.9117   -3674.6517 
  357000      2228000       0.1768    9.7703778       0.1768   0.52255201   0.22194577            0    34.928952   -1127.0273   -3673.8109 
  358000      2232000   0.17729524    9.7703778   0.17729524   0.52230404   0.22202833            0    34.928952   -1126.1492   -3672.9947 
  359000      2236000   0.17779048    9.7703778   0.17779048   0.52205115   0.22210928            0    34.928952   -1125.2701   -3672.1462 
  360000      2240000   0.17828571    9.7703778   0.17828571   0.52179349   0.22218852            0    34.928952   -1124.3899   -3671.2658 
  361000      2244000   0.17878095    9.7703778   0.17878095   0.52153432   0.22226742            0    34.928952   -1123.5116   -3670.3762 
  362000      2248000   0.17927619    9.7703778   0.17927619   0.52128087   0.22234489            0    34.928952   -1122.6392   -3669.5078 
  363000      2252000   0.17977143    9.7703778   0.17977143   0.52101439   0.22242058            0    34.928952   -1121.7603   -3668.5663 
  364000      2256000   0.18026667    9.7703778   0.18026667   0.52075121   0.22249504            0    34.928952   -1120.8858   -3667.6351 
  365000      2260000    0.1807619    9.7703778    0.1807619   0.52047923   0.22256893            0    34.928952   -1120.0083   -3666.6576 
  366000      2264000   0.18125714    9.7703778   0.18125714   0.52021047   0.22264095            0    34.928952   -1119.1347   -3665.6868 
  367000      2268000   0.18175238    9.7703778   0.18175238   0.51993252   0.22270905            0    34.928952   -1118.2556   -3664.6512 
  368000      2272000   0.18224762    9.7703778   0.18224762   0.51965951   0.22277821            0    34.928952   -1117.3834   -3663.6453 
  369000      2276000   0.18274286    9.7703778   0.18274286   0.51938254    0.2228459            0    34.928952   -1116.5106   -3662.6126 
  370000      2280000    0.1832381    9.7703778    0.1832381     0.519101   0.22291125            0    34.928952   -1115.6364   -3661.5458 
  371000      2284000   0.18373333    9.7703778   0.18373333   0.51881884   0.22297644            0    34.928952   -1114.7646   -3660.4751 
  372000      2288000   0.18422857    9.7703778   0.18422857   0.51853118   0.22303875            0    34.928952   -1113.8903   -3659.3631 
  373000      2292000   0.18472381    9.7703778   0.18472381   0.51823171    0.2231015            0    34.928952   -1113.0115   -3658.1949 
  374000      2296000   0.18521905    9.7703778   0.18521905   0.51793964    0.2231615            0    34.928952   -1112.1386   -3657.0498 
  375000      2300000   0.18571429    9.7703778   0.18571429   0.51764058   0.22322177            0    34.928952   -1111.2643   -3655.8714 
  376000      2304000   0.18620952    9.7703778   0.18620952   0.51733805   0.22328109            0    34.928952   -1110.3899   -3654.6713 
  377000      2308000   0.18670476    9.7703778   0.18670476   0.51703759   0.22333926            0    34.928952   -1109.5191   -3653.4757 
  378000      2312000       0.1872    9.7703778       0.1872   0.51673534   0.22339638            0    34.928952   -1108.6492   -3652.2661 
  379000      2316000   0.18769524    9.7703778   0.18769524   0.51642411   0.22345206            0    34.928952   -1107.7754    -3651.005 
  380000      2320000   0.18819048    9.7703778   0.18819048   0.51611533   0.22350403            0    34.928952   -1106.9036   -3649.7378 
  381000      2324000   0.18868571    9.7703778   0.18868571   0.51580314    0.2235559            0    34.928952   -1106.0323   -3648.4532 
  382000      2328000   0.18918095    9.7703778   0.18918095   0.51548688    0.2236076            0    34.928952    -1105.161   -3647.1477 
  383000      2332000   0.18967619    9.7703778   0.18967619   0.51516593   0.22365752            0    34.928952   -1104.2882   -3645.8103 
  384000      2336000   0.19017143    9.7703778   0.19017143   0.51484864   0.22370718            0    34.928952   -1103.4205   -3644.4896 
  385000      2340000   0.19066667    9.7703778   0.19066667   0.51452435   0.22375362            0    34.928952   -1102.5488   -3643.1185 
  386000      2344000    0.1911619    9.7703778    0.1911619   0.51420062   0.22379916            0    34.928952   -1101.6796   -3641.7458 
  387000      2348000   0.19165714    9.7703778   0.19165714   0.51386736    0.2238441            0    34.928952   -1100.8065    -3640.323 
  388000      2352000   0.19215238    9.7703778   0.19215238   0.51353577   0.22388635            0    34.928952   -1099.9355   -3638.8952 
  389000      2356000   0.19264762    9.7703778   0.19264762   0.51320905   0.22392953            0    34.928952   -1099.0709   -3637.4961 
  390000      2360000   0.19314286    9.7703778   0.19314286   0.51286827   0.22396991            0    34.928952    -1098.198   -3636.0137 
  391000      2364000    0.1936381    9.7703778    0.1936381   0.51252939   0.22401047            0    34.928952   -1097.3291   -3634.5416 
  392000      2368000   0.19413333    9.7703778   0.19413333   0.51219352   0.22405088            0    34.928952   -1096.4647   -3633.0836 
  393000      2372000   0.19462857    9.7703778   0.19462857   0.51185704   0.22408872            0    34.928952   -1095.6009     -3631.61 
  394000      2376000   0.19512381    9.7703778   0.19512381   0.51151332   0.22412538            0    34.928952   -1094.7342   -3630.0947 
  395000      2380000   0.19561905    9.7703778   0.19561905   0.51115904   0.22416042            0    34.928952   -1093.8621   -3628.5194 
  396000      2384000   0.19611429    9.7703778   0.19611429   0.51080968   0.22419579            0    34.928952    -1092.996     -3626.97 
  397000      2388000   0.19660952    9.7703778   0.19660952   0.51045645   0.22422746            0    34.928952   -1092.1275   -3625.3832 
  398000      2392000   0.19710476    9.7703778   0.19710476   0.51010487   0.22426048            0    34.928952   -1091.2636   -3623.8113 
  399000      2396000       0.1976    9.7703778       0.1976   0.50975116   0.22429112            0    34.928952   -1090.3993    -3622.217 
  400000      2400000   0.19809524    9.7703778   0.19809524   0.50939722   0.22432129            0    34.928952   -1089.5371   -3620.6193 
  401000      2404000   0.19859048    9.7703778   0.19859048   0.50904138   0.22435113            0    34.928952   -1088.6759   -3619.0107 
  402000      2408000   0.19908571    9.7703778   0.19908571   0.50868991   0.22438046            0    34.928952   -1087.8198    -3617.421 
  403000      2412000   0.19958095    9.7703778   0.19958095    0.5083276   0.22440717            0    34.928952   -1086.9573    -3615.765 
  404000      2416000   0.20007619    9.7703778   0.20007619   0.50797273   0.22443258            0    34.928952   -1086.1014   -3614.1392 
  405000      2420000   0.20057143    9.7703778   0.20057143   0.50760144   0.22445727            0    34.928952   -1085.2367   -3612.4289 
  406000      2424000   0.20106667    9.7703778   0.20106667   0.50724025   0.22448031            0    34.928952     -1084.38   -3610.7602 
  407000      2428000    0.2015619    9.7703778    0.2015619   0.50686713    0.2245027            0    34.928952   -1083.5174   -3609.0295 
  408000      2432000   0.20205714    9.7703778   0.20205714   0.50649475   0.22452461            0    34.928952   -1082.6574      -3607.3 
  409000      2436000   0.20255238    9.7703778   0.20255238    0.5061273   0.22454482            0    34.928952   -1081.8021   -3605.5866 
  410000      2440000   0.20304762    9.7703778   0.20304762   0.50575444   0.22456472            0    34.928952   -1080.9453   -3603.8449 
  411000      2444000   0.20354286    9.7703778   0.20354286   0.50537575   0.22458325            0    34.928952   -1080.0862   -3602.0676 
  412000      2448000    0.2040381    9.7703778    0.2040381   0.50499549   0.22460142            0    34.928952   -1079.2283   -3600.2808 
  413000      2452000   0.20453333    9.7703778   0.20453333   0.50462163   0.22461727            0    34.928952   -1078.3754   -3598.5142 
  414000      2456000   0.20502857    9.7703778   0.20502857   0.50424349   0.22463103            0    34.928952   -1077.5206   -3596.7161 
  415000      2460000   0.20552381    9.7703778   0.20552381   0.50386571   0.22464405            0    34.928952    -1076.668   -3594.9162 
  416000      2464000   0.20601905    9.7703778   0.20601905   0.50348461   0.22465704            0    34.928952   -1075.8155   -3593.0997 
  417000      2468000   0.20651429    9.7703778   0.20651429   0.50309794    0.2246693            0    34.928952   -1074.9611   -3591.2521 
  418000      2472000   0.20700952    9.7703778   0.20700952   0.50271131   0.22467972            0    34.928952   -1074.1079   -3589.3957 
  419000      2476000   0.20750476    9.7703778   0.20750476   0.50232776   0.22469053            0    34.928952   -1073.2593   -3587.5563 
  420000      2480000        0.208    9.7703778        0.208    0.5019398   0.22470025            0    34.928952   -1072.4093   -3585.6898 
  421000      2484000   0.20849524    9.7703778   0.20849524   0.50155061   0.22470871            0    34.928952     -1071.56   -3583.8111 
  422000      2488000   0.20899048    9.7703778   0.20899048   0.50116108   0.22471731            0    34.928952   -1070.7128   -3581.9313 
  423000      2492000   0.20948571    9.7703778   0.20948571   0.50076575   0.22472329            0    34.928952   -1069.8623   -3580.0101 
  424000      2496000   0.20998095    9.7703778   0.20998095   0.50037226   0.22472951            0    34.928952   -1069.0155    -3578.099 
  425000      2500000   0.21047619    9.7703778   0.21047619   0.49998241   0.22473565            0    34.928952   -1068.1732   -3576.2056 
  426000      2504000   0.21097143    9.7703778   0.21097143   0.49957985    0.2247387            0    34.928952   -1067.3226   -3574.2342 
  427000      2508000   0.21146667    9.7703778   0.21146667   0.49918489   0.22474077            0    34.928952   -1066.4787   -3572.2954 
  428000      2512000    0.2119619    9.7703778    0.2119619   0.49879384   0.22474253            0    34.928952   -1065.6394   -3570.3744 
  429000      2516000   0.21245714    9.7703778   0.21245714   0.49840086   0.22474389            0    34.928952   -1064.8008   -3568.4419 
  430000      2520000   0.21295238    9.7703778   0.21295238   0.49800105   0.22474308            0    34.928952   -1063.9583    -3566.465 
  431000      2524000   0.21344762    9.7703778   0.21344762   0.49759846   0.22474278            0    34.928952   -1063.1165   -3564.4769 
  432000      2528000   0.21394286    9.7703778   0.21394286    0.4971948   0.22474057            0    34.928952   -1062.2748    -3562.474 
  433000      2532000    0.2144381    9.7703778    0.2144381   0.49678797   0.22473706            0    34.928952   -1061.4324   -3560.4492 
  434000      2536000   0.21493333    9.7703778   0.21493333    0.4963878   0.22473434            0    34.928952    -1060.597   -3558.4611 
  435000      2540000   0.21542857    9.7703778   0.21542857   0.49598691   0.22473014            0    34.928952   -1059.7623   -3556.4621 
  436000      2544000   0.21592381    9.7703778   0.21592381   0.49558026   0.22472357            0    34.928952   -1058.9243   -3554.4231 
  437000      2548000   0.21641905    9.7703778   0.21641905   0.49517663   0.22471777            0    34.928952    -1058.091   -3552.4027 
  438000      2552000   0.21691429    9.7703778   0.21691429   0.49476678   0.22470936            0    34.928952   -1057.2538   -3550.3387 
  439000      2556000   0.21740952    9.7703778   0.21740952    0.4943595   0.22470072            0    34.928952   -1056.4203   -3548.2863 
  440000      2560000   0.21790476    9.7703778   0.21790476    0.4939481   0.22469262            0    34.928952   -1055.5865   -3546.2162 
  441000      2564000       0.2184    9.7703778       0.2184   0.49353827   0.22468309            0    34.928952   -1054.7549   -3544.1469 
  442000      2568000   0.21889524    9.7703778   0.21889524   0.49312359   0.22467117            0    34.928952   -1053.9204   -3542.0417 
  443000      2572000   0.21939048    9.7703778   0.21939048   0.49270915   0.22465994            0    34.928952   -1053.0887   -3539.9412 
  444000      2576000   0.21988571    9.7703778   0.21988571   0.49229565   0.22464721            0    34.928952   -1052.2586    -3537.838 
  445000      2580000   0.22038095    9.7703778   0.22038095   0.49187723   0.22463519            0    34.928952   -1051.4277   -3535.7139 
  446000      2584000   0.22087619    9.7703778   0.22087619   0.49146222   0.22462147            0    34.928952   -1050.5999   -3533.5983 
  447000      2588000   0.22137143    9.7703778   0.22137143   0.49104533   0.22460766            0    34.928952   -1049.7729   -3531.4729 
  448000      2592000   0.22186667    9.7703778   0.22186667   0.49063136   0.22459193            0    34.928952   -1048.9485   -3529.3525 
  449000      2596000    0.2223619    9.7703778    0.2223619   0.49021444   0.22457573            0    34.928952   -1048.1239   -3527.2153 
  450000      2600000   0.22285714    9.7703778   0.22285714    0.4897917   0.22455975            0    34.928952   -1047.2974   -3525.0503 
  451000      2604000   0.22335238    9.7703778   0.22335238   0.48936935   0.22454148            0    34.928952   -1046.4716    -3522.876 
  452000      2608000   0.22384762    9.7703778   0.22384762     0.488947   0.22452354            0    34.928952    -1045.648   -3520.7034 
  453000      2612000   0.22434286    9.7703778   0.22434286   0.48852246   0.22450227            0    34.928952   -1044.8227   -3518.5034 
  454000      2616000    0.2248381    9.7703778    0.2248381   0.48809973   0.22448248            0    34.928952   -1044.0015   -3516.3198 
  455000      2620000   0.22533333    9.7703778   0.22533333   0.48766843   0.22446135            0    34.928952   -1043.1755   -3514.0873 
  456000      2624000   0.22582857    9.7703778   0.22582857   0.48724649    0.2244401            0    34.928952   -1042.3577   -3511.9003 
  457000      2628000   0.22632381    9.7703778   0.22632381   0.48682124   0.22441816            0    34.928952   -1041.5391   -3509.6936 
  458000      2632000   0.22681905    9.7703778   0.22681905   0.48639643   0.22439546            0    34.928952   -1040.7222   -3507.4853 
  459000      2636000   0.22731429    9.7703778   0.22731429   0.48596846   0.22437121            0    34.928952    -1039.904   -3505.2538 
  460000      2640000   0.22780952    9.7703778   0.22780952   0.48554082   0.22434636            0    34.928952   -1039.0875   -3503.0209 
  461000      2644000   0.22830476    9.7703778   0.22830476   0.48511436   0.22432007            0    34.928952   -1038.2727   -3500.7868 
  462000      2648000       0.2288    9.7703778       0.2288   0.48468425   0.22429425            0    34.928952   -1037.4577   -3498.5369 
  463000      2652000   0.22929524    9.7703778   0.22929524    0.4842478    0.2242672            0    34.928952   -1036.6393   -3496.2497 
  464000      2656000   0.22979048    9.7703778   0.22979048   0.48381795   0.22423922            0    34.928952   -1035.8267   -3493.9905 
  465000      2660000   0.23028571    9.7703778   0.23028571   0.48338714   0.22421054            0    34.928952   -1035.0147   -3491.7231 
  466000      2664000   0.23078095    9.7703778   0.23078095    0.4829519   0.22418097            0    34.928952    -1034.201   -3489.4294 
  467000      2668000   0.23127619    9.7703778   0.23127619   0.48251967   0.22415189            0    34.928952   -1033.3915   -3487.1531 
  468000      2672000   0.23177143    9.7703778   0.23177143   0.48208418   0.22412153            0    34.928952   -1032.5807   -3484.8543 
  469000      2676000   0.23226667    9.7703778   0.23226667   0.48164888   0.22409012            0    34.928952   -1031.7711   -3482.5512 
  470000      2680000    0.2327619    9.7703778    0.2327619   0.48121139   0.22405784            0    34.928952   -1030.9613   -3480.2331 
  471000      2684000   0.23325714    9.7703778   0.23325714   0.48076794   0.22402265            0    34.928952   -1030.1472   -3477.8711 
  472000      2688000   0.23375238    9.7703778   0.23375238   0.48033268   0.22398944            0    34.928952   -1029.3418   -3475.5594 
  473000      2692000   0.23424762    9.7703778   0.23424762   0.47989547   0.22395662            0    34.928952   -1028.5371   -3473.2401 
  474000      2696000   0.23474286    9.7703778   0.23474286   0.47945546   0.22392217            0    34.928952   -1027.7311   -3470.8987 
  475000      2700000    0.2352381    9.7703778    0.2352381    0.4790133   0.22388617            0    34.928952   -1026.9244   -3468.5392 
  476000      2704000   0.23573333    9.7703778   0.23573333   0.47857101   0.22384954            0    34.928952   -1026.1188   -3466.1759 
  477000      2708000   0.23622857    9.7703778   0.23622857   0.47812813    0.2238135            0    34.928952   -1025.3151   -3463.8126 
  478000      2712000   0.23672381    9.7703778   0.23672381   0.47768651   0.22377546            0    34.928952   -1024.5125   -3461.4457 
  479000      2716000   0.23721905    9.7703778   0.23721905   0.47724209   0.22373806            0    34.928952   -1023.7102   -3459.0681 
  480000      2720000   0.23771429    9.7703778   0.23771429   0.47679658   0.22369886            0    34.928952   -1022.9076   -3456.6762 
  481000      2724000   0.23820952    9.7703778   0.23820952   0.47635117   0.22365887            0    34.928952   -1022.1062    -3454.281 
  482000      2728000   0.23870476    9.7703778   0.23870476   0.47590967   0.22361941            0    34.928952   -1021.3096   -3451.9076 
  483000      2732000       0.2392    9.7703778       0.2392   0.47546827   0.22357917            0    34.928952   -1020.5142   -3449.5309 
  484000      2736000   0.23969524    9.7703778   0.23969524   0.47502342   0.22353882            0    34.928952    -1019.718   -3447.1366 
  485000      2740000   0.24019048    9.7703778   0.24019048    0.4745761   0.22349666            0    34.928952   -1018.9205   -3444.7212 
  486000      2744000   0.24068571    9.7703778   0.24068571   0.47412856    0.2234541            0    34.928952   -1018.1243   -3442.3028 
  487000      2748000   0.24118095    9.7703778   0.24118095   0.47368024   0.22341028            0    34.928952   -1017.3284   -3439.8742 
  488000      2752000   0.24167619    9.7703778   0.24167619   0.47322937   0.22336551            0    34.928952   -1016.5317   -3437.4284 
  489000      2756000   0.24217143    9.7703778   0.24217143   0.47278428   0.22332237            0    34.928952   -1015.7417   -3435.0192 
  490000      2760000   0.24266667    9.7703778   0.24266667   0.47233333   0.22327508            0    34.928952   -1014.9464   -3432.5606 
  491000      2764000    0.2431619    9.7703778    0.2431619   0.47188166   0.22322942            0    34.928952   -1014.1534   -3430.1065 
  492000      2768000   0.24365714    9.7703778   0.24365714   0.47143199   0.22318413            0    34.928952   -1013.3636    -3427.664 
  493000      2772000   0.24415238    9.7703778   0.24415238   0.47098132   0.22313786            0    34.928952   -1012.5741   -3425.2118 
  494000      2776000   0.24464762    9.7703778   0.24464762   0.47052952   0.22309075            0    34.928952   -1011.7848   -3422.7499 
  495000      2780000   0.24514286    9.7703778   0.24514286   0.47007732   0.22304355            0    34.928952   -1010.9968   -3420.2856 
  496000      2784000    0.2456381    9.7703778    0.2456381   0.46962249   0.22299414            0    34.928952    -1010.207   -3417.7974 
  497000      2788000   0.24613333    9.7703778   0.24613333   0.46917135   0.22294566            0    34.928952   -1009.4219   -3415.3319 
  498000      2792000   0.24662857    9.7703778   0.24662857   0.46871664   0.22289593            0    34.928952   -1008.6351   -3412.8427 
  499000      2796000   0.24712381    9.7703778   0.24712381   0.46826349   0.22284636            0    34.928952   -1007.8511    -3410.362 
  500000      2800000   0.24761905    9.7703778   0.24761905   0.46781005   0.22279521            0    34.928952   -1007.0673    -3407.872 
  501000      2804000   0.24811429    9.7703778   0.24811429     0.467356    0.2227435            0    34.928952   -1006.2842   -3405.3763 
  502000      2808000   0.24860952    9.7703778   0.24860952    0.4668996    0.2226923            0    34.928952   -1005.5014   -3402.8714 
  503000      2812000   0.24910476    9.7703778   0.24910476   0.46643921   0.22263747            0    34.928952   -1004.7149    -3400.329 
  504000      2816000       0.2496    9.7703778       0.2496   0.46598424   0.22258478            0    34.928952   -1003.9351   -3397.8239 
  505000      2820000   0.25009524    9.7703778   0.25009524   0.46552598    0.2225314            0    34.928952    -1003.154   -3395.2992 
  506000      2824000   0.25059048    9.7703778   0.25059048   0.46506584   0.22247666            0    34.928952   -1002.3722   -3392.7584 
  507000      2828000   0.25108571    9.7703778   0.25108571   0.46460834   0.22242181            0    34.928952   -1001.5937   -3390.2302 
  508000      2832000   0.25158095    9.7703778   0.25158095   0.46415117   0.22236558            0    34.928952   -1000.8159   -3387.6968 
  509000      2836000   0.25207619    9.7703778   0.25207619   0.46369004   0.22230938            0    34.928952   -1000.0369   -3385.1439 
  510000      2840000   0.25257143    9.7703778   0.25257143   0.46323097   0.22225296            0    34.928952   -999.26061   -3382.6002 
  511000      2844000   0.25306667    9.7703778   0.25306667    0.4627692   0.22219608            0    34.928952    -998.4836   -3380.0408 
  512000      2848000    0.2535619    9.7703778    0.2535619   0.46230748   0.22213813            0    34.928952   -997.70736   -3377.4765 
  513000      2852000   0.25405714    9.7703778   0.25405714   0.46185077   0.22208138            0    34.928952   -996.93684   -3374.9428 
  514000      2856000   0.25455238    9.7703778   0.25455238   0.46138906   0.22202287            0    34.928952    -996.1631   -3372.3757 
  515000      2860000   0.25504762    9.7703778   0.25504762   0.46092737    0.2219641            0    34.928952   -995.39062   -3369.8074 
  516000      2864000   0.25554286    9.7703778   0.25554286   0.46046477    0.2219031            0    34.928952    -994.6174   -3367.2236 
  517000      2868000    0.2560381    9.7703778    0.2560381   0.46000344   0.22184349            0    34.928952   -993.84744    -3364.653 
  518000      2872000   0.25653333    9.7703778   0.25653333   0.45953907   0.22178309            0    34.928952   -993.07624   -3362.0635 
  519000      2876000   0.25702857    9.7703778   0.25702857   0.45907443   0.22172134            0    34.928952   -992.30532   -3359.4659 
  520000      2880000   0.25752381    9.7703778   0.25752381    0.4586132   0.22165955            0    34.928952   -991.53814    -3356.885 
  521000      2884000   0.25801905    9.7703778   0.25801905   0.45814651   0.22159659            0    34.928952   -990.76775   -3354.2714 
  522000      2888000   0.25851429    9.7703778   0.25851429   0.45768236   0.22153377            0    34.928952   -990.00061    -3351.671 
  523000      2892000   0.25900952    9.7703778   0.25900952   0.45721746   0.22147011            0    34.928952   -989.23374   -3349.0628 
  524000      2896000   0.25950476    9.7703778   0.25950476   0.45675432   0.22140668            0    34.928952   -988.46962   -3346.4644 
  525000      2900000         0.26    9.7703778         0.26   0.45628637   0.22134147            0    34.928952   -987.70229   -3343.8334 
  526000      2904000   0.26049524    9.7703778   0.26049524    0.4558219   0.22127695            0    34.928952   -986.93921    -3341.223 
  527000      2908000   0.26099048    9.7703778   0.26099048   0.45535769    0.2212106            0    34.928952   -986.17639   -3338.6049 
  528000      2912000   0.26148571    9.7703778   0.26148571   0.45489194   0.22114568            0    34.928952   -985.41484   -3335.9863 
  529000      2916000   0.26198095    9.7703778   0.26198095   0.45442393   0.22107791            0    34.928952   -984.65108   -3333.3424 
  530000      2920000   0.26247619    9.7703778   0.26247619   0.45395509   0.22101016            0    34.928952   -983.88808   -3330.6946 
  531000      2924000   0.26297143    9.7703778   0.26297143   0.45348708   0.22094223            0    34.928952   -983.12686   -3328.0499 
  532000      2928000   0.26346667    9.7703778   0.26346667   0.45302001   0.22087471            0    34.928952   -982.36789   -3325.4119 
  533000      2932000    0.2639619    9.7703778    0.2639619   0.45255169   0.22080624            0    34.928952    -981.6087    -3322.763 
  534000      2936000   0.26445714    9.7703778   0.26445714    0.4520852   0.22073802            0    34.928952   -980.85226   -3320.1244 
  535000      2940000   0.26495238    9.7703778   0.26495238   0.45161403   0.22066801            0    34.928952   -980.09262    -3317.454 
  536000      2944000   0.26544762    9.7703778   0.26544762   0.45114378   0.22059778            0    34.928952   -979.33475   -3314.7869 
  537000      2948000   0.26594286    9.7703778   0.26594286   0.45067467   0.22052639            0    34.928952   -978.57816   -3312.1197 
  538000      2952000    0.2664381    9.7703778    0.2664381   0.45020694   0.22045503            0    34.928952   -977.82382   -3309.4595 
  539000      2956000   0.26693333    9.7703778   0.26693333   0.44973714    0.2203836            0    34.928952   -977.06926   -3306.7887 
  540000      2960000   0.26742857    9.7703778   0.26742857   0.44926747   0.22031133            0    34.928952   -976.31547   -3304.1145 
  541000      2964000   0.26792381    9.7703778   0.26792381   0.44879628   0.22023847            0    34.928952   -975.56147   -3301.4298 
  542000      2968000   0.26841905    9.7703778   0.26841905   0.44832637   0.22016506            0    34.928952   -974.80923   -3298.7487 
  543000      2972000   0.26891429    9.7703778   0.26891429    0.4478548   0.22009051            0    34.928952   -974.05628   -3296.0538 
  544000      2976000   0.26940952    9.7703778   0.26940952   0.44738468    0.2200174            0    34.928952   -973.30659   -3293.3732 
  545000      2980000   0.26990476    9.7703778   0.26990476   0.44691394   0.21994282            0    34.928952   -972.55668   -3290.6822 
  546000      2984000       0.2704    9.7703778       0.2704   0.44644224   0.21986927            0    34.928952   -971.80804   -3287.9917 
  547000      2988000   0.27089524    9.7703778   0.27089524   0.44596973   0.21979305            0    34.928952   -971.05819   -3285.2839 
  548000      2992000   0.27139048    9.7703778   0.27139048   0.44549802   0.21971754            0    34.928952   -970.31061   -3282.5836 
  549000      2996000   0.27188571    9.7703778   0.27188571   0.44502734    0.2196425            0    34.928952   -969.56529   -3279.8907 
  550000      3000000   0.27238095    9.7703778   0.27238095   0.44455722   0.21956629            0    34.928952   -968.82075   -3277.1947 
  551000      3004000   0.27287619    9.7703778   0.27287619   0.44408419   0.21948885            0    34.928952    -968.0745   -3274.4783 
  552000      3008000   0.27337143    9.7703778   0.27337143   0.44361319   0.21941161            0    34.928952   -967.33102    -3271.773 
  553000      3012000   0.27386667    9.7703778   0.27386667   0.44314004   0.21933453            0    34.928952   -966.58732   -3269.0578 
  554000      3016000    0.2743619    9.7703778    0.2743619   0.44266825   0.21925764            0    34.928952   -965.84589   -3266.3503 
  555000      3020000   0.27485714    9.7703778   0.27485714   0.44219267   0.21917972            0    34.928952   -965.10226    -3263.619 
  556000      3024000   0.27535238    9.7703778   0.27535238   0.44172045   0.21910002            0    34.928952    -964.3609   -3260.8955 
  557000      3028000   0.27584762    9.7703778   0.27584762   0.44124925   0.21902157            0    34.928952    -963.6223   -3258.1832 
  558000      3032000   0.27634286    9.7703778   0.27634286   0.44077782   0.21894352            0    34.928952   -962.88497   -3255.4717 
  559000      3036000    0.2768381    9.7703778    0.2768381   0.44030425   0.21886283            0    34.928952   -962.14544   -3252.7366 
  560000      3040000   0.27733333    9.7703778   0.27733333   0.43983239   0.21878344            0    34.928952   -961.40918   -3250.0164 
  561000      3044000   0.27782857    9.7703778   0.27782857   0.43935973   0.21870292            0    34.928952    -960.6727   -3247.2867 
  562000      3048000   0.27832381    9.7703778   0.27832381   0.43888831   0.21862348            0    34.928952   -959.93898   -3244.5684 
  563000      3052000   0.27881905    9.7703778   0.27881905   0.43841847   0.21854407            0    34.928952   -959.20753   -3241.8581 
  564000      3056000   0.27931429    9.7703778   0.27931429   0.43794684   0.21846383            0    34.928952   -958.47536   -3239.1348 
  565000      3060000   0.27980952    9.7703778   0.27980952   0.43747518   0.21838243            0    34.928952   -957.74347   -3236.4057 
  566000      3064000   0.28030476    9.7703778   0.28030476    0.4370024   0.21830026            0    34.928952   -957.01137   -3233.6672 
