run 10000
All restart file global fix info was re-assigned
Neighbor list info ...
  1 neighbor list requests
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 14
  ghost atom cutoff = 14
  binsize = 7 -> bins = 57 57 57
Memory usage per processor = 3.78117 Mbytes
Step Time Lx Ly Lz Density Volume Press Pxx Pyy Pzz PotEng Temp PotEng KinEng TotEng 
       0            0    392.26577    392.26577    392.26577  0.004890435     60358889   0.97708423    0.9696407   0.92614723    1.0354648   -10.468852    208.68232   -10.468852    1273.3207    1262.8518 
      20          200    391.87985    391.87985    391.87985 0.0049048974     60180918   0.98996603   0.98707275   0.96879507    1.0140303   -11.157018    211.71099   -11.157018    1291.8008    1280.6438 
      40          400    391.13478    391.13478    391.13478 0.0049329809     59838306    1.0063458     1.008979   0.95996092    1.0500976   -11.966147    215.77216   -11.966147    1316.5809    1304.6148 
      60          600    390.25351    390.25351    390.25351 0.0049664754     59434750    1.0202296    1.0279219   0.96849264    1.0642744   -12.400685    218.96764   -12.400685    1336.0788    1323.6782 
      80          800    389.48734    389.48734    389.48734  0.004995842     59085380    1.0223773     1.028243   0.97223763    1.0666512   -12.898635    219.67235   -12.898635    1340.3788    1327.4801 
     100         1000     388.9312     388.9312     388.9312 0.0050173034     58832643    1.0194232    1.0309899   0.96717779     1.060102    -11.63889     216.1494    -11.63889    1318.8827    1307.2438 
     120         1200    388.56273    388.56273    388.56273 0.0050315908     58665587   0.99758687    1.0057209   0.94716571     1.039874    -11.43989    210.55032    -11.43989    1284.7187    1273.2788 
     140         1400    388.09504    388.09504    388.09504 0.0050498033     58454004   0.98801282   0.98378312   0.94188098    1.0383744   -11.593161    208.38212   -11.593161    1271.4889    1259.8958 
     160         1600    387.34691    387.34691    387.34691 0.0050791196     58116613   0.99524783   0.99074785   0.95593642    1.0390592   -11.063604    208.51855   -11.063604    1272.3214    1261.2578 
     180         1800    386.37445    386.37445    386.37445  0.005117567     57679992    1.0118397    1.0122041   0.96503271    1.0582822   -9.9204565    209.65737   -9.9204565    1279.2702    1269.3497 
     200         2000    385.37246    385.37246    385.37246 0.0051575886     57232410    1.0183837    1.0205386   0.96865356    1.0659588   -10.965879    211.58298   -10.965879    1291.0197    1280.0538 
     220         2200    384.51434    384.51434    384.51434 0.0051921963     56850937    1.0422706    1.0455622   0.99092702    1.0903226   -9.5674009    212.85479   -9.5674009    1298.7799    1289.2125 
     240         2400    384.17154    384.17154    384.17154 0.0052061081     56699020    1.0517797    1.0612761   0.99864788    1.0954152   -8.8490376    213.16795   -8.8490376    1300.6907    1291.8417 
     260         2600    384.58692    384.58692    384.58692 0.0051892572     56883137    1.0369195    1.0376782   0.98883337    1.0842469   -8.8252105     212.0011   -8.8252105     1293.571    1284.7458 
     280         2800    385.68556    385.68556    385.68556 0.0051450379     57372021    1.0075873    1.0065236   0.95967507    1.0565633    -9.012347    209.47448    -9.012347    1278.1543    1269.1419 
     300         3000    387.14997    387.14997    387.14997 0.0050868745     58028014   0.98166699   0.98059161   0.93382321    1.0305862   -8.2865738    206.39189   -8.2865738    1259.3451    1251.0585 
     320         3200     388.5398     388.5398     388.5398 0.0050324814     58655204    0.9617433   0.96288971   0.91447597    1.0078642   -8.1273436     204.5249   -8.1273436    1247.9533    1239.8259 
     340         3400     389.4772     389.4772     389.4772  0.004996232     59080768   0.96379706   0.96978427   0.91361437    1.0079925   -7.5687927    205.31712   -7.5687927    1252.7872    1245.2184 
     360         3600    389.95084    389.95084    389.95084 0.0049780489     59296570   0.97668322   0.98319887   0.92234557    1.0245052   -8.1798843    209.44799   -8.1798843    1277.9926    1269.8127 
     380         3800     390.1402     390.1402     390.1402 0.0049708037     59382998   0.99955546    1.0040621   0.93894925     1.055655   -7.3278891    213.30319   -7.3278891     1301.516    1294.1881 
     400         4000    390.29795    390.29795    390.29795 0.0049647791     59455057     1.000582   0.99930592   0.94924035    1.0531996   -8.8643367    215.23685   -8.8643367    1313.3146    1304.4503 
     420         4200    390.53009    390.53009    390.53009 0.0049559305     59561211    1.0059536    1.0050712    0.9521809    1.0606088   -8.1241425    214.95143   -8.1241425     1311.573    1303.4489 
     440         4400    390.91742    390.91742    390.91742  0.004941214     59738604   0.99339038   0.99839121   0.94468763    1.0370923   -8.8722996    213.53773   -8.8722996    1302.9471    1294.0748 
     460         4600    391.34602    391.34602    391.34602 0.0049249969     59935312   0.97806524   0.98271126   0.92588069    1.0256038    -9.101207    211.26114    -9.101207     1289.056    1279.9548 
     480         4800    391.56517    391.56517    391.56517 0.0049167324     60036056   0.96621281   0.96943896   0.91446275    1.0147367   -9.3641869    209.12183   -9.3641869    1276.0025    1266.6383 
     500         5000    391.27036    391.27036    391.27036 0.0049278547     59900554   0.96838376   0.96786964   0.91608667     1.021195   -8.8925151     207.9108   -8.8925151    1268.6131    1259.7206 
     520         5200    390.28068    390.28068    390.28068  0.004965438     59447168   0.97863163   0.97935973      0.93239    1.0241452   -9.0711261    208.32284   -9.0711261    1271.1273    1262.0561 
