run 10000
All restart file global fix info was re-assigned
Neighbor list info ...
  1 neighbor list requests
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 14
  ghost atom cutoff = 14
  binsize = 7 -> bins = 53 53 53
Memory usage per processor = 3.73406 Mbytes
Step Time Lx Ly Lz Density Volume Press Pxx Pyy Pzz PotEng Temp PotEng KinEng TotEng 
       0            0     366.2819     366.2819     366.2819 0.0060067888     49141269    1.0363126    1.0691046   0.97204946    1.0677836    -10.17539    183.63751    -10.17539    1120.5043    1110.3289 
      20          200    367.07075    367.07075    367.07075 0.0059681456     49459455    1.0280239    1.0544702   0.97258141    1.0570199   -9.5470687     182.4824   -9.5470687    1113.4562    1103.9091 
      40          400    368.15531    368.15531    368.15531 0.0059155555     49899156    1.0115519    1.0368918   0.96609414    1.0316699   -10.075862    181.67578   -10.075862    1108.5344    1098.4586 
      60          600    369.31074    369.31074    369.31074 0.0058602065     50370448    1.0002098    1.0212259   0.94431101    1.0350926   -10.595724    181.85923   -10.595724    1109.6538     1099.058 
      80          800    370.38208    370.38208    370.38208 0.0058095009     50810083    1.0114287    1.0344687   0.95738091    1.0424364   -9.3212134    183.56759   -9.3212134    1120.0777    1110.7565 
     100         1000    371.43313    371.43313    371.43313 0.0057603228     51243869    1.0058194    1.0348684   0.95815304    1.0244369    -11.00892    186.72305    -11.00892    1139.3314    1128.3225 
     120         1200     372.4159     372.4159     372.4159 0.0057148402     51651702    1.0151708    1.0504745   0.96798212    1.0270558   -9.5913961    187.96143   -9.5913961    1146.8877    1137.2963 
     140         1400    373.38459    373.38459    373.38459 0.0056704768     52055803   0.99633604    1.0212448   0.94974748    1.0180159   -10.850898    187.81816   -10.850898    1146.0135    1135.1626 
     160         1600    374.11544    374.11544    374.11544  0.005637309     52362080   0.97876868    0.9991519   0.93807132    0.9990828   -11.520061    186.61285   -11.520061     1138.659     1127.139 
     180         1800    374.40204    374.40204    374.40204  0.005624373     52482512   0.97196593   0.99330637   0.93532014   0.98727128   -11.887442    185.12402   -11.887442    1129.5746    1117.6872 
     200         2000    374.26686    374.26686    374.26686 0.0056304696     52425685   0.97698735   0.99406489   0.93171567    1.0051815   -11.113193    183.67368   -11.113193    1120.7251    1109.6119 
     220         2200    373.84294    373.84294    373.84294 0.0056496453     52247744   0.97014323   0.98634249   0.93264751   0.99143968   -11.896151    182.97308   -11.896151    1116.4502     1104.554 
     240         2400    373.14816    373.14816    373.14816 0.0056812619     51956982   0.96922924   0.99100396   0.93142963   0.98525412    -11.95472    182.78308    -11.95472    1115.2908    1103.3361 
     260         2600     372.2248     372.2248     372.2248 0.0057236465     51572232    0.9735284   0.99533132   0.93103485   0.99421903   -12.430959    183.17872   -12.430959    1117.7049     1105.274 
     280         2800    371.21992    371.21992    371.21992 0.0057702536     51155676    1.0023424    1.0189566   0.95249195    1.0355786   -10.279269    183.22368   -10.279269    1117.9793       1107.7 
     300         3000    370.45598    370.45598    370.45598  0.005806025     50840502   0.99064198    1.0132012   0.94631579    1.0124089    -13.00631    183.15384    -13.00631    1117.5531    1104.5468 
     320         3200    369.81728    369.81728    369.81728 0.0058361593     50577993   0.99476612    1.0257521   0.94298948    1.0155568   -12.518378    181.20501   -12.518378    1105.6619    1093.1436 
     340         3400    369.29167    369.29167    369.29167 0.0058611143     50362646    1.0015999    1.0262821   0.96388147    1.0146362   -11.540659     179.2306   -11.540659    1093.6146     1082.074 
     360         3600    368.88942    368.88942    368.88942 0.0058803088     50198253   0.99811043    1.0162025   0.96971575     1.008413   -11.517594    178.63079   -11.517594    1089.9547    1078.4371 
     380         3800    368.51248    368.51248    368.51248 0.0058983716     50044528   0.98591427    1.0060523   0.94308311    1.0086074   -13.403541    179.93372   -13.403541    1097.9049    1084.5013 
     400         4000    368.06851    368.06851    368.06851 0.0059197412     49863873    1.0139817    1.0367557   0.97255036     1.032639   -11.114534    182.07712   -11.114534    1110.9833    1099.8687 
     420         4200    367.80566    367.80566    367.80566 0.0059324423     49757117    1.0238456    1.0538133   0.97075897    1.0469644   -12.381531    185.30195   -12.381531    1130.6603    1118.2788 
     440         4400     367.9183     367.9183     367.9183 0.0059269948     49802848    1.0431775    1.0763316   0.98405132    1.0691496   -11.190726    187.12823   -11.190726    1141.8037     1130.613 
     460         4600    368.62258    368.62258    368.62258  0.005893088     50089397    1.0374127    1.0565664   0.98721923    1.0684526   -11.470713    187.40418   -11.470713    1143.4875    1132.0168 
     480         4800    369.87953    369.87953    369.87953 0.0058332128     50603541    1.0171651    1.0403829    0.9659629    1.0451497   -11.765064    186.03843   -11.765064    1135.1541     1123.389 
     500         5000    371.40374    371.40374    371.40374 0.0057616905     51231704    1.0086075    1.0268873   0.96695525    1.0319798   -9.0657058     183.2206   -9.0657058    1117.9604    1108.8947 
     520         5200    372.90875    372.90875    372.90875 0.0056922112     51857040   0.96787694   0.99118299   0.92181014   0.99063768   -10.171785    180.98453   -10.171785    1104.3166    1094.1448 
     540         5400    373.85595    373.85595    373.85595 0.0056490553     52253202   0.94356877   0.96255433   0.89904162   0.96911037   -10.173519    179.70979   -10.173519    1096.5385     1086.365 
     560         5600    373.93817    373.93817    373.93817 0.0056453299     52287684   0.94831807   0.96765955   0.90547671   0.97181795    -9.956452    180.74814    -9.956452    1102.8742    1092.9177 
     580         5800      373.296      373.296      373.296 0.0056745146     52018762   0.98378004    1.0088123   0.93618174    1.0063461   -9.1459602    184.60665   -9.1459602    1126.4178    1117.2718 
     600         6000    372.41771    372.41771    372.41771  0.005714757     51652454    1.0101884    1.0317437   0.95912991    1.0396916   -10.476077    189.25618   -10.476077    1154.7879    1144.3118 
     620         6200    371.71595    371.71595    371.71595 0.0057471847     51361012    1.0289546    1.0456332   0.97840876     1.062822   -10.871259    191.41639   -10.871259    1167.9688    1157.0976 
     640         6400    371.42699    371.42699    371.42699 0.0057606083     51241329    1.0280485    1.0538378   0.97859767    1.0517101   -11.496665    190.72885   -11.496665    1163.7737     1152.277 
     660         6600    371.55721    371.55721    371.55721 0.0057545537     51295242    1.0194363    1.0347852   0.97216356      1.05136   -10.562836    187.40075   -10.562836    1143.4666    1132.9037 
     680         6800    371.97699    371.97699    371.97699 0.0057350934     51469297   0.98961886    1.0017658   0.94172973     1.025361   -11.466494    183.98095   -11.466494    1122.5999    1111.1334 
     700         7000    372.32196    372.32196    372.32196 0.0057191668     51612628    0.9698526   0.98109019   0.92758504    1.0008826   -12.068315    181.93941   -12.068315     1110.143    1098.0747 
     720         7200    372.27725    372.27725    372.27725 0.0057212276     51594036   0.97278866   0.99049547   0.92850781   0.99936271    -11.67107    181.34437    -11.67107    1106.5122    1094.8412 
     740         7400     371.7661     371.7661     371.7661 0.0057448591     51381804   0.98500184    1.0081491   0.93425187    1.0126045   -11.596105    182.12196   -11.596105    1111.2569    1099.6608 
     760         7600    370.81015    370.81015    370.81015 0.0057894043     50986459    1.0069272    1.0271944   0.95444683    1.0391403   -11.368787    183.83502   -11.368787    1121.7095    1110.3407 
     780         7800    369.60649    369.60649    369.60649 0.0058461503     50491556    1.0267762    1.0410367   0.98039635    1.0588955   -11.182911     185.9101   -11.182911    1134.3711    1123.1881 
     800         8000    368.40508    368.40508    368.40508 0.0059035316     50000786    1.0300109    1.0487872   0.98231484    1.0589305   -12.674509    187.75911   -12.674509    1145.6532    1132.9787 
     820         8200    367.35754    367.35754    367.35754 0.0059541785     49575474    1.0477867    1.0593405    1.0001851    1.0838344   -11.390575     187.7109   -11.390575     1145.359    1133.9684 
     840         8400    366.75104    366.75104    366.75104 0.0059837669     49330335    1.0305824    1.0479127   0.99086825    1.0529663   -12.615562     185.2701   -12.615562    1130.4659    1117.8504 
     860         8600    366.49418    366.49418    366.49418 0.0059963569     49226760    1.0134377    1.0328017   0.97719265    1.0303186   -12.433741    180.85177   -12.433741    1103.5065    1091.0728 
     880         8800     366.4218     366.4218     366.4218 0.0059999111     49197600     1.011087    1.0258185   0.96555887    1.0418838   -11.424924    178.42162   -11.424924    1088.6785    1077.2535 
     900         9000      366.489      366.489      366.489 0.0059966113     49224672   0.99925297    1.0143233   0.96763713    1.0157985   -12.398751    178.52285   -12.398751    1089.2961    1076.8973 
     920         9200    366.59282    366.59282    366.59282 0.0059915181     49266516   0.99899725    1.0114567   0.96829899     1.017236   -12.492169    179.87479   -12.492169    1097.5453    1085.0531 
     940         9400    366.72551    366.72551    366.72551 0.0059850169     49320032    1.0124205    1.0209363   0.97736928    1.0389559   -12.059655    181.89714   -12.059655    1109.8851    1097.8254 
     960         9600     367.0872     367.0872     367.0872 0.0059673433     49466104    1.0269322    1.0327421    1.0007095     1.047345   -11.410265    183.66347   -11.410265    1120.6627    1109.2525 
     980         9800    367.90664    367.90664    367.90664 0.0059275583     49798114    1.0229482    1.0290285    1.0042586    1.0355574   -11.657751    184.56923   -11.657751    1126.1894    1114.5316 
    1000        10000    369.15667    369.15667    369.15667 0.0058675469     50307433    1.0060301    1.0240087   0.97375504    1.0203267   -12.632492    184.56054   -12.632492    1126.1364    1113.5039 
    1020        10200    370.61596    370.61596    370.61596 0.0057985094     50906398    1.0078687    1.0180826   0.98580863    1.0197148     -10.6113    183.49027     -10.6113    1119.6059    1108.9946 
    1040        10400    372.15023    372.15023    372.15023 0.0057270879     51541243   0.98551395    1.0052928   0.95521748   0.99603153   -11.375868    182.84392   -11.375868     1115.662    1104.2862 
    1060        10600     373.4162     373.4162     373.4162 0.0056690367     52069027   0.96822911   0.98103324   0.93771508   0.98593901   -11.538409     182.7265   -11.538409    1114.9456    1103.4072 
    1080        10800    374.16013    374.16013    374.16013 0.0056352893     52380847   0.96399039    0.9768475   0.93563422   0.97948945   -11.541191    183.63723   -11.541191    1120.5027    1108.9615 
    1100        11000    374.35641    374.35641    374.35641 0.0056264297     52463327   0.97508477   0.98624236   0.95032113   0.98869083   -11.645998    185.69631   -11.645998    1133.0665    1121.4206 
    1120        11200    374.21468    374.21468    374.21468 0.0056328253     52403760    1.0101733    1.0195164   0.97684204    1.0341616   -9.3227049    188.19704   -9.3227049    1148.3253    1139.0026 
    1140        11400    374.14297    374.14297    374.14297 0.0056360644     52373643    1.0148999    1.0359824   0.98514826    1.0235692   -11.223145    191.59556   -11.223145    1169.0621     1157.839 
    1160        11600    374.31304    374.31304    374.31304 0.0056283857     52445096    1.0235142    1.0486731   0.98595225    1.0359171   -11.091205     193.8348   -11.091205    1182.7253    1171.6341 
    1180        11800    374.87447    374.87447    374.87447 0.0056031356     52681435    1.0130632    1.0321309   0.97189945    1.0351593   -11.090244    193.58962   -11.090244    1181.2293    1170.1391 
    1200        12000    375.72666    375.72666    375.72666 0.0055650963     53041531     0.981507   0.99758011   0.94731477   0.99962613   -10.709191    189.06035   -10.709191     1153.593    1142.8838 
