run 10000
All restart file global fix info was re-assigned
Neighbor list info ...
  1 neighbor list requests
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 14
  ghost atom cutoff = 14
  binsize = 7 -> bins = 53 53 53
Memory usage per processor = 3.73421 Mbytes
Step Time Lx Ly Lz Density Volume Press Pxx Pyy Pzz PotEng Temp PotEng KinEng TotEng 
       0            0    370.84552    370.84552    370.84552 0.0057877483     51001047   0.97485482   0.98784907   0.91910155    1.0176138   -9.5155206    179.62119   -9.5155206    1095.9979    1086.4823 
      20          200    370.62103    370.62103    370.62103 0.0057982715     50908486   0.98930412   0.99992835   0.93906228    1.0289217   -10.181539    182.62339   -10.181539    1114.3165    1104.1349 
      40          400    370.31857    370.31857    370.31857 0.0058124904     50783951    1.0035281    1.0116299   0.94869132     1.050263    -10.59407    184.70983    -10.59407    1127.0473    1116.4532 
      60          600     370.1452     370.1452     370.1452 0.0058206619     50712656    1.0200466     1.028128   0.96285737    1.0691543   -9.8516976    185.41331   -9.8516976    1131.3398    1121.4881 
      80          800    370.25549    370.25549    370.25549 0.0058154618     50758002    1.0159321    1.0249547   0.96622594    1.0566157   -10.288724    185.18583   -10.288724    1129.9517     1119.663 
     100         1000    370.50578    370.50578    370.50578 0.0058036841     50861009    1.0023409    1.0227614   0.94788776    1.0363736   -10.863887    184.20341   -10.863887    1123.9573    1113.0934 
     120         1200    370.68294    370.68294    370.68294 0.0057953669     50934001   0.98980181    1.0054459   0.93286798    1.0310916    -11.16197    182.85821    -11.16197    1115.7492    1104.5873 
     140         1400    370.67744    370.67744    370.67744  0.005795625     50931733   0.98390108    1.0018719   0.92789267    1.0219387   -11.091716    181.51837   -11.091716     1107.574    1096.4823 
     160         1600    370.48534    370.48534    370.48534 0.0058046447     50852591   0.98475217     1.003603   0.93205984    1.0185937   -10.737668    180.41057   -10.737668    1100.8144    1090.0768 
     180         1800     370.1465     370.1465     370.1465 0.0058206002     50713193   0.98137262   0.99137456   0.93644535     1.016298   -11.080346    179.75713   -11.080346    1096.8274     1085.747 
     200         2000    369.62083    369.62083    369.62083 0.0058454698     50497434    0.9805929   0.98997706   0.92999254    1.0218091   -11.669164    179.60175   -11.669164    1095.8792    1084.2101 
     220         2200    368.89787    368.89787    368.89787 0.0058799045     50201704    1.0028771    1.0116861   0.95482963    1.0421156   -10.637247    180.02701   -10.637247    1098.4741    1087.8368 
     240         2400    368.24389    368.24389    368.24389 0.0059112876     49935182    1.0208683    1.0467902    0.9680609    1.0477539   -11.272318    181.74148   -11.272318    1108.9353     1097.663 
     260         2600    367.96067    367.96067    367.96067 0.0059249475     49820057    1.0431888    1.0589926   0.99461642    1.0759574   -10.102133    183.64936   -10.102133    1120.5766    1110.4745 
     280         2800    368.26246    368.26246    368.26246 0.0059103934     49942737    1.0355055    1.0385147   0.98584254    1.0821593    -10.84756    185.39443    -10.84756    1131.2245     1120.377 
     300         3000    369.09365    369.09365    369.09365 0.0058705528     50281674    1.0222065    1.0406325   0.96596167    1.0600254   -10.422181     185.8306   -10.422181     1133.886    1123.4638 
     320         3200    370.29443    370.29443    370.29443 0.0058136274     50774018    1.0023689    1.0146311    0.9486138    1.0438618   -10.255145    185.16899   -10.255145     1129.849    1119.5939 
     340         3400    371.57548    371.57548    371.57548 0.0057537047     51302811   0.99023503    1.0001705   0.93599805    1.0345366   -9.4390586    183.68403   -9.4390586    1120.7882    1111.3491 
     360         3600    372.71554    372.71554    372.71554 0.0057010681     51776478   0.97756486   0.98712901   0.92242613    1.0231394   -9.0704252    182.10647   -9.0704252    1111.1623    1102.0919 
     380         3800    373.49708    373.49708    373.49708 0.0056653544     52102870   0.96265822   0.97541576   0.91095249    1.0016064   -9.8423124    181.19005   -9.8423124    1105.5706    1095.7283 
     400         4000    373.74982    373.74982    373.74982  0.005653869     52208714    0.9695115   0.97115401   0.90935478    1.0280257   -8.5669595    180.99244   -8.5669595    1104.3648    1095.7979 
     420         4200    373.50421    373.50421    373.50421 0.0056650302     52105852   0.96722057   0.97759614   0.91977527    1.0042903   -10.244511    182.69885   -10.244511    1114.7769    1104.5324 
     440         4400    372.77243    372.77243    372.77243 0.0056984585     51800188   0.99322328   0.99925759   0.95190544    1.0285068   -9.3829729    185.25062   -9.3829729    1130.3471    1120.9641 
     460         4600    371.85074    371.85074    371.85074 0.0057409369     51416908    1.0141945     1.020524   0.96712545    1.0549339   -9.4634129    188.03631   -9.4634129    1147.3446    1137.8812 
     480         4800    371.01142    371.01142    371.01142 0.0057799877     51069525    1.0214491    1.0297789   0.97092395    1.0636445   -10.218998    189.54166   -10.218998    1156.5298    1146.3108 
