run 10000
All restart file global fix info was re-assigned
Neighbor list info ...
  1 neighbor list requests
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 14
  ghost atom cutoff = 14
  binsize = 7 -> bins = 7 7 7
Memory usage per processor = 3.6289 Mbytes
Step Time Lx Ly Lz Density Volume Press Pxx Pyy Pzz PotEng Temp PotEng KinEng TotEng 
       0            0    46.416058    46.416058    46.416058    2.9517799    100001.09    82.502732    96.399031    73.286722    77.822443   -4901.9422    83.558766   -4901.9422    509.85204   -4392.0901 
      20          200     46.47698     46.47698     46.47698    2.9401874    100395.38   -21.937429    -46.39837    -3.133509   -16.280407   -4900.7194    82.610543   -4900.7194    504.06625   -4396.6532 
      40          400    46.476374    46.476374    46.476374    2.9403025    100391.45   -45.488246   -75.284457   -57.738658   -3.4416231    -4909.371    83.788185    -4909.371    511.25189   -4398.1191 
      60          600     46.41873     46.41873     46.41873    2.9512702    100018.37     84.12564    97.226451    43.249845    111.90062   -4901.1066    82.603917   -4901.1066    504.02582   -4397.0808 
      80          800    46.492912    46.492912    46.492912     2.937166    100498.65   -50.472483   -31.891035   -66.851442   -52.674973   -4902.7986    84.145161   -4902.7986    513.43006   -4389.3685 
     100         1000    46.487301    46.487301    46.487301    2.9382296    100462.27 -0.053610843    23.277054   0.32683669   -23.764724   -4893.3908    84.516066   -4893.3908    515.69322   -4377.6975 
     120         1200     46.51482     46.51482     46.51482    2.9330177    100640.79    21.313915    3.9514481   -4.4890468    64.479344    -4872.849     82.89929    -4872.849    505.82811   -4367.0209 
     140         1400    46.522303    46.522303    46.522303    2.9316026    100689.37    -23.28427   -13.326502    -85.23544    28.709134   -4883.7933    85.904595   -4883.7933    524.16563   -4359.6277 
     160         1600    46.499868    46.499868    46.499868    2.9358481    100543.77    34.936576    11.858587    39.980507    52.970634   -4877.8045    85.386052   -4877.8045    521.00162   -4356.8029 
     180         1800    46.492702    46.492702    46.492702    2.9372058    100497.29    18.621391   -4.9317055    81.904912   -21.109033   -4886.0188    86.767961   -4886.0188    529.43365   -4356.5852 
     200         2000     46.58737     46.58737     46.58737    2.9193365    101112.44   -88.906663   -115.35849   -89.795473   -61.566031   -4870.5457    84.045079   -4870.5457    512.81938   -4357.7263 
     220         2200    46.427437    46.427437    46.427437    2.9496101    100074.66    129.55215    108.49996    93.124776    187.03172   -4885.6358    86.152885   -4885.6358    525.68063   -4359.9551 
     240         2400     46.57592     46.57592     46.57592      2.92149     101037.9   -80.458006   -85.375966   -115.02463   -40.973422    -4871.912    83.532786    -4871.912    509.69352   -4362.2185 
     260         2600    46.471232    46.471232    46.471232    2.9412787    100358.13    57.540788    76.798306    27.772647    68.051412   -4884.7288    84.949719   -4884.7288    518.33924   -4366.3895 
     280         2800    46.509369    46.509369    46.509369    2.9340491    100605.41   -36.080398   -11.073147   -34.462884   -62.705164   -4893.5642    85.767823   -4893.5642    523.33109   -4370.2331 
     300         3000    46.518692    46.518692    46.518692    2.9322855    100665.92   -3.6712745    25.360461   -37.859898    1.4856135   -4878.2945    82.160196   -4878.2945    501.31836   -4376.9762 
     320         3200    46.444352    46.444352    46.444352    2.9463885    100184.08    54.003762    84.604404   -44.831374    122.23826   -4897.3916    84.421489   -4897.3916    515.11613   -4382.2754 
     340         3400    46.520972    46.520972    46.520972    2.9318543    100680.73   -91.392385   -102.08261   -94.627055   -77.467485   -4901.3933    84.521751   -4901.3933     515.7279   -4385.6654 
     360         3600    46.400312    46.400312    46.400312     2.954786    99899.357     104.5049    72.145681    123.49953    117.86949    -4906.263    84.261975    -4906.263    514.14282   -4392.1201 
     380         3800    46.494141    46.494141    46.494141     2.936933    100506.62   -60.503918    -83.17147   -78.540138   -19.800144   -4904.7106    82.981811   -4904.7106    506.33163   -4398.3789 
     400         4000    46.471071    46.471071    46.471071    2.9413092    100357.09    8.2380188    31.160673   -51.897098    45.450481   -4894.7228    80.568968   -4894.7228    491.60914   -4403.1137 
     420         4200    46.423089    46.423089    46.423089    2.9504389    100046.55    40.922868    57.079636    24.758761    40.930207   -4911.7784    83.691307   -4911.7784    510.66077   -4401.1176 
     440         4400    46.502432    46.502432    46.502432    2.9353624     100560.4    -72.47178    -62.45587   -53.945315   -101.01415   -4904.3393    83.950868   -4904.3393    512.24453   -4392.0947 
     460         4600    46.416516    46.416516    46.416516    2.9516926    100004.05    103.17614    84.402457    94.658249    130.46772   -4898.2462    84.772473   -4898.2462    517.25774   -4380.9885 
     480         4800    46.553927    46.553927    46.553927    2.9256325    100894.84   -70.950878   -89.704252   -71.978786   -51.169597    -4879.645    83.297519    -4879.645    508.25799    -4371.387 
     500         5000    46.514249    46.514249    46.514249    2.9331258    100637.08    12.554091   -15.616275    14.847669    38.430878   -4878.7074    84.131458   -4878.7074    513.34645    -4365.361 
     520         5200    46.480866    46.480866    46.480866    2.9394502    100420.56    59.562824    53.706537      29.6028    95.379136   -4881.5648    85.295861   -4881.5648     520.4513   -4361.1135 
     540         5400    46.572361    46.572361    46.572361    2.9221597    101014.75   -75.900222     -77.0013   -91.231332   -59.468034    -4873.402    84.468677    -4873.402    515.40406   -4357.9979 
     560         5600    46.476113    46.476113    46.476113    2.9403521    100389.75    85.765525    62.614905    76.311258    118.37041   -4877.2186    85.410407   -4877.2186    521.15023   -4356.0684 
     580         5800    46.579896    46.579896    46.579896    2.9207419    101063.78   -83.615938   -88.134008     -94.0919   -68.621906   -4873.5275    85.352259   -4873.5275    520.79543   -4352.7321 
     600         6000    46.480386    46.480386    46.480386    2.9395412    100417.45    76.289335    30.817846    107.33631     90.71385   -4876.8803    86.013901   -4876.8803    524.83258   -4352.0477 
     620         6200    46.557887    46.557887    46.557887     2.924886    100920.59   -27.014836   -59.351779   -14.412432   -7.2802968   -4866.6266    84.441879   -4866.6266    515.24055   -4351.3861 
     640         6400    46.557113    46.557113    46.557113    2.9250319    100915.56   -21.786377   -44.922913   -40.044068    19.607851   -4866.5348    84.624551   -4866.5348    516.35516   -4350.1796 
     660         6600    46.516872    46.516872    46.516872    2.9326296    100654.11    20.132526    20.514246    -11.88346    51.766792   -4875.1381    86.558448   -4875.1381    528.15525   -4346.9829 
     680         6800    46.493857    46.493857    46.493857    2.9369868    100504.78    5.6484163    11.094485   -14.016754    19.867518   -4892.4845    89.710699   -4892.4845     547.3894   -4345.0951 
     700         7000    46.539262    46.539262    46.539262     2.928399    100799.52 -0.007836087   -53.951524    28.477941    25.450075   -4869.2965     84.78244   -4869.2965    517.31855   -4351.9779 
     720         7200    46.574881    46.574881    46.574881    2.9216856    101031.14   -50.224204   -98.196894   -46.973058   -5.5026601   -4866.5947    83.088385   -4866.5947    506.98191   -4359.6128 
     740         7400    46.457826    46.457826    46.457826    2.9438255     100271.3    81.725848    39.626639    64.552696    140.99821      -4885.3    85.159955      -4885.3    519.62204    -4365.678 
     760         7600    46.502799    46.502799    46.502799    2.9352929    100562.78   -6.3823173   -19.933239    -3.787122    4.5734091   -4888.0607    84.645371   -4888.0607     516.4822   -4371.5785 
     780         7800    46.523814    46.523814    46.523814    2.9313171    100699.18   -76.397235   -84.436407   -62.879001   -81.876297   -4897.8934    85.493554   -4897.8934    521.65757   -4376.2358 
     800         8000     46.43321     46.43321     46.43321    2.9485099       100112    109.21492    109.93287    107.27334    110.43855   -4888.3847    83.070695   -4888.3847    506.87397   -4381.5107 
     820         8200    46.553219    46.553219    46.553219    2.9257659    100890.24     -65.5017   -84.489348   -66.498053   -45.517698   -4878.9603      81.4683   -4878.9603     497.0966   -4381.8637 
     840         8400     46.46116     46.46116     46.46116     2.943192    100292.89    14.833196   -2.1432079   -14.217545    60.860341   -4904.2997    86.255672   -4904.2997     526.3078   -4377.9919 
     860         8600    46.495529    46.495529    46.495529      2.93667    100515.63    10.350816   -34.102943    2.5675363    62.587854   -4886.4862    84.227757   -4886.4862    513.93404   -4372.5521 
     880         8800    46.513231    46.513231    46.513231    2.9333184    100630.48   -13.090208   -56.194646  -0.51541963     17.43944   -4885.3067    85.491147   -4885.3067    521.64289   -4363.6638 
     900         9000    46.528356    46.528356    46.528356    2.9304587    100728.68   -8.9007473   -15.912838   -11.862746    1.0733426   -4878.6286    86.523611   -4878.6286    527.94269   -4350.6859 
     920         9200    46.570129    46.570129    46.570129      2.92258    101000.22   -14.927701    -61.41612    32.179873   -15.546855   -4859.5503    85.020736   -4859.5503    518.77257   -4340.7777 
