run 10000
All restart file global fix info was re-assigned
Neighbor list info ...
  1 neighbor list requests
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 14
  ghost atom cutoff = 14
  binsize = 7 -> bins = 55 55 55
Memory usage per processor = 3.75736 Mbytes
Step Time Lx Ly Lz Density Volume Press Pxx Pyy Pzz PotEng Temp PotEng KinEng TotEng 
       0            0    384.42685    384.42685    384.42685 0.0051957424     56812137   0.98830251   0.98368565   0.98834959    0.9928723   -9.7114531    203.21756   -9.7114531    1239.9763    1230.2648 
      20          200     383.5643     383.5643     383.5643 0.0052308733     56430582   0.99678588   0.99785747   0.99507617   0.99742399   -9.6512897    202.84668   -9.6512897    1237.7133     1228.062 
      40          400    382.85135    382.85135    382.85135 0.0052601505     56116498    1.0142543    1.0148346    1.0187275    1.0092007   -8.4889429    203.02461   -8.4889429     1238.799      1230.31 
      60          600    382.44017    382.44017    382.44017 0.0052771354     55935883    1.0104628    1.0029112    1.0197206    1.0087567   -9.9959417    203.69492   -9.9959417     1242.889     1232.893 
      80          800    382.27743    382.27743    382.27743 0.0052838777     55864507    1.0158225    1.0130648    1.0200043    1.0143982   -9.3357184    203.85613   -9.3357184    1243.8727    1234.5369 
     100         1000    382.35819    382.35819    382.35819 0.0052805304     55899920    1.0126495    1.0063129    1.0129739    1.0186615     -9.44963    203.93536     -9.44963    1244.3561    1234.9065 
     120         1200    382.60139    382.60139    382.60139 0.0052704672     56006652    1.0125672    1.0058471    1.0161437    1.0157108   -8.5959652    203.73943   -8.5959652    1243.1606    1234.5646 
     140         1400    382.94222    382.94222    382.94222 0.0052564068     56156465    1.0021111   0.99569381    1.0062864     1.004353   -9.2418281    203.85768   -9.2418281    1243.8821    1234.6403 
     160         1600    383.25116    383.25116    383.25116 0.0052437056     56292486    1.0013804   0.99733244     1.001387    1.0054219   -9.0044082    204.25289   -9.0044082    1246.2936    1237.2892 
     180         1800    383.51145    383.51145    383.51145 0.0052330362     56407259    1.0139277    1.0218732    1.0094412    1.0104686   -7.9561692    205.23332   -7.9561692    1252.2759    1244.3197 
     200         2000    383.88384    383.88384    383.88384 0.0052178216     56571735    1.0192846    1.0221927    1.0161206    1.0195404   -7.6728631    206.81905   -7.6728631    1261.9516    1254.2787 
     220         2200    384.36616    384.36616    384.36616 0.0051982037     56785236    1.0151317    1.0210843    1.0102175    1.0140933   -8.0947161    208.25024   -8.0947161    1270.6843    1262.5896 
     240         2400    384.86965    384.86965    384.86965 0.0051778296     57008679    1.0113156    1.0111168    1.0102872    1.0125429   -8.1818572    208.60019   -8.1818572    1272.8196    1264.6377 
     260         2600     385.3715     385.3715     385.3715 0.0051576272     57231982     1.004028    1.0016125    1.0045806    1.0058908   -8.1802032    207.51272   -8.1802032    1266.1841    1258.0039 
     280         2800    385.81094    385.81094    385.81094 0.0051400235     57427992   0.99489604    1.0071908   0.98198364   0.99551366   -7.6674713    204.93152   -7.6674713    1250.4344    1242.7669 
     300         3000    386.08771    386.08771    386.08771 0.0051289777     57551668    0.9741568   0.97473228   0.96606457   0.98167355   -8.4531773    201.91157   -8.4531773    1232.0075    1223.5543 
     320         3200    385.96868    385.96868    385.96868  0.005133724     57498460   0.96363202   0.95871338    0.9650661   0.96711657   -8.3297925    199.60282   -8.3297925    1217.9201    1209.5903 
     340         3400    385.31321    385.31321    385.31321 0.0051599683     57206016   0.96131455   0.95765672   0.96246383    0.9638231   -8.8163579    199.25174   -8.8163579     1215.778    1206.9616 
     360         3600    384.11379    384.11379    384.11379 0.0052084566     56673454   0.97610263   0.97215108   0.97407841   0.98207841   -9.1150768    200.86158   -9.1150768    1225.6007    1216.4857 
     380         3800    382.63293    382.63293    382.63293 0.0052691637     56020507     1.011554    1.0050616    1.0130317    1.0165686   -8.6225525    204.01116   -8.6225525    1244.8186     1236.196 
     400         4000       381.43       381.43       381.43 0.0053191738     55493811    1.0469861    1.0459018    1.0515762    1.0434804   -8.6830678    208.22112   -8.6830678    1270.5066    1261.8236 
     420         4200    380.99173    380.99173    380.99173 0.0053375517     55302738    1.0662278     1.060062    1.0789709    1.0596503   -9.1543418    211.96201   -9.1543418    1293.3324    1284.1781 
     440         4400    381.52006    381.52006    381.52006 0.0053154078     55533129    1.0618473    1.0560497    1.0696723    1.0598201   -9.6020873    213.11452   -9.6020873    1300.3647    1290.7627 
