run 20000
All restart file global fix info was re-assigned
Neighbor list info ...
  1 neighbor list requests
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 14
  ghost atom cutoff = 14
  binsize = 7 -> bins = 58 58 58
Memory usage per processor = 3.80327 Mbytes
Step Time Lx Ly Lz Density Volume Press Pxx Pyy Pzz PotEng Temp PotEng KinEng TotEng 
       0            0    403.94905    403.94905    403.94905 0.0044782563     65914322   0.99528538    0.9781434    1.0080884   0.99962428   -7.3864738    235.35386   -7.3864738    1436.0629    1428.6764 
      50          500    406.75113    406.75113    406.75113 0.0043863413     67295545    1.0352547    1.0192274    1.0347949    1.0517418   -8.3346334    251.84283   -8.3346334     1536.674    1528.3394 
     100         1000    411.86523    411.86523    411.86523 0.0042249671     69865923    1.0692814    1.0513124    1.0690215    1.0875103   -7.1912699    268.31257   -7.1912699    1637.1677    1629.9764 
     150         1500    417.79696    417.79696    417.79696 0.0040475564     72928255    1.0678999    1.0547404    1.0652722     1.083687   -6.9738751    279.69504   -6.9738751    1706.6203    1699.6464 
     200         2000    424.06798    424.06798    424.06798 0.0038706356     76261694    1.0276751    1.0123744    1.0261579    1.0444929   -6.0964673    282.96006   -6.0964673    1726.5426    1720.4461 
     250         2500    428.71988    428.71988    428.71988 0.0037460007     78799031    1.0023389   0.98276593   0.99418195    1.0300688   -4.3159517    281.80115   -4.3159517    1719.4712    1715.1553 
     300         3000    430.43749    430.43749    430.43749 0.0037013355     79749923   0.97766222   0.96280797   0.97787042   0.99230826   -6.9128227    281.49648   -6.9128227    1717.6122    1710.6994 
     350         3500    429.83582    429.83582    429.83582 0.0037169003     79415965   0.98639254    0.9671429    0.9850156    1.0070191   -7.6306336    280.93964   -7.6306336    1714.2145    1706.5839 
     400         4000    428.15511    428.15511    428.15511 0.0037608443     78488021   0.98509435   0.96958439   0.98186157    1.0038371   -7.9753581    279.63051   -7.9753581    1706.2266    1698.2512 
     450         4500    425.69583    425.69583    425.69583 0.0038264016     77143293    1.0075971   0.99101817    1.0081544    1.0236188   -7.5699021    279.00869   -7.5699021    1702.4324    1694.8625 
     500         5000    424.25742    424.25742    424.25742 0.0038654529     76363943    1.0097286   0.99664539    1.0017701    1.0307703   -6.9046492    278.18321   -6.9046492    1697.3955    1690.4909 
     550         5500    424.04064    424.04064    424.04064 0.0038713843     76246946    1.0134434   0.99941032    1.0036309    1.0372891   -6.0974582    278.64034   -6.0974582    1700.1849    1694.0874 
     600         6000    425.41202    425.41202    425.41202  0.003834065     76989103    1.0140106    1.0006365    1.0044376    1.0369578   -6.9863386    281.58349   -6.9863386    1718.1431    1711.1568 
     650         6500    429.56709    429.56709    429.56709 0.0037238804     79267106   0.98952147   0.97732405   0.98105382    1.0101865   -8.2324827    282.88247   -8.2324827    1726.0691    1717.8366 
     700         7000    434.10042    434.10042    434.10042 0.0036084286     81803259   0.97075497   0.95958968   0.95997743   0.99269781    -6.671817     282.9493    -6.671817    1726.4769    1719.8051 
     750         7500     435.0546     435.0546     435.0546  0.003584738     82343877   0.96780451   0.95908845   0.96063188   0.98369321   -6.9871624      287.766   -6.9871624     1755.867    1748.8799 
     800         8000    432.76078    432.76078    432.76078 0.0036420428     81048259   0.98026012    0.9690251   0.97617192   0.99558334   -4.5124154    283.74303   -4.5124154      1731.32    1726.8076 
     850         8500    428.50533    428.50533    428.50533 0.0037516304     78680784   0.98303997   0.96472939   0.97883696    1.0055536   -5.1471247    278.16705   -5.1471247     1697.297    1692.1498 
     900         9000    425.25674    425.25674    425.25674 0.0038382663     76904832    1.0106661   0.99285149    1.0064661    1.0326809   -6.2066349    280.03532   -6.2066349    1708.6966    1702.4899 
     950         9500    424.76995    424.76995    424.76995 0.0038514776     76641033    1.0132708    1.0007959    1.0050244    1.0339922   -6.4689862     278.3414   -6.4689862    1698.3608    1691.8918 
    1000        10000    425.50192    425.50192    425.50192 0.0038316352     77037924   0.99498258   0.97888197   0.99019013    1.0158756   -6.4528173    275.99716   -6.4528173    1684.0569    1677.6041 
    1050        10500     426.2358     426.2358     426.2358 0.0038118778     77437221    1.0130746    1.0006929    1.0057719    1.0327591   -5.5653905    282.05149   -5.5653905    1720.9987    1715.4333 
    1100        11000    428.65541    428.65541    428.65541 0.0037476913     78763485    1.0063684   0.99173755   0.99834419    1.0290236   -5.1075468    285.16838   -5.1075468    1740.0171    1734.9095 
    1150        11500    431.91943    431.91943    431.91943 0.0036633677     80576465   0.96372083    0.9474876   0.96283637   0.98083852   -4.9914665    277.92264   -4.9914665    1695.8056    1690.8142 
    1200        12000    431.32502    431.32502    431.32502 0.0036785341     80244253   0.94648873    0.9374772   0.93976426   0.96222473     -5.08394    273.66882     -5.08394      1669.85    1664.7661 
    1250        12500    425.01169    425.01169    425.01169 0.0038449095     76771957    1.0293312     1.020565    1.0218897    1.0455389   -4.6391815    283.41976   -4.6391815    1729.3475    1724.7083 
    1300        13000    422.90875    422.90875    422.90875 0.0039025522     75637995    1.0541886    1.0359896    1.0436632    1.0829129   -4.4632633    284.54382   -4.4632633    1736.2062     1731.743 
    1350        13500    424.82556    424.82556    424.82556 0.0038499654     76671137   0.98825991   0.97510704   0.98332021    1.0063525   -4.7597455    272.26482   -4.7597455    1661.2832    1656.5234 
    1400        14000    425.23834    425.23834    425.23834 0.0038387645     76894850   0.99717214   0.98409561    0.9913445    1.0160763   -4.8615568    275.63658   -4.8615568    1681.8567    1676.9951 
    1450        14500    425.50441    425.50441    425.50441 0.0038315679     77039277    1.0216041     1.009697    1.0116634     1.043452   -5.4192107    283.67155   -5.4192107    1730.8839    1725.4647 
    1500        15000    427.75495    427.75495    427.75495 0.0037714086     78268163   0.99712736   0.98869909   0.98517048    1.0175125   -4.7734211    279.93003   -4.7734211    1708.0541    1703.2807 
    1550        15500     429.8186     429.8186     429.8186 0.0037173471     79406420   0.97573108   0.97082798   0.96105547   0.99530979   -4.6302924    277.26098   -4.6302924    1691.7684    1687.1381 
    1600        16000    429.61312    429.61312    429.61312 0.0037226834     79292593   0.99782417   0.99119868   0.98750585     1.014768   -6.5229979      283.363   -6.5229979    1729.0011    1722.4782 
    1650        16500    428.91913    428.91913    428.91913 0.0037407827     78908948     1.033389    1.0303335    1.0177813    1.0520522    -6.670462    293.39216    -6.670462    1790.1963    1783.5258 
    1700        17000    431.75512    431.75512    431.75512 0.0036675517     80484545   0.96295502    0.9535397   0.95446919   0.98085616   -6.2288471    279.92964   -6.2288471    1708.0518    1701.8229 
    1750        17500    432.91643    432.91643    432.91643 0.0036381158     81135741   0.93509788     0.930592   0.92234627   0.95235536   -6.2186726    272.70719   -6.2186726    1663.9824    1657.7637 
    1800        18000    427.73644    427.73644    427.73644 0.0037718985     78257999    1.0162757    1.0035396     1.006405    1.0388824    -6.512813    285.78649    -6.512813    1743.7886    1737.2758 
    1850        18500     424.8339     424.8339     424.8339 0.0038497384     76675657    1.0401129    1.0324669    1.0285745    1.0592973   -5.2795143    285.61582   -5.2795143    1742.7472    1737.4677 
    1900        19000    425.54722    425.54722    425.54722 0.0038304118     77062531   0.98792375   0.97602253   0.97632464    1.0114241    -5.643707    274.83684    -5.643707    1676.9769    1671.3332 
    1950        19500     425.6897     425.6897     425.6897 0.0038265668     77139965    1.0088677    1.0057895   0.99635098    1.0244627   -4.3722368    277.07178   -4.3722368    1690.6139    1686.2417 
    2000        20000    426.33455    426.33455    426.33455 0.0038092294     77491060    1.0211559    1.0008174    1.0187974    1.0438528     -4.85783    281.84168     -4.85783    1719.7185    1714.8607 
    2050        20500    429.28409    429.28409    429.28409 0.0037312499     79110547   0.98802989   0.97068518   0.98394772    1.0094568   -5.6363267    280.68683   -5.6363267    1712.6719    1707.0356 
    2100        21000    433.66761    433.66761    433.66761 0.0036192433     81558823   0.96767362   0.96723486   0.94884461   0.98694138   -2.4021003    279.90336   -2.4021003    1707.8914    1705.4893 
    2150        21500    436.62171    436.62171    436.62171 0.0035462778     83236915   0.95861352   0.94238331   0.95218044   0.98127682   -4.3152447    287.22716   -4.3152447    1752.5792    1748.2639 
    2200        22000    435.74055    435.74055    435.74055 0.0035678352     82733985    0.9591267   0.94247618   0.95491337   0.97999055   -5.0222012    285.00073   -5.0222012    1738.9941    1733.9719 
    2250        22500    428.90337    428.90337    428.90337 0.0037411952     78900247   0.99943194   0.98471032   0.98979877    1.0237867   -5.9589259     282.9648   -5.9589259    1726.5715    1720.6126 
    2300        23000    424.59948    424.59948    424.59948 0.0038561184     76548798    1.0249075    1.0077164    1.0213961      1.04561   -4.6116386    282.39503   -4.6116386    1723.0949    1718.4832 
    2350        23500    424.09989    424.09989    424.09989  0.003869762     76278908     1.012381   0.99699447    1.0092487    1.0308999   -3.5105402    277.68983   -3.5105402    1694.3851    1690.8745 
    2400        24000     424.9037     424.9037     424.9037 0.0038478416     76713455      1.00264   0.98526346   0.99858967     1.024067   -3.6491606    276.21864   -3.6491606    1685.4083    1681.7591 
    2450        24500    426.50789    426.50789    426.50789  0.003804587     77585615    1.0269539    1.0142538    1.0239609    1.0426468   -3.2781029    285.00597   -3.2781029    1739.0261     1735.748 
    2500        25000    430.74607    430.74607    430.74607 0.0036933866     79921561   0.99012966   0.97299311   0.98756545    1.0098304   -4.6468366    284.97113   -4.6468366    1738.8135    1734.1667 
    2550        25500    433.85705    433.85705    433.85705 0.0036145042     81665757   0.95393933   0.92899003   0.94259339   0.99023455    -3.426387    277.59027    -3.426387    1693.7776    1690.3512 
    2600        26000    431.90393    431.90393    431.90393 0.0036637621     80567792   0.96773848   0.94873289   0.96637319   0.98810937   -5.3150719     280.8301   -5.3150719    1713.5461     1708.231 
    2650        26500    428.65432    428.65432    428.65432 0.0037477198     78762884    1.0054342   0.98603347    1.0008045    1.0294647   -6.7431186    284.10436   -6.7431186    1733.5247    1726.7816 
    2700        27000    427.84586    427.84586    427.84586 0.0037690052     78318072    1.0004855   0.98235722   0.99754824     1.021551   -8.3438064    281.10607   -8.3438064      1715.23    1706.8862 
    2750        27500    427.58524    427.58524    427.58524 0.0037759011     78175042   0.99310819   0.97595926   0.98546146    1.0179039   -7.7500149    277.69459   -7.7500149    1694.4141    1686.6641 
    2800        28000    426.73163    426.73163    426.73163 0.0037986058     77707780   0.99447828   0.97214884    0.9926881    1.0185979   -6.8192665     279.2048   -6.8192665     1703.629    1696.8097 
    2850        28500    425.88667    425.88667    425.88667   0.00382126     77247093    1.0362784     1.016968    1.0317929    1.0600743   -5.7175508    288.53201   -5.7175508     1760.541    1754.8235 
