run 10000
All restart file global fix info was re-assigned
Neighbor list info ...
  1 neighbor list requests
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 14
  ghost atom cutoff = 14
  binsize = 7 -> bins = 8 8 8
Memory usage per processor = 3.62027 Mbytes
Step Time Lx Ly Lz Density Volume Press Pxx Pyy Pzz PotEng Temp PotEng KinEng TotEng 
       0            0    51.347601    51.347601    51.347601    2.1803602    135381.86    14.766895    67.290848    11.615182   -34.605345   -3343.8725    142.55771   -3343.8725    869.84697   -2474.0255 
      20          200    51.368815    51.368815    51.368815    2.1776601    135549.72   -3.0656249    15.638795   -10.451411   -14.384258   -3340.2837    139.97993   -3340.2837    854.11807   -2486.1657 
      40          400    51.407363    51.407363    51.407363    2.1727649    135855.11    8.7261869   -9.3163495   -16.175311    51.670221   -3316.3333    134.28585   -3316.3333    819.37441   -2496.9589 
      60          600    51.353164    51.353164    51.353164    2.1796518    135425.86   -40.952689   -16.990032   -45.653215   -60.214819   -3356.6005    140.46786   -3356.6005    857.09531   -2499.5052 
      80          800    51.252323    51.252323    51.252323    2.1925427    134629.63     84.41623    52.794733    135.38339    65.070567   -3338.9712    138.21259   -3338.9712    843.33426    -2495.637 
     100         1000    51.410184    51.410184    51.410184    2.1724073    135877.48   -71.868742   -117.06503   -39.017033   -59.524165   -3351.5356    142.86993   -3351.5356    871.75207   -2479.7836 
     120         1200    51.264318    51.264318    51.264318    2.1910041    134724.18     50.38335    52.198289    62.308364    36.643398   -3351.8738    145.68299   -3351.8738    888.91657   -2462.9572 
     140         1400    51.382461    51.382461    51.382461    2.1759255    135657.78   -6.8221398    19.503968   -46.838494    6.8681063   -3335.8029    144.83277   -3335.8029    883.72874   -2452.0741 
     160         1600    51.468069    51.468069    51.468069    2.1650857    136336.97   -36.029665   -17.754992   -92.045424    1.7114217     -3321.39    143.19534     -3321.39    873.73758   -2447.6524 
     180         1800    51.345373    51.345373    51.345373    2.1806441    135364.23    37.004147    52.808963   -16.799318    75.002795   -3333.0207    144.92741   -3333.0207    884.30623   -2448.7145 
     200         2000     51.36545     51.36545     51.36545    2.1780881    135523.09    21.145484    36.385629   -17.306261    44.357083   -3331.0306    143.57644   -3331.0306    876.06298   -2454.9676 
     220         2200    51.459337    51.459337    51.459337    2.1661881    136267.58   -28.106916    -34.08895   -47.444102   -2.7876961   -3322.7188    140.84987   -3322.7188    859.42619   -2463.2926 
     240         2400     51.38277     51.38277     51.38277    2.1758862    135660.23   -35.639166    67.882529    -149.0984   -25.701625   -3344.6067    143.29593   -3344.6067    874.35135   -2470.2553 
     260         2600    51.144656    51.144656    51.144656    2.2064187    133782.96    76.837282    169.91952   -24.011482    84.603807   -3374.7359    146.71124   -3374.7359    895.19065   -2479.5452 
     280         2800    51.306749    51.306749    51.306749    2.1855726    135058.99   -21.147528    94.337553   -109.11594     -48.6642   -3360.4147    142.77311   -3360.4147    871.16129   -2489.2534 
     300         3000    51.387954    51.387954    51.387954    2.1752278    135701.29   -31.662485    74.572021   -117.22821   -52.331263   -3337.8295    138.60679   -3337.8295    845.73955   -2492.0899 
     320         3200    51.266341    51.266341    51.266341    2.1907447    134740.13    24.162435    114.12081   -22.960461   -18.673039   -3357.3835    141.97508   -3357.3835    866.29195   -2491.0915 
     340         3400    51.290965    51.290965    51.290965     2.187591    134934.38    4.8842288    56.860925   0.18388376   -42.392123   -3354.6402    141.88813   -3354.6402    865.76136   -2488.8788 
     360         3600    51.309908    51.309908    51.309908     2.185169    135083.93   -17.662023    21.103699   -24.596847   -49.492922   -3361.5032    143.28677   -3361.5032    874.29549   -2487.2078 
