run 10000
All restart file global fix info was re-assigned
Neighbor list info ...
  1 neighbor list requests
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 14
  ghost atom cutoff = 14
  binsize = 7 -> bins = 56 56 56
Memory usage per processor = 3.77646 Mbytes
Step Time Lx Ly Lz Density Volume Press Pxx Pyy Pzz PotEng Temp PotEng KinEng TotEng 
       0            0    386.40714    386.40714    386.40714 0.0051162684     57694633    1.0033849   0.97896534    1.0067908    1.0243986   -8.0498332     207.5029   -8.0498332    1266.1242    1258.0744 
      20          200    386.61648    386.61648    386.61648 0.0051079618     57788456   0.99437228    0.9698251   0.99748054    1.0158112   -9.2349044    208.35187   -9.2349044    1271.3044    1262.0695 
      40          400    386.75557    386.75557    386.75557 0.0051024527     57850850    1.0057778   0.97998584    1.0131397    1.0242078   -8.6243617    209.87306   -8.6243617    1280.5863    1271.9619 
      60          600    386.98306    386.98306    386.98306 0.0050934598     57952990    1.0226052   0.99041864    1.0342294    1.0431676   -8.3035796    212.85794   -8.3035796    1298.7991    1290.4956 
      80          800    387.53403    387.53403    387.53403 0.0050717658     58200878    1.0328733    1.0042217    1.0377485    1.0566497   -9.3706993     217.5725   -9.3706993    1327.5661    1318.1954 
     100         1000     388.5314     388.5314     388.5314 0.0050328079     58651399    1.0366585    1.0131438    1.0379199    1.0589116   -9.8410947    220.22204   -9.8410947    1343.7329    1333.8918 
     120         1200    389.97075    389.97075    389.97075 0.0049772862     59305656     1.027837    1.0060813    1.0333632    1.0440664    -9.132131    218.59739    -9.132131    1333.8197    1324.6875 
     140         1400    391.56563    391.56563    391.56563 0.0049167152     60036267   0.99243893   0.97515594   0.99650203    1.0056588   -10.107677    214.59191   -10.107677    1309.3794    1299.2717 
     160         1600    392.70158    392.70158    392.70158 0.0048741714     60560288   0.96662696   0.94273442   0.97199067   0.98515578   -9.9003495    210.51644   -9.9003495     1284.512    1274.6116 
     180         1800    393.09015    393.09015    393.09015 0.0048597313     60740235   0.95509001   0.93370213   0.96085291   0.97071499   -9.5956195     208.5657   -9.5956195    1272.6091    1263.0135 
     200         2000    392.75113    392.75113    392.75113 0.0048723267     60583217   0.95272317   0.92977321   0.96334994   0.96504636   -10.169068    208.64737   -10.169068    1273.1075    1262.9384 
     220         2200    391.85256    391.85256    391.85256 0.0049059222     60168347   0.97135642   0.95263273    0.9693603   0.99207624    -9.022727    209.52867    -9.022727    1278.4849    1269.4622 
     240         2400    390.73157    390.73157    390.73157 0.0049482681     59653442   0.97935927   0.95277225   0.98570883   0.99959673   -10.547923    211.17954   -10.547923    1288.5581    1278.0101 
     260         2600    389.60707    389.60707    389.60707 0.0049912374     59139888    1.0012443   0.96541069    1.0171722    1.0211499   -9.6333457    212.08692   -9.6333457    1294.0946    1284.4612 
     280         2800     388.7334     388.7334     388.7334 0.0050249666     58742923    1.0084293   0.98608638    1.0190493    1.0201521    -9.732246    212.16498    -9.732246    1294.5709    1284.8387 
     300         3000    388.13793    388.13793    388.13793 0.0050481295     58473386    1.0023887   0.98576547    1.0028982    1.0185024   -10.035955    210.92964   -10.035955    1287.0332    1276.9973 
     320         3200    387.67395    387.67395    387.67395 0.0050662765     58263939   0.99629743   0.98241437   0.99079969    1.0156782   -9.4896465     208.3954   -9.4896465      1271.57    1262.0803 
     340         3400    387.22713    387.22713    387.22713 0.0050838346     58062712   0.99235947    0.9713775   0.98117689     1.024524   -8.2932573    205.60921   -8.2932573    1254.5695    1246.2762 
     360         3600     386.6917     386.6917     386.6917 0.0051049818     57822190   0.97625867   0.96069349   0.97151233    0.9965702   -9.8480087    204.45194   -9.8480087    1247.5081    1237.6601 
     380         3800    385.88564    385.88564    385.88564 0.0051370391     57461354   0.99076528   0.97363386   0.98582786    1.0128341   -8.7803806    204.71346   -8.7803806    1249.1038    1240.3235 
     400         4000    384.99159    384.99159    384.99159 0.0051729109     57062886    1.0185543    1.0008074    1.0219071    1.0329485   -7.3413628    206.96062   -7.3413628    1262.8154     1255.474 
     420         4200    384.37178    384.37178    384.37178 0.0051979758     56787726     1.035029    1.0185896    1.0329198    1.0535777   -8.9887508    212.42362   -8.9887508     1296.149    1287.1603 
     440         4400     384.3039     384.3039     384.3039 0.0052007306     56757646    1.0610397    1.0479324    1.0541609    1.0810256   -8.7217105    217.69262   -8.7217105     1328.299    1319.5773 
     460         4600    385.13489    385.13489    385.13489  0.005167139     57126627     1.059896    1.0437614     1.053433    1.0824937   -8.7227473    218.39266   -8.7227473    1332.5705    1323.8477 
     480         4800    386.91145    386.91145    386.91145 0.0050962884     57920824    1.0351931    1.0253197    1.0234031    1.0568566   -8.6969319    215.26601   -8.6969319    1313.4925    1304.7956 
     500         5000    389.16636    389.16636    389.16636 0.0050082135     58939425    1.0022881    0.9952476   0.99013798    1.0214786    -7.805391     210.5531    -7.805391    1284.7357    1276.9303 
     520         5200    390.95113    390.95113    390.95113  0.004939936     59754058   0.96972586   0.96021867   0.95793243   0.99102647    -7.968738    207.11095    -7.968738    1263.7326    1255.7639 
     540         5400     391.6678     391.6678     391.6678 0.0049128682     60083277   0.95628233     0.941822   0.94441949   0.98260551   -8.2255242    206.00444   -8.2255242    1256.9811    1248.7555 
     560         5600    391.55031    391.55031    391.55031 0.0049172924     60029220   0.96533129   0.97100933   0.94574992    0.9792346   -7.0443707    206.73195   -7.0443707    1261.4201    1254.3757 
     580         5800    391.02164    391.02164    391.02164  0.004937264     59786397   0.96786083      0.97063   0.95102482   0.98192767   -8.6658885    209.24642   -8.6658885    1276.7627    1268.0968 
     600         6000    390.26068    390.26068    390.26068 0.0049662014     59438030   0.99263632    0.9930951   0.98299246    1.0018214   -7.5731604    211.78318   -7.5731604    1292.2413    1284.6681 
     620         6200    389.56193    389.56193    389.56193  0.004992973     59119331    1.0160656    1.0136516    1.0054493    1.0290959   -6.1386635     213.6717   -6.1386635    1303.7645    1297.6258 
     640         6400    389.13623    389.13623    389.13623 0.0050093771     58925735    1.0059993   0.99751072   0.99406836    1.0264188    -8.377604    214.76235    -8.377604    1310.4194    1302.0417 
     660         6600    388.85961    388.85961    388.85961 0.0050200752     58800160    1.0065824    1.0082218   0.98744842     1.024077    -7.405711    213.16112    -7.405711    1300.6491    1293.2434 
     680         6800    388.66442    388.66442    388.66442 0.0050276424     58711659   0.98183243   0.97767333   0.96975493   0.99806903   -8.1081541     207.7762   -8.1081541    1267.7918    1259.6837 
     700         7000    388.24645    388.24645    388.24645 0.0050438976     58522446     0.971029   0.96601248   0.95483067   0.99224386   -6.9756953    202.79593   -6.9756953    1237.4036    1230.4279 
     720         7200    387.38844    387.38844    387.38844 0.0050774862     58135309   0.97575127    0.9614182   0.96441719    1.0014184   -6.6915955    202.56438   -6.6915955    1235.9907    1229.2991 
     740         7400     386.1024     386.1024     386.1024 0.0051283921     57558241   0.98760691   0.98052036   0.97543516    1.0068652   -8.1048344    205.32899   -8.1048344    1252.8596    1244.7548 
     760         7600    384.66688    384.66688    384.66688 0.0051860219     56918622    1.0226078    1.0167404     1.006094    1.0449888   -7.1493148    209.04154   -7.1493148    1275.5126    1268.3632 
     780         7800    383.59988    383.59988    383.59988 0.0052294179     56446287     1.042613    1.0360252    1.0293704    1.0624432    -7.916512    212.65749    -7.916512    1297.5761    1289.6596 
     800         8000    383.20213    383.20213    383.20213 0.0052457184     56270886    1.0573774    1.0514885    1.0434225     1.077221   -7.5320718    214.32889   -7.5320718    1307.7745    1300.2424 
     820         8200    383.64494    383.64494    383.64494 0.0052275756     56466180    1.0490937    1.0428924    1.0366049    1.0677836   -7.9126897    213.80836   -7.9126897    1304.5984    1296.6857 
     840         8400    384.82314    384.82314    384.82314 0.0051797068     56988018    1.0317967    1.0285451    1.0176383    1.0492067   -7.1554216    211.00674   -7.1554216    1287.5037    1280.3482 
     860         8600    386.42912    386.42912    386.42912 0.0051153954     57704479   0.99440468   0.97995291   0.97961952    1.0236416   -8.0235405    207.26973   -8.0235405    1264.7015     1256.678 
     880         8800    387.84321    387.84321    387.84321 0.0050596461     58340291   0.96364642   0.94983257   0.95222095   0.98888575   -8.6496962    203.90371   -8.6496962    1244.1629    1235.5132 
     900         9000    388.58712    388.58712    388.58712 0.0050306433     58676635   0.96271432   0.93957226   0.96872835   0.97984235    -7.189518    202.09667    -7.189518    1233.1369    1225.9474 
     920         9200    388.65306    388.65306    388.65306 0.0050280832     58706512     0.965249   0.94653517   0.95489684   0.99431499   -8.9146394    204.18714   -8.9146394    1245.8924    1236.9777 
     940         9400    388.24489    388.24489    388.24489 0.0050439582     58521743   0.99465128   0.97903748   0.98691944    1.0179969   -10.199643    210.17028   -10.199643    1282.3998    1272.2002 
     960         9600     387.8668     387.8668     387.8668 0.0050587232     58350934    1.0351813    1.0159319    1.0379297    1.0516823   -8.4957767    214.59564   -8.4957767    1309.4021    1300.9063 
     980         9800    387.96406    387.96406    387.96406 0.0050549195     58394842    1.0277963    1.0137255    1.0260388    1.0436245   -10.849798    216.15648   -10.849798    1318.9259    1308.0761 
    1000        10000    388.43502    388.43502    388.43502 0.0050365552     58607761    1.0155377   0.99807517    1.0101489     1.038389   -10.998465    214.84853   -10.998465    1310.9452    1299.9467 
    1020        10200    389.03798    389.03798    389.03798 0.0050131734     58881112   0.99930933   0.98417465   0.98447918    1.0292741   -10.508893    211.90766   -10.508893    1293.0008    1282.4919 
    1040        10400    389.51076    389.51076    389.51076 0.0049949408     59096041   0.97567298   0.96252609   0.96792641   0.99656642   -10.944571    208.88286   -10.944571    1274.5443    1263.5998 
    1060        10600    389.56997    389.56997    389.56997 0.0049926637     59122994   0.96397517   0.94934288    0.9561051   0.98647753    -10.83906    206.85247    -10.83906    1262.1555    1251.3164 
    1080        10800    389.12509    389.12509    389.12509 0.0050098073     58920675   0.96808228   0.95780935   0.95753136   0.98890614   -10.719655    206.45579   -10.719655     1259.735    1249.0154 
    1100        11000    388.34771    388.34771    388.34771 0.0050399529     58568251   0.99028082   0.98167956   0.98400353    1.0051594   -8.9804982    207.27359   -8.9804982     1264.725    1255.7445 
    1120        11200    387.54034    387.54034    387.54034 0.0050715182     58203720   0.99544666   0.97503483   0.98138807    1.0299171   -10.523397    209.68929   -10.523397     1279.465    1268.9416 
    1140        11400    386.83869    386.83869    386.83869 0.0050991644     57888156    1.0133547   0.99399113   0.99975311    1.0463199   -10.895853    212.70171   -10.895853    1297.8459      1286.95 
    1160        11600    386.49281    386.49281    386.49281 0.0051128668     57733016    1.0450671     1.035476    1.0239126    1.0758126   -9.3222115     215.7585   -9.3222115    1316.4976    1307.1754 
