run 10000
All restart file global fix info was re-assigned
Neighbor list info ...
  1 neighbor list requests
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 14
  ghost atom cutoff = 14
  binsize = 7 -> bins = 55 55 55
Memory usage per processor = 3.75751 Mbytes
Step Time Lx Ly Lz Density Volume Press Pxx Pyy Pzz PotEng Temp PotEng KinEng TotEng 
       0            0    382.27318    382.27318    382.27318 0.0052840539     55862645   0.98040335   0.96946424    1.0138681   0.95787772   -8.6822063    197.17428   -8.6822063    1203.1019    1194.4197 
      20          200    384.49833    384.49833    384.49833 0.0051928451     56843834   0.95991499   0.95827141   0.99237198   0.92910158   -9.1019687    197.52548   -9.1019687    1205.2448    1196.1428 
      40          400    386.40239    386.40239    386.40239  0.005116457     57692505   0.95981933   0.95561238   0.99250986   0.93133575   -8.8942809    200.39449   -8.8942809    1222.7507    1213.8564 
      60          600    387.72966    387.72966    387.72966 0.0050640927     58289064   0.96250501   0.94954616    1.0042988   0.93367005   -8.9100742    202.80926   -8.9100742    1237.4849    1228.5749 
      80          800    388.44572    388.44572    388.44572 0.0050361389     58612606   0.96458053   0.95373027    1.0036346   0.93637673   -8.7874143    203.34878   -8.7874143    1240.7769    1231.9895 
     100         1000    388.60534    388.60534    388.60534 0.0050299358     58684890   0.96854503   0.96239909    1.0011961   0.94203989   -8.4227981    203.44929   -8.4227981    1241.3902    1232.9674 
     120         1200     388.2421     388.2421     388.2421 0.0050440668     58520482   0.96735976   0.95155337    1.0111597   0.93936627    -9.111303    203.75113    -9.111303     1243.232    1234.1207 
     140         1400    387.30327    387.30327    387.30327 0.0050808365     58096973   0.97448086   0.96304627    1.0120774   0.94831886   -9.2186161    203.97257   -9.2186161    1244.5831    1235.3645 
     160         1600    385.85717    385.85717    385.85717 0.0051381764     57448636   0.98903812   0.98031021      1.02446   0.96234413   -8.5971325     203.8545   -8.5971325    1243.8627    1235.2656 
     180         1800    384.13004    384.13004    384.13004 0.0052077953     56680650   0.99798586   0.98882983    1.0290526   0.97607512     -8.34948    203.26473     -8.34948    1240.2641    1231.9146 
     200         2000    382.36313    382.36313    382.36313 0.0052803257     55902087   0.99789165   0.99110776    1.0320537   0.97051354   -9.0066929    202.30536   -9.0066929    1234.4103    1225.4036 
     220         2200    380.74411    380.74411    380.74411 0.0053479724     55194979     1.005129   0.99812199    1.0389487   0.97831628   -8.8481574    201.22323   -8.8481574    1227.8074    1218.9593 
     240         2400    379.47903    379.47903    379.47903 0.0054016367     54646627    1.0141024    1.0060004    1.0478861   0.98842076   -9.2263845    200.63808   -9.2263845     1224.237    1215.0106 
     260         2600    378.71539    378.71539    378.71539 0.0054343784     54317385    1.0343641    1.0319345    1.0622327    1.0089251   -7.6778951    200.09916   -7.6778951    1220.9487    1213.2708 
     280         2800    378.56775    378.56775    378.56775  0.005440739     54253884    1.0228979    1.0111714    1.0666854    0.9908369   -9.5065758    200.25505   -9.5065758    1221.8999    1212.3933 
     300         3000    378.80185    378.80185    378.80185 0.0054306579     54354597    1.0193145    1.0078488    1.0612974   0.98879719   -9.3583369    200.27716   -9.3583369    1222.0348    1212.6764 
     320         3200    379.27089    379.27089    379.27089 0.0054105349     54556755    1.0148408    1.0022318    1.0495798   0.99271079   -9.6832593    200.61701   -9.6832593    1224.1085    1214.4252 
     340         3400    379.90487    379.90487    379.90487 0.0053834929     54830800    1.0283304    1.0026304    1.0561434    1.0262175   -7.1026411    200.71875   -7.1026411    1224.7293    1217.6266 
     360         3600    380.75687    380.75687    380.75687 0.0053474346     55200530    1.0123457   0.99448919    1.0475892   0.99495883   -8.5812079    201.67547   -8.5812079    1230.5669    1221.9857 
     380         3800    381.66888    381.66888    381.66888 0.0053091927     55598137    1.0066093   0.99463939    1.0408035   0.98438484   -8.4210328    202.83998   -8.4210328    1237.6724    1229.2513 
     400         4000    382.54198    382.54198    382.54198 0.0052729231     55980567    1.0141373      1.00061    1.0510221   0.99077989   -8.1968127    205.38364   -8.1968127    1253.1931    1244.9963 
     420         4200    383.50587    383.50587    383.50587 0.0052332646     56404796    1.0393128    1.0172605    1.0761371    1.0245408   -7.1960143    210.32086   -7.1960143    1283.3186    1276.1226 
     440         4400    384.80699    384.80699    384.80699 0.0051803593     56980839     1.035897    1.0209558    1.0723852    1.0143499    -8.061449    213.00972    -8.061449    1299.7253    1291.6638 
     460         4600    386.31995    386.31995    386.31995 0.0051197332     57655588    1.0184606    1.0030003    1.0559202    0.9964612   -6.9727463    210.77506   -6.9727463      1286.09    1279.1173 
     480         4800    387.64276    387.64276    387.64276 0.0050674994     58249879   0.98588765   0.98309334    1.0137435   0.96082608   -7.4413045    207.11485   -7.4413045    1263.7564    1256.3151 
     500         5000    388.37646    388.37646    388.37646 0.0050388339     58581257    0.9673823   0.95780416   0.99790139   0.94644133   -7.1806385    203.80446   -7.1806385    1243.5574    1236.3767 
     520         5200    388.46233    388.46233    388.46233 0.0050354931     58620123   0.95103709   0.93646068   0.97718662   0.93946396   -8.3363443    201.95434   -8.3363443    1232.2685    1223.9322 
     540         5400    387.86551    387.86551    387.86551 0.0050587734     58350355   0.95298668   0.94114217     0.975344   0.94247386   -8.4113003    201.20515   -8.4113003    1227.6971    1219.2858 
     560         5600     386.6837     386.6837     386.6837 0.0051052984     57818603   0.96441352   0.95453115    0.9893812   0.94932822   -9.0035797    201.56929   -9.0035797     1229.919    1220.9154 
     580         5800    385.16151    385.16151    385.16151 0.0051660677     57138474   0.98389041   0.98210917    1.0083619   0.96120015   -8.8910603    202.33048   -8.8910603    1234.5635    1225.6725 
     600         6000     383.6034     383.6034     383.6034 0.0052292737     56447843   0.99605544   0.98741872    1.0248805   0.97586716   -9.4979597    203.03868   -9.4979597    1238.8848    1229.3869 
     620         6200    382.20687    382.20687    382.20687 0.0052868046     55833579    1.0037914    0.9927246    1.0299006   0.98874896    -9.782089     202.8641    -9.782089    1237.8196    1228.0375 
     640         6400    381.04292    381.04292    381.04292 0.0053354007     55325034    1.0074135   0.99459003    1.0339784   0.99367216    -9.760919    201.37235    -9.760919    1228.7173    1218.9564 
     660         6600     380.1098     380.1098     380.1098 0.0053747903     54919580    1.0056908    0.9938917    1.0278396   0.99534106   -9.6587723    198.91647   -9.6587723    1213.7323    1204.0735 
     680         6800    379.33557    379.33557    379.33557 0.0054077679     54584670    1.0008468   0.98335702    1.0255964    0.9935871    -10.05378    196.98144    -10.05378    1201.9252    1191.8714 
     700         7000    378.65524    378.65524    378.65524 0.0054369687     54291507     1.008616   0.99537869    1.0333931   0.99707621   -9.3497817    196.37224   -9.3497817    1198.2081    1188.8583 
     720         7200    378.15693    378.15693    378.15693 0.0054584901     54077450    1.0182667    1.0047203    1.0433237     1.006756   -8.7280808    197.35766   -8.7280808    1204.2208    1195.4928 
     740         7400    377.93847    377.93847    377.93847 0.0054679614     53983779    1.0258938    1.0165018    1.0510761    1.0101036    -8.830266    200.10099    -8.830266    1220.9598    1212.1296 
     760         7600    378.11858    378.11858    378.11858 0.0054601512     54060998    1.0453512    1.0320136    1.0760536    1.0279864   -8.2108875    204.54484   -8.2108875    1248.0749    1239.8641 
     780         7800    378.99889    378.99889    378.99889 0.0054221922     54439462    1.0563656    1.0404292     1.090114    1.0385537   -7.3578717    207.83095   -7.3578717    1268.1259     1260.768 
     800         8000    380.76598    380.76598    380.76598  0.005347051     55204490    1.0327966    1.0196713    1.0601795    1.0185389   -7.6813812     207.0455   -7.6813812    1263.3333    1255.6519 
     820         8200    382.99229    382.99229    382.99229 0.0052543455     56178495    1.0013989   0.98874195    1.0270244   0.98843026   -7.8489399    204.11187   -7.8489399    1245.4331    1237.5842 
     840         8400     384.8941     384.8941     384.8941 0.0051768429     57019545   0.98264286   0.96182852     1.009891    0.9762091   -7.4178923    201.23936   -7.4178923    1227.9059     1220.488 
     860         8600    386.04924    386.04924    386.04924  0.005130511     57534469   0.97680408   0.95541608    1.0031164   0.97187973   -6.7626807    199.50022   -6.7626807    1217.2941    1210.5314 
     880         8800     386.5202     386.5202     386.5202 0.0051117797     57745295   0.96496187   0.95223083   0.99058246    0.9520723   -8.5503737    199.62625   -8.5503737    1218.0631    1209.5128 
     900         9000    386.42406    386.42406    386.42406  0.005115596     57702216    0.9692507   0.94823787   0.99560017   0.96391406   -8.7814553    200.92639   -8.7814553    1225.9962    1217.2147 
     920         9200    385.95165    385.95165    385.95165 0.0051344038     57490848   0.98269011   0.96525129    1.0041044   0.97871462   -8.4556079    203.14977   -8.4556079    1239.5626     1231.107 
     940         9400    385.30627    385.30627    385.30627 0.0051602473     57202922   0.98926202   0.97634967    1.0101854   0.98125098   -9.9027666    205.87202   -9.9027666     1256.173    1246.2703 
     960         9600    384.61417    384.61417    384.61417 0.0051881542     56895230    1.0053047   0.99139048    1.0263868   0.99813694   -10.434664    207.64666   -10.434664    1267.0014    1256.5667 
     980         9800     384.0955     384.0955     384.0955 0.0052092005     56665361    1.0365923    1.0172064    1.0696636     1.022907   -7.3980071    206.88205   -7.3980071     1262.336     1254.938 
    1000        10000    384.04351    384.04351    384.04351 0.0052113164     56642354    1.0072374   0.98915725    1.0300527    1.0025021   -10.052041    203.90044   -10.052041     1244.143     1234.091 
    1020        10200    384.11728    384.11728    384.11728 0.0052083144     56675001   0.97178698   0.95363531   0.98988397   0.97184168   -11.108013    199.24303   -11.108013    1215.7248    1204.6168 
    1040        10400    383.78825    383.78825    383.78825 0.0052217217     56529482   0.96438862   0.94283331   0.98440953   0.96592302   -10.726685    196.96578   -10.726685    1201.8297     1191.103 
