run 10000
All restart file global fix info was re-assigned
Neighbor list info ...
  1 neighbor list requests
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 14
  ghost atom cutoff = 14
  binsize = 7 -> bins = 8 8 8
Memory usage per processor = 3.61996 Mbytes
Step Time Lx Ly Lz Density Volume Press Pxx Pyy Pzz PotEng Temp PotEng KinEng TotEng 
       0            0    51.755008    51.755008    51.755008    2.1292741    138629.98     33.32205    -43.12131    59.047671    84.039789   -3254.9893    148.16795   -3254.9893    904.07907   -2350.9102 
      20          200    51.849749    51.849749    51.849749    2.1176235    139392.68     20.55956    23.716414    62.603342   -24.641076   -3236.1226    146.53906   -3236.1226    894.14004   -2341.9826 
      40          400     52.06734     52.06734     52.06734    2.0911855    141154.97   -54.845565    15.064264   -96.953744   -82.647215   -3201.2132    143.78243   -3201.2132    877.31986   -2323.8933 
      60          600    51.936696    51.936696    51.936696    2.1070061     140095.1    35.818238    47.290515    34.914236    25.249961   -3206.3476    147.76761   -3206.3476     901.6363   -2304.7113 
      80          800    51.956148    51.956148    51.956148    2.1046403    140252.58    10.616961    5.3250788   -5.5371902    32.062995   -3212.3535    150.30567   -3212.3535    917.12282   -2295.2307 
     100         1000     52.06975     52.06975     52.06975    2.0908952    141174.57   -61.559343   -25.759377    -69.60058   -89.318071   -3201.2111    148.99647   -3201.2111    909.13446   -2292.0767 
     120         1200    51.918248    51.918248    51.918248    2.1092528    139945.87    37.145121      34.4179    24.585535    52.431928   -3204.6183    149.43953   -3204.6183     911.8379   -2292.7804 
     140         1400    51.980335    51.980335    51.980335    2.1017037    140448.54    18.206372    20.330728    17.188543    17.099844   -3189.0192    146.67575   -3189.0192    894.97411   -2294.0451 
     160         1600    52.063457    52.063457    52.063457    2.0916534    141123.39   -53.442131   -76.875105    -12.52771   -70.923578   -3183.7977    145.96141   -3183.7977    890.61541   -2293.1823 
     180         1800    51.848526    51.848526    51.848526    2.1177734    139382.82    36.265175    17.170809    92.221447  -0.59673105   -3211.4181    150.59269   -3211.4181    918.87413    -2292.544 
     200         2000    51.836649    51.836649    51.836649    2.1192295    139287.05    43.494417    24.442991     41.96323     64.07703    -3214.392     150.7916    -3214.392    920.08787   -2294.3041 
     220         2200    52.000281    52.000281    52.000281    2.0992863    140610.28   -53.087636   -58.690178    -27.31672   -73.256011   -3205.7422    147.96359   -3205.7422    902.83212   -2302.9101 
     240         2400    51.891358    51.891358    51.891358    2.1125335    139728.54    14.127163    24.386833    44.177707   -26.183052   -3209.6639    146.29105   -3209.6639    892.62676   -2317.0371 
     260         2600    51.803416    51.803416    51.803416    2.1233106    139019.33    21.671573    52.228316    25.099356   -12.312952   -3235.2554     148.2955   -3235.2554    904.85732    -2330.398 
     280         2800    51.908634    51.908634    51.908634     2.110425    139868.14   -19.437629  0.041462355   -19.480215   -38.874134   -3216.5122    143.56862   -3216.5122    876.01525    -2340.497 
     300         3000    51.856723    51.856723    51.856723    2.1167692    139448.94   -29.349151 -0.054722432   -47.238358   -40.754374   -3231.7186    145.48498   -3231.7186    887.70832   -2344.0103 
     320         3200    51.681066    51.681066    51.681066    2.1384265    138036.65     77.47739     89.52073    65.436706    77.474734   -3242.4175    147.39514   -3242.4175    899.36363   -2343.0539 
     340         3400    51.892003    51.892003    51.892003    2.1124548    139733.74    14.749444    25.219543    37.926343   -18.897553   -3205.9339    142.21082   -3205.9339    867.73035   -2338.2036 
     360         3600    52.052216    52.052216    52.052216    2.0930088       141032   -117.42488   -133.25471   -82.123789   -136.89614   -3209.4584    145.96382   -3209.4584     890.6301   -2318.8283 
     380         3800    51.701798    51.701798    51.701798    2.1358551    138202.83    86.551995    122.26698    94.944575    42.444435   -3237.6313    154.13028   -3237.6313    940.45952   -2297.1718 
     400         4000    51.817676    51.817676    51.817676    2.1215582    139134.17    28.743309    38.658992    12.658814    34.912121   -3226.3775    152.95856   -3226.3775    933.31004   -2293.0674 
     420         4200     52.01865     52.01865     52.01865    2.0970631    140759.34   -72.240809   -50.748276   -99.507767   -66.466384   -3203.0548    148.66349   -3203.0548    907.10272   -2295.9521 
     440         4400    51.820722    51.820722    51.820722    2.1211841     139158.7    29.173243    46.792222    8.1896872    32.537819   -3222.4654    150.64406   -3222.4654     919.1876   -2303.2778 
     460         4600    51.787836    51.787836    51.787836    2.1252275    138893.94    38.285719    2.0601236    82.873331    29.923702   -3233.8024    150.83088   -3233.8024     920.3275   -2313.4749 
     480         4800    51.922196    51.922196    51.922196    2.1087718     139977.8   -19.328229   -28.021599     6.807467   -36.770554   -3222.4171    146.78031   -3222.4171    895.61206   -2326.8051 
     500         5000    51.900834    51.900834    51.900834    2.1113766     139805.1   -1.5906077   -18.081951    28.044561   -14.734433   -3222.0428    144.99178   -3222.0428      884.699   -2337.3438 
     520         5200    51.777259    51.777259    51.777259    2.1265302    138808.86    25.083196    51.342582   -6.2738582    30.180863   -3240.3845     146.9753   -3240.3845    896.80188   -2343.5827 
     540         5400    51.756123    51.756123    51.756123    2.1291366    138638.94    10.747559    36.996052   -4.9245543   0.17118015   -3242.2019    146.78032   -3242.2019    895.61213   -2346.5898 
     560         5600    51.770844    51.770844    51.770844    2.1273208    138757.27     -30.6549   -41.125303   -56.289681    5.4502837   -3257.2404     148.9558   -3257.2404    908.88631   -2348.3541 
     580         5800    51.716758    51.716758    51.716758    2.1340022    138322.83    43.346219     16.40351   -7.8507672    121.48591   -3241.3855    145.96991   -3241.3855    890.66728   -2350.7182 
     600         6000    51.798781    51.798781    51.798781    2.1238807    138982.02   -53.169997    1.8126041    -120.0484   -41.274194   -3258.2126    148.88248   -3258.2126    908.43891   -2349.7737 
     620         6200    51.706644    51.706644    51.706644    2.1352546     138241.7    41.618814    68.761836    7.0513917    49.043215   -3251.3089    147.74689   -3251.3089     901.5099    -2349.799 
     640         6400    51.804016    51.804016    51.804016    2.1232369    139024.16   -18.909876   -41.298021    13.149396   -28.581002   -3243.4115    146.94567   -3243.4115    896.62106   -2346.7904 
