run 10000
All restart file global fix info was re-assigned
Neighbor list info ...
  1 neighbor list requests
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 14
  ghost atom cutoff = 14
  binsize = 7 -> bins = 55 55 55
Memory usage per processor = 3.75687 Mbytes
Step Time Lx Ly Lz Density Volume Press Pxx Pyy Pzz PotEng Temp PotEng KinEng TotEng 
       0            0    378.36538    378.36538    378.36538 0.0054494737     54166924   0.97332634   0.95143107    1.0078724   0.96067558   -10.077093    190.76854   -10.077093    1164.0159    1153.9388 
      20          200    379.12434    379.12434    379.12434 0.0054168117     54493536   0.95094228   0.93274471   0.98376725   0.93631488   -10.072949    188.47867   -10.072949    1150.0437    1139.9708 
      40          400    379.41693    379.41693    379.41693 0.0054042894     54619803   0.96143426     0.943005   0.99351583   0.94778195   -9.9457454     190.7314   -9.9457454    1163.7892    1153.8435 
      60          600    379.21911    379.21911    379.21911 0.0054127513     54534415    1.0109516   0.99240084    1.0418764   0.99857752   -8.8038333    198.06602   -8.8038333     1208.543    1199.7392 
      80          800    379.02872    379.02872    379.02872 0.0054209121     54452317    1.0232317   0.99777304    1.0611276    1.0107944   -10.356027    201.67493   -10.356027    1230.5636    1220.2076 
     100         1000    379.17041    379.17041    379.17041 0.0054148375     54513404    1.0352171    1.0136194    1.0786063    1.0134257   -9.4625586    202.42841   -9.4625586    1235.1611    1225.6985 
     120         1200    379.87779    379.87779    379.87779 0.0053846445     54819074    1.0174823   0.99163498    1.0544143    1.0063977   -11.089016    202.40635   -11.089016    1235.0265    1223.9375 
     140         1400    381.05304    381.05304    381.05304 0.0053349757     55329442    1.0012563   0.97386271    1.0382084   0.99169771   -11.269747    201.25254   -11.269747    1227.9863    1216.7165 
     160         1600    382.47274    382.47274    382.47274 0.0052757872     55950176   0.99175396   0.96496726    1.0321666   0.97812798   -10.259607    199.58577   -10.259607    1217.8161    1207.5565 
     180         1800    383.90026    383.90026    383.90026 0.0052171525     56578991   0.97585081   0.96119743    1.0063475   0.96000753    -10.31779    198.54048    -10.31779    1211.4381    1201.1203 
     200         2000    385.02395    385.02395    385.02395 0.0051716067     57077276    0.9620744   0.93994719   0.99570957   0.95056644   -11.093484    198.78484   -11.093484    1212.9291    1201.8356 
     220         2200    385.61961    385.61961    385.61961 0.0051476783     57342594   0.96813203   0.95230845    1.0006123   0.95147536   -10.667213    200.23415   -10.667213    1221.7723    1211.1051 
     240         2400    385.74855    385.74855    385.74855  0.005142518     57400134   0.97556329   0.95095382     1.018247    0.9574891   -11.233575    202.65122   -11.233575    1236.5206     1225.287 
     260         2600    385.51112    385.51112    385.51112 0.0051520253     57294211   0.98643199   0.96112558    1.0270234   0.97114697   -11.573885    204.87515   -11.573885    1250.0904    1238.5165 
