run 10000
All restart file global fix info was re-assigned
Neighbor list info ...
  1 neighbor list requests
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 14
  ghost atom cutoff = 14
  binsize = 7 -> bins = 54 54 54
Memory usage per processor = 3.75279 Mbytes
Step Time Lx Ly Lz Density Volume Press Pxx Pyy Pzz PotEng Temp PotEng KinEng TotEng 
       0            0    377.30929    377.30929    377.30929 0.0054953609     53714621    1.0189185    1.0350206    1.0108613    1.0108736   -10.111945    198.10723   -10.111945    1208.7945    1198.6825 
      20          200    378.17256    378.17256    378.17256 0.0054578137     54084152    1.0082817    1.0264082   0.99548923    1.0029476   -9.6786743    196.86302   -9.6786743    1201.2026     1191.524 
      40          400    379.34005    379.34005    379.34005 0.0054075761     54586605   0.99435239    1.0109657   0.98240359   0.98968787   -9.6243455    195.64877   -9.6243455    1193.7937    1184.1693 
      60          600    380.67322    380.67322    380.67322 0.0053509607     55164154   0.98050536   0.99933459   0.97132388   0.97085761   -9.9546534    195.34491   -9.9546534    1191.9396    1181.9849 
      80          800    381.99314    381.99314    381.99314 0.0052956837     55739965   0.97605386   0.99568818   0.97011092   0.96236247   -10.549241    196.91265   -10.549241    1201.5055    1190.9563 
     100         1000    383.26308    383.26308    383.26308 0.0052432164     56297738   0.98416792    1.0058924   0.97486705   0.97174428   -10.269174    199.46312   -10.269174    1217.0677    1206.7986 
     120         1200    384.63428    384.63428    384.63428 0.0051873407     56904152   0.98102696   0.99392546   0.97004106   0.97911436   -10.608354    201.02401   -10.608354    1226.5918    1215.9835 
     140         1400    386.18303    386.18303    386.18303 0.0051251805     57594308     0.968208    0.9843246   0.95815285   0.96214656   -10.523244    200.78426   -10.523244    1225.1289    1214.6057 
     160         1600    387.80533    387.80533    387.80533  0.005061129     58323197   0.94585232   0.96564699   0.93292252   0.93898746   -10.819896    199.49957   -10.819896    1217.2902    1206.4703 
     180         1800    389.12141    389.12141    389.12141 0.0050099497     58919000   0.92560506    0.9487878    0.9126016   0.91542577   -11.291416    198.08742   -11.291416    1208.6736    1197.3822 
     200         2000    389.57944    389.57944    389.57944 0.0049922998     59127303   0.92140711   0.93843114    0.9093313   0.91645888   -11.817979    197.47251   -11.817979    1204.9216    1193.1036 
     220         2200    388.73076    388.73076    388.73076 0.0050250689     58741727    0.9468095   0.95847124    0.9350859   0.94687135    -10.34872    197.93265    -10.34872    1207.7293    1197.3805 
     240         2400    386.51331    386.51331    386.51331 0.0051120532     57742205   0.96796278   0.97917343   0.96527693   0.95943799   -11.648888    200.10498   -11.648888    1220.9842    1209.3353 
     260         2600    383.52642    383.52642    383.52642 0.0052324234     56413865   0.99527623    1.0095715    0.9878702   0.98838702   -11.802513    201.63301   -11.802513    1230.3078    1218.5053 
     280         2800     380.9497     380.9497     380.9497 0.0053393185     55284439   0.99955636    1.0277973    0.9889481    0.9819237   -12.561857      200.476   -12.561857     1223.248    1210.6862 
