run 10000
All restart file global fix info was re-assigned
Neighbor list info ...
  1 neighbor list requests
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 14
  ghost atom cutoff = 14
  binsize = 7 -> bins = 57 57 57
Memory usage per processor = 3.78148 Mbytes
Step Time Lx Ly Lz Density Volume Press Pxx Pyy Pzz PotEng Temp PotEng KinEng TotEng 
       0            0    393.06873    393.06873    393.06873 0.0048605258     60730307   0.99009616   0.98591313   0.97998434     1.004391   -8.7886384    217.30123   -8.7886384    1325.9108    1317.1222 
      20          200    392.51245    392.51245    392.51245 0.0048812206     60472831   0.98367377   0.97785941   0.98322654   0.98993537   -8.6641877    214.42457   -8.6641877    1308.3583    1299.6941 
      40          400    391.65199    391.65199    391.65199 0.0049134635     60075998   0.98388734    0.9830198   0.97720561   0.99143661   -8.8591591    212.73364   -8.8591591    1298.0407    1289.1815 
      60          600    390.45765    390.45765    390.45765 0.0049586895     59528072   0.99466289   0.99926654   0.98011123    1.0046109    -8.780964    212.86797    -8.780964    1298.8604    1290.0794 
      80          800     389.0384     389.0384     389.0384  0.005013157     58881305    1.0070353    1.0102837   0.99758522    1.0132369   -9.7526332    214.71859   -9.7526332    1310.1523    1300.3997 
     100         1000    387.61103    387.61103    387.61103 0.0050687437     58235579    1.0308848    1.0402405    1.0180703    1.0343437   -9.9538432    217.29749   -9.9538432     1325.888    1315.9342 
     120         1200    386.56672    386.56672    386.56672 0.0051099345     57766147      1.05507    1.0667441    1.0440376    1.0544283   -10.107803    220.00646   -10.107803    1342.4174    1332.3096 
     140         1400    386.28611    386.28611    386.28611 0.0051210786     57640440    1.0755192    1.0871501    1.0696755     1.069732   -9.6800713    222.43486   -9.6800713    1357.2349    1347.5548 
     160         1600    387.13574    387.13574    387.13574 0.0050874356     58021614    1.0799671    1.0824265     1.083999    1.0734757   -8.9419781    223.80226   -8.9419781    1365.5783    1356.6363 
     180         1800    389.35146    389.35146    389.35146 0.0050010742     59023565    1.0418891    1.0494653    1.0389709     1.037231   -11.061829    222.89499   -11.061829    1360.0424    1348.9806 
     200         2000    392.31457    392.31457    392.31457 0.0048886103     60381418     1.004297     1.012949   0.98729535    1.0126467   -10.490383    219.05514   -10.490383    1336.6127    1326.1224 
     220         2200    394.65608    394.65608    394.65608 0.0048021127     61469034   0.96490277   0.97442632    0.9543859   0.96589608   -11.638678    215.33119   -11.638678    1313.8902    1302.2516 
     240         2400    395.66385    395.66385    395.66385 0.0047655126     61941128   0.95176819   0.95993537   0.94258732   0.95278189    -11.75692    213.12233    -11.75692    1300.4124    1288.6555 
     260         2600    395.66767    395.66767    395.66767 0.0047653745     61942923   0.95514825   0.96283912   0.94595355   0.95665208   -12.162136    213.04196   -12.162136     1299.922    1287.7598 
     280         2800    395.08878    395.08878    395.08878 0.0047863521     61671439   0.97286483   0.99129491   0.96314976   0.96414982   -11.630188    214.81372   -11.630188    1310.7328    1299.1026 
     300         3000    394.24806    394.24806    394.24806 0.0048170376     61278580   0.98449233   0.99628854   0.98138036   0.97580809    -12.92604    218.41042    -12.92604    1332.6788    1319.7528 
     320         3200    393.35156    393.35156    393.35156 0.0048500486     60861498    1.0126958    1.0194632    1.0191498   0.99947425   -11.537956    221.80845   -11.537956    1353.4127    1341.8747 
     340         3400    392.71889    392.71889    392.71889 0.0048735268     60568299    1.0241301    1.0329457    1.0269757    1.0124689   -11.952966    224.01027   -11.952966    1366.8475    1354.8945 
     360         3600    392.51281    392.51281    392.51281  0.004881207     60472999    1.0251396    1.0334632    1.0240358    1.0179196   -11.077465    223.33462   -11.077465    1362.7249    1351.6474 
     380         3800    392.68112    392.68112    392.68112  0.004874933     60550827    1.0028337    1.0235178   0.99816001   0.98682338   -10.988409    219.58842   -10.988409    1339.8667    1328.8783 
     400         4000    392.89284    392.89284    392.89284 0.0048670565     60648818   0.97707084   0.99454277   0.97200252   0.96466722   -10.827253    214.48239   -10.827253    1308.7111    1297.8838 
     420         4200    392.77699    392.77699    392.77699 0.0048713643     60595186    0.9737008   0.97865519   0.97235965   0.97008756     -9.74502    211.77936     -9.74502     1292.218     1282.473 
     440         4400    392.24141    392.24141    392.24141 0.0048913461     60347646   0.97609161   0.97603951   0.98235678   0.96987854   -10.083191    212.18563   -10.083191    1294.6969    1284.6138 
     460         4600    391.28486    391.28486    391.28486 0.0049273068     59907214   0.98887027   0.99362223   0.99550576    0.9774828   -10.438078    214.31762   -10.438078    1307.7057    1297.2676 
     480         4800    390.05088    390.05088    390.05088 0.0049742193     59342221     1.015522     1.035087    1.0099081    1.0015709   -10.065977    217.07813   -10.065977    1324.5496    1314.4836 
     500         5000    388.92205    388.92205    388.92205 0.0050176577     58828489    1.0345374    1.0529376     1.029317    1.0213576   -10.906568    219.64671   -10.906568    1340.2223    1329.3157 
     520         5200    388.24485    388.24485    388.24485 0.0050439599     58521724    1.0597518    1.0703532     1.053649    1.0552533   -8.5814125    220.32853   -8.5814125    1344.3826    1335.8012 
     540         5400    388.33548    388.33548    388.33548 0.0050404292     58562716    1.0367279    1.0475541    1.0334103    1.0292194   -11.175444    219.83182   -11.175444    1341.3518    1330.1763 
     560         5600    389.13558    389.13558    389.13558 0.0050094021     58925440    1.0272207    1.0310906      1.04249    1.0080816   -8.6365836    216.51175   -8.6365836    1321.0937    1312.4571 
     580         5800    390.61306    390.61306    390.61306 0.0049527733     59599180   0.98358886   0.99675879   0.97819623   0.97581157    -10.37251     212.3639    -10.37251    1295.7847    1285.4121 
     600         6000    392.37097    392.37097    392.37097 0.0048865025     60407464   0.95267501   0.96992038   0.94659677   0.94150787    -9.551197    207.65835    -9.551197    1267.0727    1257.5216 
     620         6200    393.83526    393.83526    393.83526 0.0048322005     61086295   0.92567346   0.93943742   0.92201484   0.91556812   -10.343911    205.27928   -10.343911    1252.5563    1242.2124 
     640         6400     394.4242     394.4242     394.4242 0.0048105871     61360749   0.93838473   0.95426269   0.93299393   0.92789757   -9.8884295    207.64223   -9.8884295    1266.9744    1257.0859 
     660         6600    394.08776    394.08776    394.08776 0.0048229183     61203862   0.97429973   0.99260666   0.96801986   0.96227269   -10.536519    214.79287   -10.536519    1310.6056     1300.069 
     680         6800     393.1187     393.1187     393.1187 0.0048586725     60753472    1.0062489    1.0190394   0.99769866    1.0020088   -11.028984    219.76659   -11.028984    1340.9538    1329.9248 
     700         7000    391.87407    391.87407    391.87407 0.0049051144     60178255    1.0307282    1.0415902    1.0249142    1.0256801   -11.219345     222.5421   -11.219345    1357.8892    1346.6699 
     720         7200     390.7281     390.7281     390.7281 0.0049483998     59651854    1.0424955    1.0659343    1.0399034    1.0216489   -11.262151    223.27081   -11.262151    1362.3356    1351.0734 
     740         7400    389.94805    389.94805    389.94805 0.0049781557     59295297    1.0373706    1.0458622    1.0365184    1.0297311   -11.550906    221.58296   -11.550906    1352.0368    1340.4859 
     760         7600    389.59409    389.59409    389.59409 0.0049917366     59133974    1.0291935    1.0490241    1.0259353    1.0126211   -10.340973    217.96685   -10.340973    1329.9723    1319.6313 
     780         7800    389.60198    389.60198    389.60198 0.0049914331     59137570    1.0078346    1.0263147    1.0126566   0.98453246    -11.03267    214.82375    -11.03267     1310.794    1299.7613 
     800         8000    389.76432    389.76432    389.76432 0.0049851991     59211522   0.99620829    1.0151954   0.99963216   0.97379736   -10.704824    212.76162   -10.704824    1298.2114    1287.5066 
     820         8200    389.90879    389.90879    389.90879 0.0049796594     59277393   0.98959496    1.0086399    0.9902574   0.96988755   -10.861799    212.30225   -10.861799    1295.4085    1284.5467 
     840         8400    389.93463    389.93463    389.93463 0.0049786695     59289178    0.9954859    1.0129454   0.99744596   0.97606638   -10.574333    213.37541   -10.574333    1301.9566    1291.3823 
     860         8600    389.90135    389.90135    389.90135 0.0049799446     59273997    1.0079598    1.0214198    1.0146493   0.98781036   -10.623493    215.88741   -10.623493    1317.2841    1306.6606 
     880         8800    390.00823    390.00823    390.00823 0.0049758514     59322758    1.0216376    1.0303649    1.0287452    1.0058028    -10.41652    218.75888    -10.41652    1334.8051    1324.3885 
     900         9000    390.47061    390.47061    390.47061 0.0049581957     59534000    1.0216293     1.036723    1.0244394    1.0037254   -11.269405    220.74539   -11.269405    1346.9262    1335.6568 
     920         9200    391.38023    391.38023    391.38023 0.0049237057     59951029    1.0228722    1.0306609    1.0340877    1.0038681   -9.9964534    220.54371   -9.9964534    1345.6955    1335.6991 
     940         9400    392.76001    392.76001    392.76001 0.0048719961     60587328   0.99900259    1.0169416    1.0035912   0.97647491   -11.134579    219.05113   -11.134579    1336.5883    1325.4537 
     960         9600    394.29824    394.29824    394.29824 0.0048151988     61301980   0.98885781    1.0039811   0.98897455   0.97361773   -9.2294405    216.15977   -9.2294405     1318.946    1309.7165 
     980         9800    395.73732    395.73732    395.73732 0.0047628587     61975642   0.95824579    0.9764097   0.96104907   0.93727858   -9.9116732    213.51825   -9.9116732    1302.8282    1292.9165 
    1000        10000    396.57104    396.57104    396.57104 0.0047328825     62368170   0.93997651   0.95446821   0.94651086   0.91895044   -9.3346605    211.25275   -9.3346605    1289.0047    1279.6701 
    1020        10200    396.43336    396.43336    396.43336 0.0047378155     62303234   0.93329709   0.95177741   0.93983293   0.90828091    -10.55288    211.10333    -10.55288     1288.093    1277.5401 
    1040        10400     395.2678     395.2678     395.2678 0.0047798516     61755312   0.96184552   0.98247535   0.96582549   0.93723573     -9.64922    213.58899     -9.64922    1303.2598    1293.6106 
    1060        10600    393.46669    393.46669    393.46669 0.0048457926     60914953   0.99879858    1.0225434    1.0014473    0.9724051   -9.8996926    218.45398   -9.8996926    1332.9446    1323.0449 
    1080        10800    391.74945    391.74945    391.74945 0.0049097969     60120862    1.0308353    1.0555376    1.0339867    1.0029816   -9.9298007    222.91767   -9.9298007    1360.1808     1350.251 
    1100        11000    390.70143    390.70143    390.70143 0.0049494133     59639639    1.0425482    1.0634206    1.0521996    1.0120243   -9.8640923    224.75192   -9.8640923    1371.3728    1361.5088 
    1120        11200    390.41802    390.41802    390.41802 0.0049601996     59509949    1.0336597    1.0542656    1.0430667    1.0036469   -9.6881758    223.14638   -9.6881758    1361.5763    1351.8881 
    1140        11400    390.64286    390.64286    390.64286   0.00495164     59612820    1.0134111    1.0364192    1.0216394   0.98217479   -9.3985281    218.94366   -9.3985281    1335.9325     1326.534 
    1160        11600    391.01105    391.01105    391.01105 0.0049376653     59781538   0.99838058    1.0201367    1.0022905   0.97271453   -8.6397692    214.81433   -8.6397692    1310.7365    1302.0967 
    1180        11800    391.27316    391.27316    391.27316 0.0049277487     59901842   0.98553817    1.0074028   0.98980266   0.95940907   -9.0005362    212.77048   -9.0005362    1298.2655     1289.265 
    1200        12000    391.29097    391.29097    391.29097 0.0049270758     59910023   0.98149967    1.0053314   0.98642498   0.95274261   -9.5119379    212.65803   -9.5119379    1297.5793    1288.0674 
    1220        12200    391.08103    391.08103    391.08103  0.004935015     59813643   0.99568229     1.013531    1.0040293   0.96948655   -8.5180876    213.83616   -8.5180876     1304.768    1296.2499 
